fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2025-01-31,USD,298927000,158176000,48490000,48490000,39873000,48024000,137356000,52519000,None,10211000,None,10211000,3286000,3286000,None,22725000,49791000,110238000,70794000,6725000,None,861000,3180000,25264000,4069000,None,None,None,24793000,11000000,4512000,201405000,None,23189000,18000,17837000,CVGW
2024-10-31,USD,301119000,158579000,57031000,57031000,34157000,46109000,142155000,49591000,None,10211000,None,10211000,2424000,2424000,None,24546000,49916000,142215000,73205000,8742000,None,874000,4170000,26138000,4274000,None,None,5100000,25920000,11000000,4388000,200332000,None,22341000,18000,17802000,CVGW
2024-07-31,USD,382426000,238300000,1126000,1126000,31822000,55456000,140487000,55894000,None,10486000,275000,10211000,2528000,2528000,None,149896000,52964000,191729000,116592000,9819000,None,1700000,8660000,60657000,4514000,33537000,814000,32723000,33537000,11000000,4432000,203768000,None,26060000,18000,17802000,CVGW
2024-04-30,USD,411369000,262344000,4273000,4273000,41554000,58206000,148425000,57796000,None,10486000,275000,10211000,3107000,3107000,None,158311000,57962000,218439000,133182000,6505000,None,1695000,8497000,70856000,4708000,45847000,813000,45034000,45847000,11000000,4609000,205892000,None,28572000,18000,17800000,CVGW
2024-01-31,USD,394683000,245597000,5658000,5658000,39551000,36052000,145045000,59206000,None,10486000,275000,10211000,2903000,2903000,None,164336000,55974000,206735000,120895000,4916000,None,1626000,8796000,71255000,4478000,45682000,792000,44890000,45682000,11000000,4653000,201131000,None,24290000,18000,17800000,CVGW
2023-10-31,USD,386854000,133370000,2091000,2091000,31571000,68176000,199108000,105952000,None,34398000,275000,10211000,2902000,2902000,None,30473000,52381000,251180000,81746000,15537000,None,2251000,17979000,94879000,4645000,39087000,647000,7300000,39087000,11000000,4425000,208837000,None,32338000,18000,17761000,CVGW
2023-07-31,USD,414940000,150360000,1402000,1402000,38878000,80567000,206105000,114224000,None,34727000,6074000,28653000,3383000,3383000,None,12913000,56726000,213751000,101309000,16425000,None,2078000,8989000,94531000,5198000,40227000,404000,39823000,40227000,11000000,2229000,217695000,None,42024000,18000,17761000,CVGW
2023-04-30,USD,407158000,144740000,4198000,4198000,42818000,73157000,198337000,115086000,None,35103000,6450000,28653000,3882000,3882000,None,11296000,51496000,211799000,115782000,19176000,None,1693000,8525000,78185000,55694000,22200000,1693000,None,22200000,11000000,2284000,211868000,None,37176000,18000,17784000,CVGW
2023-01-31,USD,396496000,132911000,1797000,1797000,44092000,66350000,197239000,115728000,None,35479000,6826000,28653000,3937000,3937000,None,10918000,49876000,197690000,105122000,17421000,None,1719000,8688000,74599000,57611000,16400000,1719000,None,16400000,11000000,2602000,215487000,None,42945000,18000,17743000,CVGW
2022-10-31,USD,385746000,125674000,2060000,2060000,38830000,63816000,199049000,107589000,None,35859000,7206000,28653000,3782000,3782000,None,22372000,47170000,243571000,101953000,10436000,None,1574000,8499000,60422000,4447000,1200000,None,6000000,1200000,11000000,2635000,222356000,None,51115000,18000,17732000,CVGW
2022-07-31,USD,430525000,148445000,2505000,2505000,36073000,86992000,212205000,114481000,None,36240000,7587000,28653000,24784000,24784000,None,22875000,45421000,222652000,118454000,11551000,None,1517000,8483000,86232000,60403000,25600000,1517000,None,25600000,11000000,2915000,224656000,None,54430000,18000,17732000,CVGW
2022-04-30,USD,468292000,185937000,2317000,2317000,53617000,111817000,211648000,114778000,None,36645000,7992000,28653000,23829000,23829000,None,18186000,44745000,262404000,140248000,18639000,None,1539000,8418000,104277000,67825000,41900000,1539000,None,41900000,11000000,2970000,222601000,None,53130000,18000,17742000,CVGW
2022-01-31,USD,468632000,179537000,7826000,7826000,52402000,97483000,215519000,116034000,None,37034000,8381000,28653000,28735000,28735000,None,21826000,43408000,263226000,116876000,11848000,None,1593000,8469000,128474000,69917000,64000000,1593000,None,64000000,11000000,3026000,222031000,None,53321000,18000,17716000,CVGW
2021-10-31,USD,445402000,152641000,1885000,1885000,40757000,84166000,220522000,111373000,None,37422000,8769000,28653000,31401000,31401000,None,19609000,40500000,325530000,114624000,9794000,None,1587000,8404000,103895000,5553000,37700000,None,7100000,37700000,11000000,3081000,225515000,None,57364000,18000,17686000,CVGW
2021-07-31,USD,459318000,158267000,368000,368000,47443000,86556000,210590000,129080000,None,37790000,9137000,28653000,34349000,34349000,30040000,23900000,40006000,218036000,100714000,10424000,None,1486000,8537000,99271000,62984000,36000000,1486000,None,36000000,11000000,3136000,257882000,None,90649000,18000,17683000,CVGW
2021-04-30,USD,474310000,170387000,5582000,5582000,53335000,92531000,210648000,130787000,None,38189000,9536000,28653000,35071000,35071000,30292000,18939000,39018000,209294000,95584000,14012000,None,1421000,8147000,106984000,62633000,42250000,1421000,None,42250000,42035000,3192000,270357000,None,103630000,18000,17684000,CVGW
2021-01-31,USD,446452000,145120000,8168000,8168000,41706000,78306000,204524000,131888000,None,38493000,9925000,28568000,32695000,32695000,26786000,16940000,36205000,191400000,81137000,14417000,None,1529000,8203000,103589000,64031000,37150000,1529000,None,37150000,46961000,3247000,260294000,None,94789000,18000,17686000,CVGW
2020-10-31,USD,429624000,135895000,4055000,4055000,41787000,69368000,201630000,123440000,None,38923000,10323000,28600000,29262000,29262000,23197000,15794000,32558000,258681000,106331000,9384000,None,21893000,20550000,67291000,5716000,None,20550000,7100000,20550000,54779000,3302000,254530000,None,89512000,18000,17661000,CVGW
2020-07-31,USD,437265000,138414000,3573000,3573000,43944000,77267000,345386000,130923000,None,39169000,10700000,28469000,28410000,28410000,None,13630000,41093000,234033000,98414000,10640000,None,25875000,24600000,69321000,5903000,None,24600000,None,24600000,37010000,3519000,267970000,None,103870000,18000,17657000,CVGW
