fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,2117091000,1477522000,212945000,852328000,286979000,308142000,653508000,123868000,66273000,457437000,127457000,329980000,639383000,None,639383000,30073000,15453000,191209000,170089000,56261000,75673000,None,5416000,34872000,15159000,None,None,None,15159000,30026000,21116000,1925882000,None,664550000,49000,49238000,ONTO
2024-09-30,USD,2073365000,1457948000,188738000,855404000,308304000,253716000,630438000,120090000,67734000,443897000,128086000,315811000,666666000,None,666666000,40524000,16670000,169840000,144736000,47986000,59932000,None,5458000,39241000,16398000,None,None,None,16398000,26391000,25104000,1903525000,None,635209000,49000,49426000,ONTO
2024-06-30,USD,2005416000,1385212000,172571000,786032000,319712000,237830000,636426000,115467000,63615000,457011000,141200000,315811000,613461000,None,613461000,41638000,18352000,173740000,148420000,51373000,62562000,None,5564000,40564000,17694000,None,None,None,17694000,28430000,25320000,1831676000,None,582158000,49000,49342000,ONTO
2024-03-31,USD,1953371000,1332836000,190893000,740931000,329517000,231865000,637504000,106795000,60208000,470074000,154263000,315811000,550038000,None,550038000,30523000,19419000,171820000,147053000,55907000,57758000,None,-23052000,40066000,18140000,None,None,None,18140000,29533000,24767000,1781551000,None,529209000,49000,49230000,ONTO
2023-12-31,USD,1909712000,1283267000,233508000,697811000,327773000,226556000,644805000,103611000,57906000,483186000,167375000,315811000,464303000,None,464303000,31127000,20812000,173177000,147726000,49869000,54450000,None,5494000,41940000,19521000,None,None,None,19521000,31032000,25451000,1736535000,None,482356000,49000,49086000,ONTO
2023-09-30,USD,1862188000,1221202000,206585000,629664000,346055000,209520000,660149000,104184000,61053000,496535000,180724000,315811000,423079000,None,423079000,35963000,21897000,166046000,135758000,44466000,53462000,None,67298000,49183000,20598000,None,None,None,20598000,29129000,30288000,1696142000,None,452047000,49000,49043000,ONTO
2023-06-30,USD,1820861000,1183045000,224257000,609603000,352073000,187852000,655622000,99883000,57984000,510359000,194548000,315811000,385346000,None,385346000,33517000,19254000,164147000,136937000,49600000,54512000,None,5966000,43716000,19283000,None,None,None,19283000,27303000,27210000,1656714000,None,416161000,49000,48976000,ONTO
2023-03-31,USD,1802844000,1155096000,230484000,230484000,338358000,None,647748000,97624000,55128000,524184000,208373000,315811000,None,None,353034000,23596000,21153000,178219000,148418000,53700000,30383000,None,5811000,29801000,20792000,None,None,None,20792000,29212000,28060000,1624625000,None,390265000,49000,48788000,ONTO
2022-12-31,USD,1794863000,1134872000,175872000,547784000,324282000,241395000,680737000,91980000,52191000,538008000,222197000,315811000,371912000,None,371912000,21411000,25225000,198437000,160558000,54526000,66029000,None,5678000,57076000,22023000,None,None,None,22023000,27033000,30513000,1596426000,None,362756000,49000,48684000,ONTO
2022-09-30,USD,1787767000,1122636000,200383000,200383000,307864000,None,665131000,84253000,51632000,551781000,235970000,315811000,None,None,352329000,26533000,24810000,218393000,169553000,63951000,31047000,None,5015000,48840000,21956000,None,None,None,21956000,31478000,33336000,1569374000,None,325631000,50000,49680000,ONTO
2022-06-30,USD,1761460000,1085631000,180175000,180175000,280613000,None,675829000,82986000,49581000,565553000,249742000,315811000,None,None,364825000,25287000,22829000,233517000,176667000,72248000,34431000,None,4566000,56850000,19625000,None,None,None,19625000,33341000,31428000,1527943000,None,273416000,50000,49617000,ONTO
2022-03-31,USD,1722407000,1032242000,172463000,172463000,263008000,None,690165000,81689000,48712000,579323000,263512000,315811000,None,None,369448000,20628000,24484000,250086000,184679000,70757000,38599000,None,4791000,65407000,20935000,None,None,None,20935000,39719000,32011000,1472321000,None,221841000,49000,49437000,ONTO
2021-12-31,USD,1649813000,948089000,169602000,169602000,243108000,None,701724000,82094000,46529000,593092000,277281000,315811000,None,None,341741000,16433000,21716000,223758000,154526000,53345000,None,None,3968000,69232000,17722000,None,None,None,17722000,28160000,28951000,1426055000,None,168511000,49000,49300000,ONTO
2021-09-30,USD,1603263000,885474000,152207000,461551000,222311000,179766000,736501000,85685000,53174000,606783000,292892000,313891000,309344000,None,309344000,21846000,23067000,229713000,148617000,50867000,55718000,None,4359000,97396000,19351000,None,None,None,19351000,28557000,26742000,1373550000,None,121774000,49000,49361000,ONTO
