fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,20140000,17792000,13757000,17300000,None,62000,2257000,63000,None,None,None,None,None,None,3585000,388000,None,4247000,3386000,786000,8000,1194000,2904000,861000,781000,None,None,None,2313000,-1592000,None,15893000,None,-216863000,28000,28289000,ATOM
2024-03-31,USD,22934000,19665000,14806000,19300000,None,73000,3178000,83000,None,None,None,None,None,None,4458000,328000,None,4527000,2902000,601000,17000,1357000,1620000,1625000,1431000,None,None,None,3245000,664000,None,18407000,None,-207907000,27000,26885000,ATOM
2023-12-31,USD,24029000,20404000,12591000,19500000,None,79000,3534000,100000,362000,None,None,None,None,None,6940000,244000,None,5859000,3814000,618000,0,1328000,3184000,2045000,1750000,None,None,None,3637000,12000,None,18170000,None,-203085000,26000,26107000,ATOM
2023-09-30,USD,24829000,20837000,12642000,20400000,None,56000,3901000,129000,None,None,None,None,None,None,7747000,392000,None,5365000,2951000,462000,None,1299000,1561000,2414000,2066000,None,None,None,3975000,928000,None,-19464000,None,-198505000,26000,25784000,ATOM
2023-06-30,USD,28989000,24535000,12904000,23800000,None,50000,4363000,135000,None,None,None,None,None,None,10931000,650000,None,5750000,2974000,562000,None,1357000,1616000,2776000,2376000,None,None,None,4392000,796000,2776000,23239000,None,-193466000,26000,25770000,ATOM
2023-03-31,USD,22135000,17355000,12118000,17052000,None,None,4689000,153000,None,None,None,None,None,None,4934000,303000,None,5602000,2444000,423000,None,1240000,1487000,3158000,2683000,None,None,None,4645000,534000,3158000,16533000,None,-188314000,24000,24330000,ATOM
2022-12-31,USD,26729000,21602000,21184000,21184000,None,None,5036000,158000,314000,None,None,None,None,None,0,418000,None,6415000,2908000,397000,None,1126000,1371000,3507000,2986000,None,None,None,4878000,1140000,3507000,20314000,None,-183295000,24000,23973000,ATOM
2022-09-30,USD,29359000,23884000,23287000,23287000,None,None,5384000,164000,None,None,None,None,None,None,None,597000,None,6680000,2812000,524000,1000,1043000,1288000,3868000,3254000,None,None,None,5156000,999000,3868000,22679000,None,-179023000,24000,23854000,ATOM
2022-06-30,USD,28782000,22488000,21838000,21838000,None,None,6203000,176000,None,None,None,None,None,None,None,650000,None,7032000,2795000,434000,None,1395000,1638000,4237000,3579000,None,None,None,5875000,723000,4237000,21750000,None,-174421000,23000,23457000,ATOM
2022-03-31,USD,32276000,25597000,24451000,24451000,None,300000,6588000,192000,None,None,None,None,None,None,None,846000,None,7089000,2494000,380000,None,1396000,1613000,4595000,3870000,None,None,None,6208000,501000,4595000,25187000,None,-169940000,23000,23393000,ATOM
2021-12-31,USD,36060000,29008000,28699000,28699000,None,None,6961000,196000,253000,None,None,None,None,None,None,309000,None,7679000,2753000,338000,0,1395000,1611000,4926000,4158000,None,None,None,6537000,804000,4926000,28381000,None,-165854000,23000,23207000,ATOM
2021-09-30,USD,39651000,32218000,31789000,31789000,None,None,7342000,208000,None,None,None,None,None,None,None,429000,None,8169000,2905000,321000,None,1621000,1835000,5264000,4455000,None,None,None,7099000,749000,5264000,31482000,None,-161689000,23000,23145000,ATOM
2021-06-30,USD,36668000,35000000,34300000,34300000,None,None,1668000,206000,None,None,None,None,None,None,None,659000,None,1979000,1130000,411000,None,None,213000,849000,1062000,None,None,None,1062000,506000,849000,34689000,None,-157486000,23000,23104000,ATOM
2021-03-31,USD,39289000,37615000,36738000,36738000,None,66000,1674000,164000,None,None,None,None,None,None,None,811000,None,2075000,1187000,508000,None,None,195000,888000,1083000,None,None,None,1083000,484000,888000,37214000,None,-153760000,23000,23027000,ATOM
2020-12-31,USD,39395000,38074000,37942000,37942000,None,None,871000,153000,201000,None,None,None,None,None,None,132000,None,2050000,1448000,442000,0,None,90000,602000,0,None,None,None,692000,916000,602000,37345000,None,-150140000,22000,22375000,ATOM
2020-09-30,USD,26763000,25478000,25297000,25297000,None,None,835000,87000,None,None,None,None,None,None,None,181000,None,2031000,1400000,563000,None,None,92000,631000,723000,None,None,None,723000,745000,631000,24732000,None,-146264000,21000,20971000,ATOM
2020-06-30,USD,18825000,18220000,17968000,17965000,None,None,155000,53000,None,None,None,None,None,None,None,255000,None,1247000,1169000,586000,None,None,78000,583000,78000,None,None,None,78000,583000,78000,17578000,None,-142686000,20000,19826000,ATOM
2020-03-31,USD,12152000,11508000,11390000,11390000,None,None,194000,56000,None,None,None,None,None,None,None,118000,None,1093000,1093000,548000,None,None,116000,429000,116000,None,None,None,116000,429000,None,11059000,None,-138907000,18000,17726000,ATOM
2019-12-31,USD,15240000,15003000,14871000,14871000,None,None,237000,63000,162000,None,None,None,None,None,None,132000,None,1468000,1468000,315000,37000,152000,152000,964000,152000,None,152000,None,152000,1928000,None,13772000,None,-135262000,17000,17117000,ATOM
2019-09-30,USD,17449000,17166000,16800000,16800000,None,None,283000,74000,None,None,None,None,None,None,None,179000,None,1280000,1240000,205000,0,147000,147000,40000,187000,None,147000,None,187000,888000,40000,16169000,None,-132216000,17000,17074000,ATOM
2019-06-30,USD,19801000,19473000,19118000,19118000,None,None,328000,86000,None,None,None,None,None,None,None,304000,None,1344000,1266000,211000,16000,143000,143000,78000,221000,None,143000,None,221000,1792000,78000,18457000,None,-129130000,17000,17074000,ATOM
2019-03-31,USD,15920000,15556000,15137000,15137000,None,None,364000,88000,None,None,None,None,None,None,None,369000,None,1014000,898000,242000,34000,138000,138000,116000,254000,116000,138000,None,254000,968000,116000,14906000,None,-125496000,15000,15332000,ATOM
2018-12-31,USD,19357000,19288000,18933000,18933000,None,None,69000,56000,122000,None,None,None,None,None,None,170000,None,1611000,1611000,348000,55000,None,None,1208000,None,None,None,None,None,1611000,None,17746000,None,-121962000,15000,15034000,ATOM
2018-09-30,USD,10408000,10259000,9957000,9957000,None,None,76000,63000,None,None,None,None,None,None,None,227000,None,1451000,1451000,354000,75000,None,None,1022000,None,None,None,None,None,1022000,None,8957000,None,-118763000,12000,12409000,ATOM
2018-06-30,USD,12724000,12646000,12254000,12254000,None,None,78000,65000,None,None,None,None,None,None,None,296000,None,962000,962000,339000,None,None,None,623000,None,None,None,None,None,623000,None,11762000,None,-115328000,12000,12409000,ATOM
2018-03-31,USD,15029000,14948000,14547000,14547000,None,None,81000,68000,None,None,None,None,None,None,None,401000,None,717000,717000,283000,None,None,None,434000,None,None,None,None,None,434000,None,14312000,None,-112157000,12000,12361000,ATOM
2017-12-31,USD,17807000,17727000,17369000,17369000,None,None,80000,67000,94000,None,None,None,None,None,None,248000,None,949000,949000,198000,0,None,None,751000,None,None,None,None,None,751000,None,16858000,None,-109065000,12000,12161000,ATOM
2017-09-30,USD,19806000,19738000,19606000,19606000,None,None,68000,31000,None,None,None,None,None,None,None,132000,None,862000,862000,286000,None,None,None,576000,None,None,None,None,None,576000,None,18944000,None,-106455000,12000,12161000,ATOM
