fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,4552302000,187276000,3967000,3967000,15411000,150477000,6408634000,4453548000,None,704683000,64372000,640311000,18213000,18213000,1255000,5331000,957854000,3218497000,244049000,44480000,150546000,8088000,101323000,2637889000,None,1542889000,8088000,1673715000,93235000,26314000,23201000,1333805000,None,527575000,33000,33226735,SJW
2024-06-30,USD,4439427000,173179000,22804000,22804000,1,133644000,6263495000,4313494000,None,704683000,64372000,640311000,17368000,17368000,None,5818000,969539000,3164819000,350133000,37932000,144087000,9023000,226518000,2481075000,None,1344729000,9023000,1549587000,217495000,22848000,23689000,1274608000,None,502037000,33000,32668904,SJW
2024-03-31,USD,4367512000,178082000,4542000,4542000,1,109193000,6161055000,4215925000,None,704643000,64332000,640311000,17435000,17435000,None,5914000,967401000,3127261000,323260000,34397000,141431000,9002000,219750000,2472132000,None,1364611000,9002000,1550298000,210748000,21554000,23167000,1240251000,None,494249000,32000,32201216,SJW
2023-12-31,USD,4345067000,198389000,9723000,9723000,None,121097000,6077928000,4152252000,None,683754000,43443000,640311000,16411000,16411000,None,6146000,962868000,3111670000,342974000,46121000,146582000,48975000,220475000,2442245000,None,1583441000,48975000,1526699000,1583441000,20795000,22492000,1233397000,None,495383000,32000,32023004,SJW
2023-09-30,USD,3843428000,228771000,21067000,21067000,55846000,137008000,5742974000,4070084000,None,704643000,64332000,640311000,15901000,44287000,None,6277000,836827000,2623175000,308116000,35926000,143810000,43464000,171897000,1986426000,None,1577233000,43464000,1533769000,1577233000,24885000,23139000,1220253000,None,488585000,32000,31933003,SJW
2023-06-30,USD,3712158000,201433000,25474000,25474000,50002000,113914000,5592897000,3980261000,None,676258000,35947000,640311000,16136000,16136000,None,6075000,806369000,2529442000,237954000,36446000,140005000,44328000,127638000,1964208000,None,1563609000,44328000,1519281000,1563609000,20569000,22945000,1182716000,None,464464000,32000,31731030,SJW
2023-03-31,USD,3652498000,193848000,23333000,23333000,52230000,102050000,5511150000,3904252000,None,676258000,35947000,640311000,15923000,15923000,None,6216000,803301000,2500013000,212965000,25974000,137668000,44274000,116707000,1960032000,None,1564636000,44274000,1520362000,1564636000,25790000,25977000,1152485000,None,458142000,31000,31427124,SJW
2022-12-31,USD,3755056000,158386000,12344000,12344000,9753000,110454000,5454607000,3854077000,None,656678000,16367000,640311000,14819000,14819000,None,6095000,925478000,2521756000,268322000,29581000,137696000,4360000,163938000,1933438000,None,1488788000,4360000,1491965000,1488788000,22913000,25884000,1110868000,None,458356000,31000,30801912,SJW
2022-09-30,USD,3604704000,157900000,13190000,13190000,12964000,124742000,5434553000,3799571000,None,676271000,35960000,640311000,14438000,14438000,14438000,6266000,812766000,2555357000,318710000,29765000,140842000,4340000,203510000,1916781000,None,1458088000,4340000,1453748000,1458088000,24453000,24451000,1049347000,None,435856000,30000,30315265,SJW
2022-06-30,USD,3541047000,138792000,12049000,12049000,8708000,110718000,5359576000,3736940000,None,676531000,36220000,640311000,15011000,15011000,15011000,4476000,806793000,2511202000,277829000,26580000,138430000,38966000,180302000,1913809000,None,1494675000,38966000,1455709000,1494675000,20633000,24049000,1029845000,None,421741000,30000,30247674,SJW
2022-03-31,USD,3511876000,137935000,17487000,17487000,11872000,97918000,5317444000,3678001000,None,676601000,36290000,640311000,15866000,15866000,15866000,4021000,815276000,2483458000,217853000,28367000,137436000,38919000,114916000,1948111000,None,1530475000,38919000,1491556000,1530475000,27984000,23864000,1028418000,None,421095000,30000,30237145,SJW
2021-12-31,USD,3492395000,134085000,10908000,10908000,10878000,102460000,5276709000,3633615000,None,661121000,20650000,640471000,15784000,15784000,57632000,4902000,819130000,2457876000,203271000,30391000,130693000,39106000,102102000,1938126000,None,1522955000,39106000,1492935000,1522955000,27821000,24049000,1034519000,None,428260000,30000,30181348,SJW
2021-09-30,USD,3469741000,155513000,14019000,14019000,15250000,115698000,5229593000,3557945000,None,665491000,37347000,628144000,15289000,15289000,15289000,5149000,827296000,2469030000,267285000,37410000,132228000,26288000,148360000,1896258000,None,1446320000,26288000,1420032000,1446320000,21612000,25627000,1000711000,None,420411000,30000,29822182,SJW
2021-06-30,USD,3409522000,146858000,25442000,25442000,11130000,103863000,5147788000,3488732000,None,663501000,35357000,628144000,15163000,15163000,15163000,5348000,823243000,2419843000,274431000,39546000,128855000,26270000,164811000,1842909000,None,1398396000,26270000,1372126000,1398396000,16608000,24958000,989679000,None,411511000,30000,29804927,SJW
2021-03-31,USD,3332142000,123467000,11406000,11406000,13738000,88326000,5059022000,3423920000,None,663311000,35167000,628144000,15161000,15161000,14367000,5100000,810399000,2353846000,289735000,25636000,125967000,76285000,197794000,1766721000,None,1379313000,76285000,1303028000,1379313000,19148000,23930000,978296000,None,400897000,30000,29789887,SJW
2020-12-31,USD,3311465000,127331000,5269000,5269000,12097000,96051000,5002798000,3380048000,None,649414000,21270000,628144000,14367000,14367000,14367000,5125000,805876000,2394305000,350795000,34200000,125027000,76241000,251335000,1747405000,None,1352320000,76241000,1287580000,1352320000,19203000,21786000,917160000,None,408037000,29000,28556605,SJW
2020-09-30,USD,3259714000,154902000,20211000,20211000,1,111620000,844963000,43592000,None,662310000,35274000,627036000,13629000,13629000,13629000,16091000,6845000,2346653000,305398000,33759000,123043000,71943000,197746000,1749773000,None,1379555000,71943000,1307612000,1379555000,18101000,25037000,913061000,None,403923000,29000,28552177,SJW
2020-06-30,USD,3209977000,145543000,23317000,23317000,1,102321000,844908000,43826000,None,661169000,32826000,628343000,13493000,13493000,None,11431000,7374000,2314846000,257966000,24295000,120808000,22354000,169025000,1768563000,None,1338333000,22354000,1315979000,1338333000,13578000,22677000,895131000,None,387003000,29000,28516705,SJW
2020-03-31,USD,3174298000,128818000,28273000,28273000,None,73742000,839910000,44055000,None,661062000,32775000,628287000,13400000,13400000,None,13577000,8644000,2290757000,238404000,25214000,117596000,22311000,153713000,1764551000,None,1339307000,22311000,1316996000,1339307000,15392000,23864000,883541000,None,376447000,28000,28497841,SJW
2019-12-31,USD,3132470000,122046000,12944000,12944000,5000000,79240000,759836000,44102000,None,648532000,20245000,628287000,12928000,12928000,None,2928000,759836000,2242486000,234567000,34886000,112339000,22272000,139481000,1413947000,None,1292586000,22272000,1283597000,1292586000,18279000,22306000,889984000,None,383191000,28000,28456508,SJW
2019-09-30,USD,2022382000,507814000,424702000,424702000,None,68884000,78713000,43249000,None,15799000,15799000,None,43249000,None,None,6672000,4933000,1125718000,144307000,28193000,None,62000000,62000000,653659000,None,511076000,62000000,511076000,511076000,12914000,12643000,896664000,None,397259000,28000,28456490,SJW
2019-06-30,USD,2003650000,503919000,421849000,421849000,1,59606000,86580000,43548000,None,15799000,15799000,None,43548000,None,None,5163000,4834000,1109655000,127058000,28253000,None,55000000,55000000,730628000,None,510859000,55000000,510859000,510859000,11593000,12453000,893995000,None,396334000,28000,28442139,SJW
2019-03-31,USD,1958807000,488456000,419663000,419663000,None,42238000,83804000,43710000,None,15799000,15799000,None,43710000,None,None,4930000,4619000,1070514000,86688000,22819000,None,32000000,32000000,732472000,None,510903000,32000000,510903000,510903000,9211000,12137000,888293000,None,391344000,28000,28404316,SJW
2018-12-31,USD,1956389000,502722000,420722000,420722000,None,48331000,80837000,44009000,None,7059000,7059000,1680000,0,None,412000000,4871000,2442000,1067077000,163985000,24937000,None,563000000,563000000,654239000,None,435000000,0,431424000,998000000,9115000,13525000,889312000,None,393918000,28000,28404316,SJW
2018-09-30,USD,2003650000,80367000,13327000,13327000,None,61518000,108933000,44307000,None,15748000,15748000,None,44307000,None,None,5522000,4263000,1061911000,151680000,26956000,None,76000000,76000000,662338000,None,431341000,76000000,431341000,431341000,8502000,13569000,474957000,None,390891000,21000,20631171,SJW
