fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,216762000,58380000,27830000,27830000,None,21377000,158382000,6988000,86335000,99175000,None,99175000,None,None,None,723000,987000,60474000,45632000,3944000,58032000,None,5922000,14842000,9109000,None,None,None,9109000,4796000,1426000,156288000,None,53914000,2000,20264055,SPOK
2024-06-30,USD,216377000,56147000,23875000,23875000,1,22824000,160230000,7056000,87774000,99175000,None,99175000,None,None,None,858000,883000,58165000,43356000,5418000,50993000,None,6704000,14809000,9726000,None,None,None,9726000,4425000,1238000,158212000,None,57034000,2000,20252452,SPOK
2024-03-31,USD,215015000,52932000,23340000,23340000,None,21722000,162083000,7306000,88054000,99175000,None,99175000,None,None,None,672000,451000,54846000,39889000,3809000,50583000,None,7546000,14957000,10403000,None,None,None,10403000,3890000,1122000,160169000,None,60233000,2000,20170548,SPOK
2023-12-31,USD,227684000,63892000,31989000,31989000,7885000,23314000,163792000,7321000,88064000,99175000,0,99175000,None,None,None,704000,510000,63913000,48008000,5969000,53244000,None,4184000,15905000,11086000,None,None,None,11086000,4273000,1812000,163771000,None,62597000,2000,19992102,SPOK
2023-09-30,USD,226927000,61163000,27301000,27301000,7428000,25141000,165764000,7376000,89138000,99175000,None,99175000,None,None,None,1293000,570000,61422000,45183000,4445000,50743000,None,4774000,16239000,12242000,None,None,None,12242000,5359000,1228000,165505000,None,65787000,2000,19970936,SPOK
2023-06-30,USD,233924000,64545000,30866000,30866000,7371000,25467000,169379000,7869000,89138000,99175000,None,99175000,None,None,None,841000,630000,67313000,49325000,6768000,48207000,None,4693000,17988000,14213000,None,None,None,14213000,5352000,1013000,166611000,None,67859000,2000,19957786,SPOK
2023-03-31,USD,231750000,59972000,29550000,29550000,7150000,22644000,171778000,7802000,88992000,99175000,None,99175000,None,None,None,628000,694000,63401000,45138000,4659000,49532000,None,4964000,18263000,15028000,None,None,None,15028000,4823000,846000,167368000,None,70645000,2000,19897445,SPOK
2022-12-31,USD,244477000,70051000,35754000,35754000,6849000,26861000,174426000,8223000,89838000,99175000,0,99175000,None,None,0,587000,754000,73380000,54432000,5880000,52798000,None,5096000,18948000,15700000,None,None,None,15700000,4573000,1107000,171097000,None,73096000,2000,20076578,SPOK
2022-09-30,USD,226541000,72192000,37165000,37165000,7322000,26920000,154349000,6379000,88928000,99175000,None,99175000,None,None,0,785000,1153000,73279000,52707000,None,52673000,None,5139000,20572000,18115000,None,None,None,18115000,5013000,962000,152281000,None,56285000,2000,19693659,SPOK
2022-06-30,USD,228876000,72990000,23437000,38432000,7187000,26583000,155886000,6487000,89500000,99175000,None,99175000,None,None,14995000,788000,706000,72682000,51851000,None,52212000,None,5150000,20831000,18725000,None,None,None,18725000,5091000,766000,155213000,None,59826000,2000,19693657,SPOK
