fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,2634345000,1298423000,145010000,145010000,1035183000,83272000,1337378000,535903000,172627000,626500000,38533000,587967000,None,None,None,34958000,30818000,1631144000,1091447000,35532000,52504000,828936000,795170000,539697000,140819000,347294000,33766000,347294000,795170000,197911000,7550000,993459000,150797000,796081000,30000,22705924,HZO
2024-09-30,USD,2605068000,1273211000,224326000,224326000,906641000,108761000,1352566000,532766000,167252000,629800000,37507000,592293000,None,None,None,35835000,32741000,1618819000,1069143000,54481000,64845000,742760000,708994000,549676000,134287000,391186000,33766000,355906000,1100180000,197295000,8928000,975795000,150800000,778015000,30000,22544308,HZO
2024-06-30,USD,2593665000,1261202000,242424000,242424000,880419000,105258000,1334071000,533943000,165363000,628300000,38351000,589949000,None,None,None,50802000,31591000,1616731000,1054442000,45578000,66791000,734951000,701185000,562289000,135478000,364138000,33766000,364138000,701185000,274887000,13598000,967551000,150797000,774016000,30000,22258284,HZO
2024-03-31,USD,2630989000,1292926000,216684000,216684000,932607000,121639000,1339752000,536175000,156827000,629500000,39156000,590344000,None,None,None,28792000,31488000,1690531000,1045608000,61339000,79095000,770483000,736717000,644923000,136583000,372624000,33766000,372624000,736717000,124332000,87919000,931309000,148656000,742466000,29000,22299599,HZO
2023-12-31,USD,2526507000,1206021000,210323000,210323000,876233000,94601000,1322288000,532492000,148110000,614800000,38950000,575850000,None,None,None,24864000,32401000,1591936000,940006000,43957000,74636000,698624000,664858000,651930000,135922000,380972000,33766000,380972000,664858000,112417000,87469000,925098000,148656000,740879000,29000,22298018,HZO
2023-09-30,USD,2421305000,1123176000,201456000,201456000,812830000,87253000,1323775000,527552000,144259000,599500000,39680000,559820000,None,None,None,23110000,32259000,1502888000,847049000,71706000,81700000,570827000,537060000,655839000,133859000,424899000,33767000,389231000,961959000,112746000,85892000,915843000,148700000,739949000,29000,22107703,HZO
2023-06-30,USD,2380295000,1085147000,226134000,226134000,739114000,95018000,1296809000,521637000,135614000,603200000,40923000,562277000,None,None,None,24881000,34814000,1477938000,819962000,47202000,97785000,546432000,514023000,657976000,129726000,399229000,32409000,399229000,514023000,118576000,84539000,899809000,148656000,724808000,29000,21904080,HZO
2023-03-31,USD,2324728000,1054255000,204339000,204339000,711296000,116910000,1272106000,499418000,127266000,600700000,42087000,558613000,None,None,None,21710000,31783000,1473468000,813372000,44598000,113934000,531056000,498647000,660096000,131794000,407335000,32409000,407335000,498647000,113803000,83310000,848626000,148656000,680392000,29000,21853557,HZO
2022-12-31,USD,2113284000,873371000,177773000,177773000,605369000,68514000,1241672000,501589000,119569000,566500000,38782000,527718000,None,None,None,21715000,33220000,1298358000,649202000,43373000,119889000,373661000,341212000,649156000,131525000,415263000,32449000,415263000,341212000,101799000,75041000,812220000,148656000,650357000,29000,21851456,HZO
2022-09-30,USD,1352771000,753997000,228274000,228274000,454359000,51533000,610185000,246011000,111274000,246500000,10915000,235585000,None,None,None,21077000,9455000,570105000,412772000,34342000,144427000,134908000,132026000,157333000,99350000,48693000,2882000,45301000,180719000,89402000,6974000,782666000,148700000,630667000,29000,21672825,HZO
2022-06-30,USD,1320069000,735997000,281351000,281351000,374217000,61863000,584602000,226647000,111588000,248194000,11481000,236713000,None,None,None,18566000,9104000,577329000,412569000,56533000,138375000,110250000,107222000,164760000,103097000,45834000,3028000,45834000,107222000,97088000,8347000,742740000,148656000,592307000,29000,21531679,HZO
