fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,3320125000,368605000,133231000,133231000,None,None,30885000,27251000,None,3634000,None,None,2708286000,2708286000,300684000,235286000,None,1124939000,110968000,None,None,None,None,380879000,None,414694000,None,None,414694000,-235286000000,None,2195186000,218364000,1497092000,879000,79320863,NMIH
2024-06-30,USD,3101903000,610473000,61429000,62629000,-422917000,None,32482000,28848000,None,3634000,66882000,-63248000,2520990000,2520990000,214664000,375187000,None,1056293000,100907000,None,None,None,None,348293000,None,414249000,None,None,414249000,-235286000,None,2045610000,201323000,1404282000,879000,79763893,NMIH
2024-03-31,USD,3006112000,470234000,138589000,139726000,-470483000,None,33942000,30308000,None,3634000,66435000,-62801000,2393525000,2393525000,182728000,235286000,None,1027731000,99302000,None,None,None,None,322651000,None,398001000,None,None,398001000,-235286000,None,1978381000,174227000,1312203000,878000,80545535,NMIH
2023-12-31,USD,2940507000,617945000,95351000,96689000,-437261000,None,42986000,30252000,75031000,3634000,390000,3244000,2371021000,2371021000,189729000,617945000,None,1014503000,96460000,None,None,None,None,301573000,None,397595000,None,None,397595000,-235286000000,None,1926004000,148921000,1223153000,873000,80881280,NMIH
2023-09-30,USD,2762031000,176463000,174163000,174212000,-2926295000,None,35625000,31991000,None,3634000,65828999,-62194999,2197686000,2197686000,2197686000,631523000,None,971070000,154409000,None,None,None,None,257163000,None,397198000,None,None,397198000,65780000,None,1790961000,117116000,1139740000,870000,81630452,NMIH
2023-06-30,USD,2689850000,73319000,71097000,71097000,-1087255000,None,35896000,32262000,None,3634000,35896000,None,2233656000,2251049000,369341000,623746000,None,940895000,154409000,None,None,None,None,242144000,None,396808000,None,None,396808000,81903000,227741000,1748955000,97675000,1055785000,870000,82289763,NMIH
2023-03-31,USD,2633776000,83104000,80904000,80907000,-2800809000,None,35464000,31830000,None,3634000,35464000,None,2171766000,2171766000,2171766000,537563000,None,927065000,154409000,None,None,None,None,223368000,None,396426000,None,None,396426000,84068000,234617000,1706711000,71437000,975501000,869000,83279886,NMIH
2022-12-31,USD,2516030000,2143815000,42250000,42250000,-796578000,None,45964000,31930000,64328000,3634000,390000,3244000,2099389000,2099389000,2099389000,707487000,None,902303000,228985000,None,None,None,None,193859000,None,396051000,None,None,396051000,154409000,235143000,1613727000,56575000,901043000,865000,83549879,NMIH
2022-09-30,USD,2403843000,2184541000,123612000,123653000,-512019000,None,46490000,32156000,None,3634000,35790000,None,1973931000,1973931000,1973931000,512019000,None,877977000,84989000,None,None,None,None,166609000,None,395683000,None,None,395683000,11044000,238024000,1525866000,51195000,828103000,865000,83796313,NMIH
2022-06-30,USD,2392288000,70246000,70246000,70246000,-2545539000,None,46705000,32071000,None,3634000,35705000,-32071000,2019420000,2031850000,2019420000,442823000,None,867196000,2500000,None,None,None,None,161658000,None,395323000,None,None,395323000,-56447000,246779000,1525092000,30371000,751265000,864000,84701092,NMIH
