fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,5834500000,4036500000,1278800000,1278800000,None,253200000,1798000000,329700000,589600000,1048100000,188900000,859200000,None,None,None,1829000000,226700000,4605300000,3226000000,223800000,56400000,812700000,37400000,1379300000,137000000,512900000,775300000,1134400000,1947100000,1974300000,85700000,1228700000,1755200000,1934000000,1300000,43923100,EEFT
2024-09-30,USD,6289100000,4385800000,1524100000,1524100000,None,240200000,1903300000,340300000,608600000,1118900000,205600000,913300000,None,None,-18900000,1783100000,240100000,4927100000,3471200000,265800000,57500000,1079800000,4800000,1455900000,148400000,527500000,1075000000,1195500000,2275300000,1918900000,87400000,1361700000,1705800000,1888800000,1300000,44416803,EEFT
2024-06-30,USD,6060800000,4266500000,1271800000,1271800000,1,397700000,1794300000,331100000,616600000,1078200000,200700000,877500000,None,None,None,2803100000,179900000,4847200000,3571600000,268400000,56300000,1233800000,8900000,1275600000,149700000,390000000,1224900000,1032700000,2266500000,1879700001,82800000,1213700000,1603500000,1737300000,1300000,45429998,EEFT
2024-03-31,USD,5693600000,3927700000,1236200000,1236200000,1,375400000,1765900000,324500000,671200000,1057700000,208900000,848800000,None,None,None,2511300000,179300000,4450000000,2957000000,280100000,57500000,675200000,200000,1493000000,149600000,611900000,675000000,1258800000,1934000000,1814200000,85800000,1243800000,1488200000,1654100000,1300000,45816943,EEFT
2023-12-31,USD,5894400000,4162700000,1254200000,1254200000,1,334900000,1731700000,332100000,656900000,1015100000,167600000,847500000,None,None,None,2803900000,181900000,4644700000,2700600000,241200000,56700000,150300000,300000,1944100000,147700000,1715400000,150000000,1715400000,1865700000,2118900000,85900000,1249900000,1487700000,1627900000,1300000,46072595,EEFT
2023-09-30,USD,5162900000,3536400000,1074400000,1074400000,14100000,261200000,1626500000,327900000,620100000,985200000,167400000,817800000,None,None,None,1543800000,173400000,4020700000,2568800000,207000000,54700000,450100000,9800000,1451900000,146600000,1713100000,150000000,1263000000,1722900000,1187600000,65300000,1142800000,1429700000,1558700000,1300000,48406473,EEFT
2023-06-30,USD,5221000000,3544600000,1137500000,1137500000,14400000,202000000,1676400000,336200000,624000000,1015100000,177100000,838000000,None,None,None,1372200000,178900000,3839300000,2337200000,190400000,60300000,450100000,10800000,1502100000,151400000,1756600000,150000000,1306500000,1767400000,1146200000,65100000,1382200000,1133700000,1454500000,1300000,49637589,EEFT
2023-03-31,USD,5010600000,3341500000,1065800000,1065800000,358400000,167700000,1669100000,332600000,600800000,1017200000,182900000,834300000,None,None,None,1085500000,176500000,3738500000,1905300000,175900000,63500000,100000,11800000,1833200000,146700000,1642800000,150000000,1642700000,1654600000,1022000000,62700000,1272500000,1133600000,1368400000,1300000,49811368,EEFT
2022-12-31,USD,5403600000,3726700000,1131200000,1131207000,7400000,270795011,1676960000,336600000,576400000,1016600000,188300000,828300000,None,None,7000,1801700000,174000000,4159200000,2354000000,222448000,65380000,100000,12900000,1805156000,154100000,1609200000,150000000,1609100000,1609200000,1377320000,65000000,1244600000,1105800000,1348300000,1300000,49666577,EEFT
2022-09-30,USD,4827827000,3245890000,967100000,967100000,372600000,194544000,1581937000,317602000,516239000,945037000,180257000,764780000,None,None,None,1034900000,181305000,3800584000,2170443000,169835000,59071000,303549000,11256000,1630141000,142000000,1732020000,150000000,1428471000,1743276000,975829000,68803000,1027769000,1105883000,1280509000,1277000,49583317,EEFT
