fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,4303416000,3186430000,2126974000,2126974000,191213000,729911000,869607000,222999000,155872000,192545000,31026000,161519000,60794000,None,None,138332000,139737000,1842906000,1240608000,327038000,233344000,None,77815000,602298000,613193000,None,None,None,613193000,742350000,43653000,2460510000,None,-1391425000,15000,144862000,ROKU
2024-06-30,USD,4104374000,2977386000,2058465000,2058465000,96351000,669136000,886392000,240035000,144457000,196070000,34551000,161519000,57450000,None,None,149963000,111865000,1713585000,1096559000,276118000,238890000,None,74070000,617026000,627445000,None,None,None,627445000,650397000,40180000,2390789000,None,-1382395000,14000,144339000,ROKU
2024-03-31,USD,4151755000,2996130000,2055728000,2055728000,94531000,716727000,906099000,251487000,132867000,199595000,38076000,161519000,54390000,None,None,129144000,96912000,1795926000,1159746000,385656000,250282000,None,71076000,636180000,639703000,None,None,None,568627000,601364000,44062000,2355829000,None,-1348442000,14000,143751000,ROKU
2023-12-31,USD,4261792000,3072942000,2025891000,2025891000,92129000,816337000,931455000,264556000,123062000,203272000,41753000,161519000,53816000,None,None,79908000,92183000,1935459000,1275527000,385330000,126729000,None,68099000,659932000,654273000,None,0,None,654273000,719941000,49186000,2326333000,None,-1297587000,14000,143502000,ROKU
2023-09-30,USD,4190779000,2971001000,2003408000,2003408000,105374000,720398000,981763000,278723000,79257000,207181000,45662000,161519000,53202000,None,None,101108000,85274000,1883312000,1207744000,312279000,241584000,None,63838000,675568000,600047000,None,0,None,600047000,733391000,52965000,2307467000,None,-1219296000,14000,141877000,ROKU
2023-06-30,USD,4156752000,2701494000,1755261000,1755261000,93214000,707684000,1154839000,357603000,125426000,211587000,50068000,161519000,52558000,None,None,104622000,86341000,1623477000,955504000,212915000,254348000,None,59266000,667973000,589476000,None,0,None,589476000,579214000,55432000,2533275000,None,-889225000,14000,141033000,ROKU
2023-03-31,USD,4055404000,2595353000,1630052000,1630052000,109238000,703422000,1162202000,359543000,111311000,215994000,54475000,161519000,47678000,None,None,111928000,81972000,1504762000,831297000,86879000,245154000,None,55907000,673465000,585648000,None,0,None,585648000,590453000,63298000,2550641000,None,-781630000,14000,140333000,ROKU
2022-12-31,USD,4412601000,2964879000,1961956000,1961956000,106747000,760793000,1154956000,335031000,100091000,220400000,58881000,161519000,0,None,None,135383000,77830000,1766045000,1083273000,164800000,115888000,79985000,79985000,682772000,584651000,None,79985000,0,664636000,750810000,69911000,2646556000,None,-588026000,14000,140027000,ROKU
2022-09-30,USD,4392204000,2970944000,2018616000,2018616000,119252000,719187000,1422995000,272193000,94266000,232306000,70787000,161519000,43556000,None,None,113889000,381730000,1614277000,943420000,175026000,172740000,82457000,82457000,670857000,568193000,None,82457000,0,650650000,625836000,76395000,2777927000,None,-350831000,14000,138571000,ROKU
2022-06-30,USD,4313534000,2962815000,2050412000,2050412000,76077000,714606000,1412447000,217558000,85166000,236712000,75193000,161519000,40000000,60000000,None,121720000,352035000,1517642000,824614000,113768000,156186000,84928000,84928000,693028000,587981000,None,84928000,0,672909000,575277000,77595000,2795892000,None,-228648000,14000,136849000,ROKU
2022-03-31,USD,4226248000,3102787000,2235092000,2235092000,72863000,675705000,1125093000,186308000,78217000,241178000,79659000,161519000,None,None,None,119127000,294821000,1413083000,855454000,137550000,160110000,88648000,88648000,557629000,487388000,None,88648000,0,532763000,574848000,87867000,2813165000,None,-116327000,14000,135539000,ROKU
2021-12-31,USD,4082145000,3054507000,2146043000,2146043000,50276000,752393000,1029265000,177567000,71238000,245645000,84126000,161519000,0,None,None,105795000,35053000,1315539000,729619000,124921000,74486000,9883000,9883000,585920000,431840000,79985000,9883000,79985000,484592000,549055000,82485000,2766606000,None,-90021000,14000,135137000,ROKU
2021-09-30,USD,3912303000,2961781000,2179745000,2179745000,75945000,595911000,952034000,170606000,64150000,239318000,92534000,146784000,None,None,None,110180000,193907000,1228672000,668064000,131818000,68979000,8630000,8630000,560608000,394515000,82457000,8630000,82457000,485602000,482057000,60216000,2683631000,None,-113708000,13000,133685000,ROKU
2021-06-30,USD,3638558000,2799232000,2083273000,2083273000,47996000,587481000,840786000,160544000,57942000,244002000,97218000,146784000,None,None,None,80482000,135831000,1077530000,611348000,132483000,71384000,7377000,7377000,466182000,336948000,84928000,7377000,84928000,429253000,423253000,21157000,2561028000,None,-182643000,13000,132705000,ROKU
2021-03-31,USD,3487145000,2749391000,2077514000,2077514000,41246000,496173000,737754000,155001000,52058000,204939000,79255000,125684000,None,None,None,134458000,112577000,1045833000,628116000,96468000,70739000,6125000,6125000,417717000,335874000,87398000,6125000,87398000,396682000,477402000,4542000,2441312000,None,-256110000,13000,129674000,ROKU
2020-12-31,USD,2270542000,1697640000,1092815000,1092815000,53895000,523852000,572902000,155197000,46080000,135239000,62181000,73058000,None,None,None,27078000,16269000,942527000,520321000,112314000,76748000,4874000,4874000,422206000,307936000,89868000,4874000,89868000,402678000,347668000,3119000,1328015000,None,-332406000,13000,128004000,ROKU
2020-09-30,USD,2104010000,1533095000,1047478000,1047478000,62609000,391277000,570915000,158634000,42118000,138795000,65737000,73058000,None,None,None,31731000,6392000,887635000,465674000,121761000,66138000,4872000,4872000,421961000,343202000,91087000,4872000,91087000,407031000,252100000,1668000,1216375000,None,-399712000,13000,125687000,ROKU
