fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,1856007000,499520000,395230000,395230000,None,52402000,1356745000,85599000,253408000,1059270000,171191000,888079000,None,None,None,51888000,39587000,786505000,243602000,33147000,50295000,None,None,543003000,None,496639000,None,496639000,-3361000,160260000,44217000,1069502000,203055000,-193729000,534000,498477000,ANGI
2024-06-30,USD,1852465000,516081000,384895000,384895000,15358000,66325000,1336633000,89749000,244766000,1055616000,170582000,885034000,None,None,None,64861000,43955000,812660000,260826000,20943000,51395000,None,None,547602000,None,496439000,None,496439000,-3561000,188588000,47766000,1039805000,195467000,-228890000,533000,501591000,ANGI
2024-03-31,USD,1834975000,481809000,363337000,363337000,None,60810000,1353419000,99893000,229347000,1055846000,170612000,885234000,None,None,None,57662000,50169000,795951000,242224000,30534000,50184000,None,46672000,549808000,None,496241000,None,496241000,-3759000,161606000,50433000,1039024000,183983000,-232650000,531000,502627000,ANGI
2023-12-31,USD,1856215000,487219000,364044000,364044000,None,51100000,1418752000,109527000,215357000,1056820000,170773000,886047000,0,None,None,72075000,54466000,815448000,258655000,29467000,50000000,None,17797000,604702000,17797000,496047000,None,496047000,-3953000,161531999,54266000,1040767000,177283000,-231019000,529000,506134000,ANGI
2023-09-30,USD,1905759000,515796000,366825000,366825000,None,77269000,1390334000,121244000,194460000,1053731000,170263000,883468000,None,None,None,71702000,56493000,864067000,303717000,52790000,55262000,None,None,556865000,None,495853000,None,495853000,-4147000,195765000,57989000,1041692000,169581000,-225459000,528000,506332000,ANGI
2023-06-30,USD,1902218000,511342000,370579000,370579000,1,78484000,1391256000,129670000,178722000,1059281000,173388000,885893000,0,None,None,62279000,53075000,863973000,303408000,36925000,54100000,None,None,557026000,None,495660000,None,495660000,-4300000,212493000,58252000,1038245000,169581000,-220103000,527000,506086000,ANGI
2023-03-31,USD,1888905000,486332000,314960000,327455000,None,92303000,1405953000,139055000,162645000,1059326000,175592000,883734000,24990000,None,12495000,66574000,59883000,843930000,270136000,31017000,50344000,None,None,570532000,None,495469000,None,495469000,-4500000,188875000,72031000,1044975000,166184000,-205404000,526000,505033000,ANGI
2022-12-31,USD,1907778000,484202000,321155000,321155000,None,93880000,1483762000,152559000,145869000,1061054000,178105000,882949000,0,None,0,64330000,61527000,859394000,281784000,30393000,51000000,None,16908000,648323000,16908000,495300000,None,495284000,495300000,183107000,75507000,1048384000,166184000,-190079000,525000,504358000,ANGI
2022-09-30,USD,1968159000,512420000,328795000,328795000,None,102947000,1457379000,167302000,139242000,1083123000,179989000,903134000,None,None,0,80678000,68620000,882548000,300050000,50354000,55324000,None,None,579726000,None,495100000,None,495098000,495100000,194472000,82868000,1085611000,166184000,-136731000,524000,503202000,ANGI
2022-06-30,USD,2017515000,562582000,360950000,360950000,None,119768000,1456803000,156230000,128114000,1095138000,185174000,909964000,None,None,0,81864000,68250000,928620000,337602000,41700000,57040000,None,None,580141000,None,494900000,None,494913000,494900000,238962000,82905000,1088895000,166184000,-119251000,523000,502453000,ANGI
