fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-10-31,USD,715662000,436497000,298249000,365075000,29127000,27887000,279165000,200496000,256637000,None,None,None,40763000,39015000,66826000,1474000,17074000,151171000,43960000,22220000,None,None,5857000,25102000,22618000,None,None,None,22618000,15883000,2647000,564491000,190892000,748830000,299000,17595000,REX
2024-07-31,USD,680009000,418914000,261040000,345982000,29162000,29534000,261095000,190188000,253758000,None,None,None,39561000,38401000,84942000,1343000,19285000,140376000,51909000,31254000,None,None,6964000,11914000,13198000,None,None,None,13198000,17173000,600000,539633000,190957000,724330000,299000,17548000,REX
2024-04-30,USD,671019000,421613000,231200000,351764000,27100000,26121000,249406000,179024000,249611000,None,None,None,38746000,36654000,120564000,1209000,22167000,146552000,62700000,43216000,None,None,7448000,9920000,11453000,None,None,None,11453000,15760000,593000,524467000,191848000,711952000,299000,17546000,REX
2024-01-31,USD,664802000,452103000,223397000,378657000,26984000,28913000,212699000,155587000,245286000,None,None,None,37370000,34936000,155260000,1301000,9138000,150884000,66259000,42073000,None,None,8938000,10946000,12847000,None,None,None,12847000,19717000,970000,513918000,191911000,701761000,299000,17504000,REX
2023-10-31,USD,627564000,418085000,72828000,332000000,37515000,34586000,195890000,144567000,241111000,None,None,None,36979000,36807000,259172000,1673000,None,134571000,48690000,28766000,None,None,10164000,13326000,14239000,None,None,None,14239000,5312000,3072000,492993000,191974000,681193000,299000,17531000,REX
2023-07-31,USD,592936000,387943000,102166000,284375000,45960000,37652000,185439000,135144000,236662000,None,None,None,43255000,37582000,182209000,1536000,None,126376000,47541000,22100000,None,None,5095000,11846000,12700000,None,None,None,12700000,14692000,3144000,466560000,192037000,655117000,299000,17460000,REX
2023-04-30,USD,566541000,360956000,77667000,265810000,41299000,34200000,183567000,135125000,232678000,None,None,None,38202000,34535000,188143000,16268000,None,112900000,36189000,17874000,None,None,5142000,12951000,13838000,None,None,None,13838000,13173000,3158000,453641000,193660000,646062000,299000,17439000,REX
2023-01-31,USD,579579000,372644000,69612000,280943000,48744000,28124000,206935000,135497000,228324000,None,None,None,33045000,33045000,211331000,1215000,23179000,131597000,54599000,34091000,None,None,5180000,13986000,15035000,None,None,None,15035000,15328000,3034000,447982000,193721000,640826000,299000,17390000,REX
2022-10-31,USD,575039000,374020000,135986000,289805000,42045000,29286000,179752000,131235000,223956000,None,None,None,34569000,33769000,153819000,11576000,None,135567000,57282000,40271000,None,None,4902000,16012000,14785000,None,None,None,14785000,12109000,2997000,439472000,193770000,632665000,299000,17591000,REX
2022-07-31,USD,559870000,357332000,54639000,245110000,49928000,44457000,180588000,131580000,220031000,None,None,None,39616000,36115000,190471000,14505000,None,117086000,41953000,21194000,None,None,4376000,14477000,12762000,None,None,None,12762000,16383000,2959000,442784000,186996000,629481000,299000,17772000,REX
