fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,6725855000,2116368000,1405276000,1405276000,None,576436000,4691865000,108085000,None,4321003000,1154699000,3166304000,None,None,None,134656000,180399000,3299295000,876897000,15195000,207067000,None,None,2507371000,None,2238083000,None,2238083000,2238083000,671892000,167058000,3183697000,None,-3613217000,2000,402578000,U
2024-06-30,USD,6683734000,1984066000,1267957000,1267957000,None,573220000,4790112000,112080000,None,4397020000,1230716000,3166304000,None,None,None,136389000,190568000,3267158000,841542000,12693000,186300000,None,36065000,2516501000,None,2237245000,None,2237245000,2237245000,616657000,178198000,3184686000,None,-3488478000,2000,395444000,U
2024-03-31,USD,6753263000,1941238000,1179962000,1179962000,None,621184000,4916624000,122783000,None,4485091000,1318787000,3166304000,None,None,None,133692000,204151000,3338539000,902175000,18862000,179515000,None,37566000,2534885000,None,2236415000,None,2236415000,2236415000,712878000,190869000,3184125000,None,-3362904000,2000,390397000,U
2023-12-31,USD,7243441000,2324891000,1590325000,1590325000,None,611723000,5031806000,140887000,143904000,4573049000,1406745000,3166304000,0,None,None,122843000,204614000,3829063000,894103000,14517000,192784000,None,39132000,3046629000,None,2711750000,None,2711750000,2711750000,602008000,217195000,3182642000,None,-3071830000,2000,384872000,U
2023-09-30,USD,7425683000,2232665000,1507164000,1507164000,1,604743000,5357989000,140807000,None,4828508000,1626392000,3202116000,33600000,33600000,None,120758000,223703000,3960313000,950350000,22166000,280111000,None,38617000,3121235000,None,2710596000,None,2710596000,2710596000,674779000,234044000,3242484000,None,-2819081000,2000,379720000,U
2023-06-30,USD,7686846000,2394364000,1640926000,1640926000,None,632032000,5464874000,135387000,None,4926393000,1725438000,3200955000,31600000,31600000,None,121406000,230702000,4018971000,975066000,18580000,293871000,None,140792000,3166407000,263294000,2709442000,None,2709442000,2709442000,600682000,255604000,3446080000,None,-2695010000,2000,383291000,U
2023-03-31,USD,7734733000,2343362000,1593946000,1593946000,None,612763000,5579621000,129050000,None,5025268000,1824313000,3200955000,31100000,31100000,None,136653000,237053000,4043061000,980247000,28222000,303332000,None,137274000,3184580000,259040000,2708300000,None,2708300000,2708300000,601826000,264107000,3460000000,None,-2502850000,2000,378374000,U
2022-12-31,USD,7833985000,2364640000,1485084000,1586795000,1,633775000,5641584000,121863000,123624000,5123189000,1922234000,3200955000,31100000,31100000,101711000,144070000,224293000,4079856000,1010284000,20221000,321544000,None,34469000,3177348000,None,2707171000,None,2707171000,2707171000,737492000,258959000,3528268000,None,-2249819000,2000,374243000,U
2022-09-30,USD,4727161000,2084400000,1239337000,1239337000,None,316337000,2758633000,112458000,None,2382789000,724926000,1657863000,462366000,15600000,446766000,81960000,147514000,2524475000,611743000,14182000,321154000,None,23582000,1993780000,104630000,1706403000,None,1706403000,1706403000,370995000,88159000,2202686000,None,-1963361000,2000,300588000,U
2022-06-30,USD,4840176000,2157751000,1162385000,1162385000,None,322332000,2790646000,112489000,None,2416029000,758109000,1657920000,607075000,15600000,591475000,81559000,143152000,2558105000,626471000,11633000,334509000,None,24358000,2018270000,110994000,1705268000,None,1705268000,1705268000,387490000,94847000,2282071000,None,-1713340000,2000,298028000,U
