fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,323354000,242494000,26783000,26783000,79355000,114182000,79548000,32895000,156804000,24038000,24038000,None,None,None,None,9478000,1868000,170249000,158291000,72031000,5757000,36960000,None,11958000,12785000,36960000,36960000,None,36960000,84099000,723000,153105000,371930000,208431000,257000,13031000,UEIC
2024-09-30,USD,321255000,237265000,26287000,26287000,88939000,108087000,83990000,37610000,166800000,24674000,24674000,None,None,None,None,9664000,1405000,160069000,147745000,62785000,7356000,39853000,None,12324000,13564000,39853000,39853000,None,39853000,83842000,728000,161186000,371869000,212960000,257000,12985000,UEIC
2024-06-30,USD,314003000,226132000,23128000,23128000,87491000,101109000,87871000,39259000,160600000,25200000,25200000,None,None,None,None,11130000,1404000,154232000,140975000,55518000,8734000,41000000,45384000,13257000,14770000,41000000,41000000,None,41000000,38611000,719000,159771000,371814000,215618000,256000,12917000,UEIC
2024-03-31,USD,322941000,230230000,26914000,26914000,83236000,102661000,92711000,42144000,165000000,25132000,25132000,None,None,None,None,11755000,1469000,153286000,138666000,49756000,8061000,46000000,50529000,14620000,16006000,46000000,46000000,None,46000000,37607000,725000,169655000,371203000,223811000,255000,12902000,UEIC
2023-12-31,USD,355872000,258851000,42751000,42751000,88273000,112596000,97021000,41931000,163301000,25349000,25349000,0,None,None,None,7325000,1573000,176952000,161148000,57033000,6198000,55000000,59813000,15804000,17373000,55000000,55000000,None,55000000,42469000,817000,178920000,369973000,232460000,253000,12903000,UEIC
2023-09-30,USD,378340000,282391000,60079000,60079000,93462000,114908000,95949000,46613000,170000000,25529000,25529000,0,None,None,None,5809000,1558000,196813000,182518000,54776000,2065000,75000000,75000000,14295000,11553000,75000000,75000000,None,75000000,48481000,739000,181527000,369082000,239562000,253000,12911000,UEIC
2023-06-30,USD,391941000,280733000,55823000,55823000,105858000,107358000,111208000,58221000,170000000,25446000,25446000,0,None,None,None,5731000,1727000,191942000,174175000,47860000,2192000,75000000,75000000,17767000,14222000,75000000,75000000,None,75000000,49123000,751000,199999000,369049000,258924000,253000,12860000,UEIC
2023-03-31,USD,416967000,302370000,56906000,56906000,122688000,108896000,114597000,61791000,171800000,24969000,24969000,0,None,None,None,6859000,1965000,205928000,187807000,50766000,1935000,85000000,85000000,18121000,13983000,85000000,85000000,None,85000000,50106000,779000,211039000,369006000,269335000,252000,12749000,UEIC
2022-12-31,USD,504163000,338040000,66740000,66740000,140181000,112346000,166123000,62791000,170474000,73555000,24470000,49085000,None,None,None,6647000,1936000,235757000,216473000,71373000,1134000,88000000,88000000,19284000,15027000,88000000,88000000,None,88000000,55966000,810000,268406000,368194000,330698000,250000,12685000,UEIC
2022-09-30,USD,513717000,349621000,61681000,61681000,135867000,139327000,164096000,65335000,165800000,72682000,23747000,48935000,None,None,185000,6297000,1822000,246057000,228748000,80211000,1648000,88000000,93386000,17309000,18082000,88000000,88000000,None,88000000,53503000,838000,267660000,366456000,337603000,249000,12656000,UEIC
2022-06-30,USD,516144000,348525000,46130000,46130000,147394000,134549000,167619000,67867000,168800000,72124000,23080000,49044000,None,None,7823000,6795000,2093000,251030000,233438000,84054000,4119000,88000000,93155000,17592000,18233000,88000000,88000000,None,88000000,49742000,867000,265114000,366370000,330369000,249000,12659000,UEIC
2022-03-31,USD,525124000,350853000,53628000,53628000,139400000,133977000,174271000,71437000,170500000,71627000,22475000,49152000,None,None,8589000,7738000,2248000,254767000,235612000,82550000,4183000,85000000,90659000,19155000,20446000,85000000,85000000,None,85000000,58968000,886000,270357000,362513000,327381000,248000,12812000,UEIC
2021-12-31,USD,510348000,337146000,60813000,60813000,134469000,129215000,173202000,74647000,165906000,68632000,20169000,48463000,None,None,None,7289000,2347000,234399000,216787000,92707000,991000,56000000,56000000,17612000,14266000,56000000,56000000,None,56000000,60351000,13000,275949000,355159000,330291000,247000,12994000,UEIC
2021-09-30,USD,513524000,340905000,58825000,58825000,123981000,142771000,172619000,79199000,164500000,69205000,20695000,48510000,None,None,None,6155000,2144000,218286000,204772000,85635000,4516000,53000000,57979000,13514000,16927000,53000000,53000000,None,53000000,55115000,332000,295238000,339712000,336621000,246000,13392000,UEIC
2021-06-30,USD,521384000,344250000,67690000,67690000,121430000,138644000,177134000,82485000,161800000,68478000,19923000,48555000,None,None,None,6901000,2502000,214016000,196956000,90079000,4215000,46000000,51067000,17060000,18264000,46000000,46000000,None,46000000,50324000,332000,307368000,322179000,337576000,246000,13672000,UEIC
2021-03-31,USD,510786000,332129000,55363000,55363000,117892000,143278000,178657000,84869000,157300000,68500000,19973000,48527000,None,None,None,7984000,2687000,200167000,185154000,79922000,4743000,40000000,45838000,15013000,17130000,40000000,40000000,None,40000000,58894000,332000,310619000,306446000,331983000,246000,13803000,UEIC
2020-12-31,USD,510290000,326843000,57153000,57153000,120430000,129433000,183447000,87285000,154216000,68324000,19710000,48614000,None,None,None,6828000,2752000,196989000,179510000,83229000,1372000,20000000,20000000,17479000,13681000,20000000,20000000,None,20000000,70717000,539000,313301000,295495000,324990000,244000,13767000,UEIC
2020-09-30,USD,508617000,329824000,67146000,67146000,115750000,129630000,178793000,84549000,None,68143000,19617000,48526000,None,None,None,5768000,2842000,212062000,194145000,67546000,2207000,50000000,50000000,17917000,19086000,50000000,50000000,None,50000000,74392000,688000,296555000,287639000,312832000,243000,13928000,UEIC
2020-06-30,USD,526420000,350950000,58832000,58832000,134650000,145636000,175470000,83438000,None,67638000,19187000,48451000,None,None,None,5339000,2458000,240288000,222249000,80701000,2292000,73000000,78288000,18039000,18409000,73000000,73000000,None,73000000,60968000,445000,286132000,284222000,306664000,243000,13915000,UEIC
