fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,None,25509000000,13661000000,1983000000,1983000000,None,None,11848000000,None,None,737000000,737000000,7610000000,None,None,655000000,4298000000,None,21775000000,15516000000,None,None,None,824000000,6259000000,None,None,None,None,6348000000,4055000000,None,3475000000,None,2827000000,109000000,1102000000,WPP
2024-06-30,None,25813000000,13375000000,2128000000,2128000000,-3265000000,None,12438000000,None,None,793000000,793000000,8345000000,None,None,None,3265000000,None,21855000000,14988000000,None,None,None,1464000000,6867000000,None,None,None,None,7542000000,1612000000,None,3497000000,None,3608000000,114000000,1092000000,WPP
2024-03-31,None,25813000000,13375000000,2128000000,2128000000,None,None,12438000000,None,None,793000000,793000000,8345000000,None,None,None,3265000000,None,21855000000,14988000000,None,None,None,1201000000,6867000000,None,None,None,None,7279000000,1875000000,None,3497000000,None,3608000000,114000000,1092000000,WPP
2023-12-31,GBP,26622400000,13943600000,2217500000,2217500000,-4158500000,None,12678800000,None,None,849900000,849900000,8388900000,None,None,180700000,4397500000,None,22789700000,16250800000,None,None,None,1238600000,6538900000,2154500000,3775000000,946300000,None,6875800000,3816300000,None,3375600000,None,3488400000,114100000,1074347053,WPP
2023-09-30,None,26622400000,13943600000,2036800000,2036800000,None,None,12678800000,None,None,849900000,849900000,8388900000,None,None,180700000,4397500000,None,22789700000,16250800000,None,None,None,946300000,6538900000,None,None,None,None,6583500000,4478800000,None,3375600000,None,3488400000,114100000,1073000000,WPP
2023-06-30,GBP,26454100000,13131500000,1962600000,1962600000,292700000,None,13322600000,2396900000,None,1500900000,1500900000,8296800000,None,None,279800000,2400000,None,22389000000,14871000000,None,None,None,1391100000,7518000000,2204100000,4338000000,1092900000,None,7635000000,4128800000,None,3637200000,None,3854500000,114100000,214967539,WPP
2023-03-31,GBP,26454100000,13131500000,1962600000,1962600000,None,None,13322600000,2396900000,None,1500900000,1500900000,8296799999,None,None,None,4708400000,None,22389000000,14871000000,None,None,None,1092900000,7518000000,None,None,None,None,7336800000,4427000000,None,3637200000,None,3854500000,114100000,1090800000,WPP
2022-12-31,GBP,28822500000,15098300000,2491500000,2491500000,352400000,None,13724200000,2529200000,None,1451900000,1451900000,8453400000,None,None,219900000,12606800000,None,24662100000,17708300000,None,None,None,1451400000,6953800000,2210600000,3801800000,1169000000,None,7181400000,5074600000,None,3680800000,None,3759700000,114100000,214182009,WPP
2022-09-30,GBP,27015700000,15098300000,None,None,None,None,None,2529200000,None,None,None,None,None,None,None,5100000,None,None,17708300000,None,None,None,None,None,None,None,None,None,None,5074600000,None,None,None,3759700000,114100000,1095000000,WPP
2022-06-30,GBP,27015700000,13600600000,1775000000,1775000000,343800000,None,13415100000,2424800000,None,1469200000,1469200000,8237500000,None,None,95400000,11825600000,None,22745300000,14882800000,None,None,None,582700000,7862500000,2130400000,4620700000,289100000,None,7040200000,4625700000,None,3791900000,None,3909200000,116200000,218414613,WPP
2022-03-31,GBP,27870800000,15335600000,3882900000,3882900000,None,None,12535200000,2424800000,None,1359500000,1359500000,7612300000,None,None,None,11452700000,None,23801800000,16485400000,None,None,None,846900000,7316400000,None,None,None,None,6825800000,5041600000,None,3616400000,None,4367300000,122400000,230793919,WPP
2021-12-31,GBP,27870800000,15335600000,3882900000,3882900000,254000000,None,12535200000,2291500000,None,1359500000,1359500000,7612300000,None,None,None,11452700000,None,23801800000,16485400000,None,None,None,846900000,7316400000,2041800000,4216800000,567200000,None,6825800000,5041600000,None,3616400000,-1112100000,4367300000,122400000,230793919,WPP
2021-09-30,GBP,26226700000,15335600000,None,None,None,None,None,2291500000,None,None,None,None,None,None,None,2500000,None,None,16485400000,None,None,None,None,None,None,None,None,None,None,5041600000,None,None,None,4367300000,122400000,239922464,WPP
2021-06-30,GBP,26226700000,13911900000,3546100000,3546100000,279100000,None,12314800000,2265800000,None,1364500000,1364500000,7325100000,None,None,None,10365800000,None,21424100000,14097800000,None,None,None,1070800000,7326300000,2077300000,4286500000,803300000,None,7167100000,3812600000,None,4491200000,-1114800000,4952100000,127000000,239922464,WPP
2021-03-31,GBP,36189900000,24004500000,12899100000,12899100000,None,None,12185400000,2265800000,None,1389300000,1389300000,7388800000,None,None,None,11105400000,None,31023500000,23133600000,None,None,None,8943000000,7889900000,None,None,None,None,15751000000,3653200000,None,4848300000,None,5070700000,129600000,228800000,WPP
2020-12-31,GBP,36189900000,24004500000,12899100000,12899100000,264100000,None,12185400000,2295400000,None,1389300000,1389300000,7388800000,None,None,None,11105400000,None,31023500000,23133600000,None,None,None,8943000000,7889900000,2156300000,4975500000,8619200000,None,15751000000,3653200000,None,4848300000,-1118300000,5070700000,129600000,245066428,WPP
2020-09-30,GBP,25956400000,24004500000,None,None,None,None,None,2295400000,None,None,None,None,None,None,None,200000,None,None,23133600000,None,None,None,None,None,None,None,None,None,None,3984100000,None,None,None,5070700000,129600000,245065815,WPP
2020-06-30,GBP,25956400000,12396500000,2762600000,2762600000,312400000,None,13559900000,2687900000,None,1488900000,1488900000,8120200000,None,None,None,9633900000,None,20188200000,11827000000,None,None,None,662500000,8361200000,2345800000,5135800000,352300000,None,7833900000,3514000000,None,5399800000,-1124300000,5924900000,129600000,245065815,WPP
2020-03-31,GBP,31328800000,15442000000,2969000000,2969000000,None,None,15886800000,2687900000,None,1468800000,1468800000,10170700000,None,None,863600000,11609400000,None,22885300000,15620600000,None,None,None,763500000,7264700000,None,None,None,None,6758300000,4245100000,None,8072100000,None,9048900000,132800000,251476017,WPP
2019-12-31,GBP,31328800000,15442000000,2969000000,2969000000,349500000,None,15886800000,2610500000,0,1468800000,1468800000,10170700000,None,22196942823.78,863600000,11609400000,None,22885300000,15620600000,None,None,None,763500000,7264700000,2249700000,4047300000,461300000,None,6758300000,4245100000,0,8072100000,-1178700000,9048900000,132800000,251476017,WPP
2019-09-30,GBP,35091800000,23778700000,16566288468.54,16566288468.54,0,None,0,2610500000,0,11557216919.60,11557216919.60,80027904496.50,None,10317932017.15,6795215503.68,486700000,None,180072423999.74,23958600000,None,None,None,0,0,0,31846081181.12,1775128088.97,None,0,4746300000,0,63515121661.89,0,8689900000,132800000,234880000,WPP
2019-06-30,GBP,35091800000,15591500000,2173200000,2173200000,419500000,None,19500300000,2809600000,0,1786200000,1786200000,13252100000,None,13671989683.47,358500000,13059800000,None,25055600000,16382800000,None,None,None,1523200000,8672800000,2345700000,5309400000,1134800000,None,8789900000,4420000000,0,9631700000,-1207400000,9652400000,133300000,234880000,WPP
2019-03-31,GBP,33867700000,15943400000,2643200000,2643200000,366500000,None,17924300000,2809600000,0,1842000000,1842000000,13202800000,None,19576808116.77,632400000,12301300000,None,24061100000,16609400000,None,None,None,1025100000,7451700000,0,79084763764.03,11899803701.17,None,6659900000,4514100000,0,9382200000,0,9541400000,133300000,234880000,WPP
2018-12-31,GBP,33867700000,15943400000,2643200000,2643200000,366500000,None,17924300000,1381730033.17,0,1842000000,1842000000,13202800000,None,6311915438.12,632400000,12301300000,None,24061100000,16609400000,None,None,None,1025100000,7451700000,0,7189078846.64,2514846526.82,None,8214178846.64,4514100000,0,9382200000,-1602066853.79,9541400000,133300000,234880000,WPP
2018-09-30,GBP,44173340290,20794835007.17,2622668579.63,2622668579.63,0,None,0,1412547280.55,0,2402504238.95,2402504238.95,17220294769.79,None,1908830050.87,824833702.88,1695578.45,None,31382679013.96,21663492891.61,None,None,None,0,0,0,7349419590.45,760532150.78,None,None,6599713055.95,0,12237120125.21,0,12444763271.16,173862006,234880000,WPP
