fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,CNY,10023102000,6966985000,1066670000,1066670000,1388312000,None,3056117000,None,None,387584000,387584000,369333000,None,366182000,1262966000,1382190000,None,4280919000,3571247000,None,None,None,1884926000,709672000,899140000,None,1617038000,None,2516178000,1037626000,43835000,3911329000,None,-691914000,103000,181899567,BZUN
2024-06-30,CNY,9943736000,6881636000,1454517000,1454517000,1130958000,None,3062100000,None,None,388281000,388281000,369333000,None,364524000,1156066000,1242094000,None,4075435000,3351456000,None,None,None,1439828000,723979000,924325000,None,1581210000,None,2505535000,1043352000,40030000,4034121000,None,-603844000,103000,181899567,BZUN
2024-03-31,CNY,9828863000,6784694000,1946648000,1946648000,1084466000,None,3044169000,None,None,335484000,335484000,312464000,None,347107000,647239000,1306427000,None,4004887000,3233014000,None,None,None,1774284000,771873000,1009845000,None,1472926000,None,2482771000,618105000,40115000,4068100000,None,-573226000,103000,181634751,BZUN
2023-12-31,CNY,10474476000,7290784000,2149531000,2149531000,1045116000,None,3183692000,None,None,344884000,344884000,312464000,None,359129000,720522000,39229000,None,4622740000,3757960000,None,None,None,None,864780000,1132079000,None,1622350000,None,None,85692000,40718000,4097204000,None,-506587000,None,181202618,BZUN
2023-09-30,CNY,10474476000,7290784000,2149531000,2149531000,1045116000,None,3183692000,1941565000,None,344884000,344884000,312464000,None,299383000,720522000,1104225000,None,4622740000,3757960000,None,None,None,1448704000,864780000,1150923000,None,1296310000,None,2754429000,1192939000,57644000,4097204000,None,-506587000,101000,180642327,BZUN
2023-06-30,CNY,9999674000,6802364000,2157961000,2157961000,1130888000,None,3197310000,1968445000,None,346512000,346512000,346914000,None,303505000,718655000,1058403000,None,4153471000,3217763000,None,None,None,1595851000,935708000,1185837000,None,1372009000,None,2447233000,744905000,105052000,4142451000,None,-458173000,101000,59585077,BZUN
2023-03-31,CNY,10280765000,7042175000,1689337000,1689337000,1018088000,None,3238590000,1908264000,None,349558000,349558000,346914000,None,323215000,1463784000,610596000,None,4622410000,3610079000,None,None,None,1678934000,1012331000,1159201000,None,1264286000,None,2557846000,358670000,85675000,4052245000,None,-331740000,101000,58780504,BZUN
2022-12-31,CNY,9946028000,6810015000,1545800000,1545800000,1134764000,None,3136013000,None,None,339958000,339958000,336326000,None,269693000,1305350000,626733000,None,4337410000,3370097000,None,None,None,1568325000,967313000,909400000,None,1503908000,None,2423487000,1357366000,62450000,4009334000,None,-311712000,101000,58928906,BZUN
2022-09-30,CNY,9381793000,6634877000,2292079000,2292079000,864880000,None,2746916000,1596626000,None,357269000,357269000,350297000,None,257552000,600000000,515338000,None,3443666000,2609486000,None,None,None,1534631000,834180000,977232000,None,1279793000,None,2257025000,821677000,81728000,4383697000,None,56104000,124000,58721339,BZUN
2022-06-30,CNY,10078147000,7070203000,3114597000,3114597000,899644000,None,3007944000,1722641000,None,415697000,415697000,397904000,None,282281000,None,559692000,None,4043197000,3090292000,None,None,None,1699970000,952905000,1078534000,None,1413458000,None,2491992000,990275000,113760000,4461563000,None,224962000,124000,61582216,BZUN
