fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,ARS,2501806000000,271335000000,36659000000,36659000000,1535000000,None,2230471000000,None,None,62118000000,62118000000,2161000000,None,184955000000,149404000000,1000000,None,1265266000000,380247000000,None,None,None,227954000000,885019000000,4191000000,224270000000,227017000000,None,455478000000,13911000000,None,1156469000000,None,-2004000000,404182000000,732995740,IRS
2024-09-30,ARS,2286495000000,257290000000,30243000000,30243000000,1770000000,None,2029205000000,None,None,65894000000,65894000000,2000000000,None,160261000000,149379000000,77000000,None,1120978000000,313785000000,None,None,None,210798000000,807193000000,4087000000,170404000000,209991000000,None,384482000000,10912000000,None,1089615000000,None,-90172000000,373871000000,732995740,IRS
2024-06-30,ARS,2241765000000,227724000000,28297000000,28297000000,1491000000,None,2014041000000,None,None,62807000000,62807000000,1784000000,None,139565000000,120663000000,None,None,1089328000000,274913000000,None,None,None,None,814415000000,10949000000,185349000000,181405000000,None,None,4000000,None,1078645000000,None,13800000000,None,743917104,IRS
2024-03-31,ARS,2241765000000,28297000000,28297000000,28297000000,1491000000,None,2213468000000,None,None,62807000000,62807000000,1784000000,None,132267000000,120663000000,-111470000000,None,1089328000000,273021000000,None,None,None,181405000000,1089328000000,10222000000,178169000000,141839000000,None,366754000000,-260788000000,None,1078645000000,None,320167000000,7181000000,732995740,IRS
2023-12-31,ARS,1819294000000,213194000000,20981000000,20981000000,1350000000,None,1606100000000,None,None,52984000000,52984000000,1503000000,None,88179000000,119547000000,-192129000000,None,887137000000,256486000000,None,None,None,143460000000,630651000000,9556000000,202927000000,113427000000,None,330230000000,-248603000000,None,872520000000,None,-78628000000,7265000000,744998370,IRS
2023-09-30,ARS,711612000000,70226000000,8735000000,8735000000,475000000,None,641386000000,17698000000,None,7469000000,7469000000,476000000,None,45574000000,34412000000,-111868000000,None,324337000000,71272000000,None,None,None,40991000000,253065000000,4439000000,87081000000,53260000000,None,131666000000,6000000,None,364945000000,None,68637000000,83234000000,812300323,IRS
2023-06-30,ARS,711612000000,35814000000,8735000000,8735000000,475000000,None,641386000000,13083000000,None,7469000000,7469000000,476000000,None,38995000000,34412000000,None,None,349559000000,71272000000,None,None,None,1720000000,253065000000,3017000000,67324000000,40617000000,None,None,1903000000,None,362053000000,None,168690000000,799000000,664417090,IRS
2023-03-31,ARS,711612000000,70226000000,8735000000,8735000000,475000000,None,641386000000,10606000000,None,7469000000,7469000000,476000000,None,30602000000,34412000000,-74188000000,None,324337000000,71272000000,None,None,None,40991000000,253065000000,2447000000,55242000000,27855000000,None,110958000000,6000000,None,364945000000,None,68637000000,83234000000,812300323,IRS
2022-12-31,ARS,489232000000,46403000000,5677000000,5677000000,286000000,None,442829000000,401986000000,None,4737000000,4737000000,317000000,None,25527000000,23242000000,7000000,None,239137000000,56329000000,None,None,None,42370000000,182808000000,1754000000,42895000000,42138000000,None,86787000000,2011000000,None,234326000000,None,19541000000,50209000000,89206376,IRS
2022-09-30,ARS,372792000000,42419000000,12776000000,12776000000,318000000,None,330373000000,11193000000,None,3158000000,3158000000,221000000,None,21541000000,18440000000,-40039000000,None,203065000000,86429000000,None,None,None,61762000000,116636000000,1453000000,37086000000,33086000000,None,100093000000,16143000000,None,158853000000,None,34654000000,35096000000,80898092,IRS
