fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,EUR,12005000000,8379000000,4781000000,4781000000,None,None,3626000000,None,None,48000000,48000000,1201000000,None,1635000000,2667000000,132000000,None,6480000000,4450000000,None,None,None,None,2030000000,462000000,1539000000,None,None,2001000000,2466000000,None,5525000000,None,-3044000000,None,207399501,SPOT
2024-09-30,EUR,10553000000,7003000000,4688000000,4688000000,None,None,3550000000,None,None,58000000,58000000,1128000000,None,1604000000,1392000000,147000000,None,5920000000,4106000000,None,None,None,None,1814000000,446000000,1340000000,None,None,1786000000,2345000000,None,4633000000,None,-3411000000,None,207399501,SPOT
2024-06-30,EUR,10146000000,6344000000,4054000000,4054000000,-243000000,None,3804236220,None,None,57000000,57000000,1167000000,None,1931000000,1344790499,849000000,None,5887000000,4059000000,None,None,None,17009999,1829075173,472000000,1323000000,None,None,1795000000,3291990002,None,4259000000,None,-3711000000,None,206119851,SPOT
2024-03-31,EUR,9075000000,5644000000,3451000000,3451000000,None,None,3431000000,None,None,76000000,76000000,1159000000,None,1534000000,1220000000,175000000,None,5766000000,3966000000,None,None,None,2262000000,1800000000,493000000,1270000000,None,None,1763000000,22000000,None,3309000000,None,-3985000000,None,203773043,SPOT
2023-12-31,EUR,9075000000,5644000000,3451000000,3451000000,9000000,None,3431000000,None,None,76000000,76000000,1159000000,None,1215000000,1220000000,751000000,None,5766000000,3966000000,None,None,None,2262000000,1800000000,493000000,1203000000,None,None,1763000000,3237000000,None,3309000000,None,-3985000000,None,203773043,SPOT
2023-09-30,EUR,7592000000,4695000000,2618000000,2618000000,12000000,None,2897000000,618000000,None,98000000,98000000,1180000000,None,903000000,1097000000,213000000,None,5453000000,3701000000,None,None,None,2411000000,1752000000,520000000,1209000000,None,None,4140000000,36000000,None,2139000000,None,-4112000000,0,198012369,SPOT
2023-06-30,EUR,7312000000,4723919685,2782627673,2782627673,134570493,None,3136185070,624000000,None,94936708,94936708,1252728066,None,1015000000,917721518,249000000,None,5737669139,3869489305,None,None,None,536000000,1273461370,522000000,1167000000,None,None,2225000000,3189655172,None,-4558053251,None,-4558053251,0,194420128,SPOT
2023-03-31,EUR,7529000000,4293000000,2443000000,2443000000,None,None,3236000000,744000000,None,115000000,115000000,1155000000,None,1134000000,995000000,295000000,None,5187000000,3459000000,None,None,None,0,1728000000,546000000,1156000000,None,None,1702000000,2085000000,None,2342000000,None,-3875000000,0,193562462,SPOT
2022-12-31,EUR,7636000000,4352000000,2483000000,2483000000,120000000,None,3284000000,765000000,None,127000000,127000000,1168000000,None,1138000000,867000000,187000000,None,5235000000,3516000000,None,None,None,0,1719000000,555000000,1128000000,None,None,1683000000,2408000000,None,2401000000,None,-3647000000,0,193293269,SPOT
2022-09-30,EUR,7632000000,4659000000,2851000000,2851000000,155000000,None,2973000000,835000000,None,153000000,153000000,1261000000,None,630000000,815000000,188000000,None,5399000000,3558000000,None,None,None,0,1841000000,608000000,1197000000,None,None,1805000000,2341000000,None,2233000000,None,-3379000000,122260,195988834,SPOT
2022-06-30,EUR,7388000000,4522000000,2786000000,2786000000,154000000,None,2866000000,818000000,None,126000000,126000000,1111000000,None,720000000,782000000,183000000,None,5087000000,3334000000,None,None,None,0,1753000000,592000000,1127000000,None,None,1719000000,2267000000,None,2301000000,None,-3214000000,122260,195859532,SPOT
2022-03-31,EUR,7039000000,4368000000,2721000000,2721000000,103000000,None,2671000000,812000000,None,109000000,109000000,978000000,None,682000000,816000000,167000000,None,4892000000,3123000000,None,None,None,0,1769000000,587000000,1146000000,None,None,1733000000,2205000000,None,2147000000,None,-3089000000,122260,197077256,SPOT
2021-12-31,EUR,7170000000,4372000000,2744000000,2744000000,None,None,2798000000,809000000,None,89000000,89000000,894000000,None,916000000,756000000,246000000,None,5051000000,3226000000,None,None,None,1886000000,1825000000,579000000,1202000000,None,None,3667000000,89000000,None,2119000000,None,-3220000000,122260,192144654,SPOT
2021-09-30,EUR,6989000000,4037000000,2512000000,2512000000,76000000,None,2952000000,812000000,None,91000000,91000000,869000000,None,1090000000,725000000,148000000,None,4872000000,3075000000,None,None,None,2000000000,1797000000,582000000,1175000000,None,None,3757000000,107000000,None,2117000000,None,-3285000000,121010,194551862,SPOT
2021-06-30,EUR,7481000000,3751000000,2440000000,2440000000,80000000,None,3730000000,792000000,None,95000000,95000000,851000000,None,1897000000,612000000,121000000,None,4782000000,2969000000,None,None,None,1943000000,1813000000,576000000,1199000000,None,None,1775000000,102000000,None,2699000000,None,-3287000000,None,194084446,SPOT
2021-03-31,EUR,8037000000,3717000000,2442000000,2442000000,79000000,None,4320000000,789000000,None,98000000,98000000,815000000,None,2522000000,644000000,107000000,None,4793000000,2936000000,None,None,None,1943000000,1857000000,587000000,1229000000,None,None,1816000000,129000000,None,3244000000,None,-3267000000,None,191815695,SPOT
2020-12-31,EUR,6326000000,2366000000,1151000000,1151000000,None,None,3960000000,757000000,None,97000000,97000000,736000000,None,2277000000,596000000,151000000,None,3521000000,2900000000,None,None,None,1777000000,621000000,577000000,None,None,None,577000000,105000000,None,2805000000,None,-3290000000,None,189852424,SPOT
2020-09-30,EUR,5764000000,2439000000,1182000000,1182000000,None,None,3325000000,758000000,None,82000000,82000000,595000000,None,1811000000,719000000,142000000,None,3298000000,2664000000,None,None,None,1794000000,634000000,592000000,None,None,None,592000000,83000000,None,2466000000,None,-3165000000,None,189054064,SPOT
