fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,5406331000,131706000,131706000,131706000,None,None,1317097000,1113711000,None,199193000,199193000,None,4773231000,116732000,None,110774000,None,4397001000,81527000,None,None,None,None,14937000,14937000,4300537000,None,None,4300537000,4774000,None,562019000,None,-86473000,661000,66144308,ILPT
2024-09-30,USD,5454808000,153863000,153863000,153863000,None,None,1326804000,1113711000,None,208785000,208785000,None,4801786000,117622000,111068000,111068000,None,4412049000,2726386000,None,None,None,2635000000,15795000,15795000,4304868000,2635000000,None,4304868000,5820000,None,585888000,None,-62372000,661000,66144422,ILPT
2024-03-31,USD,5527569000,128394000,128394000,128394000,1,None,1349878000,1113723000,None,231621000,231621000,None,4857897000,116093000,44700000,108083000,None,4405069000,79462000,None,None,None,1248648000,17608000,17608000,4307999000,None,None,4307999000,-18269000,None,643225000,None,-380713000,658000,65831530,ILPT
2023-12-31,USD,5563675000,112341000,112341000,112341000,498275000,None,1361890000,1113723000,None,243521000,243521000,None,4887458000,115360000,30576000,133382000,None,4401896000,77421000,None,None,None,20989000,18534000,18534000,4305941000,None,None,4305941000,2627395000,None,669954000,None,9196000,658000,65843387,ILPT
2023-09-30,USD,5634315000,83283000,83283000,83283000,-51321999,None,1370004000,1110279000,None,254968000,254968000,None,4890231000,124411000,51322000,-336168000,None,4416177000,93080000,None,None,None,None,19466000,19466000,4303631000,None,None,4303631000,7052000,None,713515000,None,40436000,658000,65845073,ILPT
2023-06-30,USD,5662080000,71695000,71695000,71695000,496940000,None,1385354000,1112598000,None,267889000,267889000,None,4941842000,129082000,None,-321006000,None,4400791000,79095000,None,None,None,None,20420000,20420000,4301276000,None,None,4301276000,5179000,20451000,744297000,None,66548000,657000,65697959,ILPT
2023-03-31,USD,5634976000,61250000,61250000,61250000,340082000,None,1404484000,1116561000,None,282947000,282947000,None,5000898000,127329000,None,-256173000,None,4348801000,81711000,None,None,None,None,21439000,21439000,4245651000,None,None,4245651000,5774000,21439000,758625000,None,92376000,656000,65565969,ILPT
2022-12-31,USD,5676166000,48261000,48261000,48261000,-73132999,None,1420308000,1117779000,None,297445000,297445000,None,5026999000,124358000,124358000,-247791000,None,4345395000,78371000,None,None,None,22428000,22523000,22523000,4244501000,None,None,4244501000,4824000,22523000,790724000,None,117185000,656000,65568145,ILPT
2022-09-30,USD,5719635000,26381000,26381000,26381000,-67998000,None,1436204000,1117801000,None,313444000,313444000,None,5074926000,145693000,67998000,100288000,None,4358125000,91221000,None,None,None,None,23633000,23633000,4244501000,None,None,4243271000,4494000,23633000,812421000,None,148228000,656000,65568704,ILPT
2022-06-30,USD,5955838000,291866000,291866000,291866000,143716000,None,1446369000,1113997000,None,327319000,327319000,None,5058888000,143716000,143716000,1362000,None,4520904000,1465560000,None,None,None,1379983000,24759000,24759000,4410568000,1379983000,None,4410568000,7402000,24759000,853588000,None,193855000,654000,65427459,ILPT
2022-03-31,USD,6103793000,275075000,275075000,275075000,None,None,1313698000,1026237000,None,282314000,282314000,None,4511756000,143428000,143428000,878318000,None,4499824000,1442062000,None,None,None,1356606000,25943000,25943000,4388425000,1356606000,None,4388425000,16593000,36459000,1014250000,None,337394000,654000,65403859,ILPT
2021-12-31,USD,1908558000,29397000,29397000,29397000,None,None,762478000,699037000,None,63441000,63441000,None,1724364000,143021000,143021000,None,None,870516000,208860000,None,8394000,None,182000000,12435000,12435000,828124000,182000000,None,828124000,2185000,20829000,1038042000,None,343908000,654000,65404592,ILPT
2021-09-30,USD,2048095000,44093000,44093000,44093000,63260000,None,798040000,718565000,None,79475000,79475000,None,1834440000,63260000,63260000,-63260000,None,1052066000,386109000,None,11823000,None,354000000,13037000,13037000,999987000,354000000,None,999987000,3344000,6933000,996029000,None,280701000,654000,65404879,ILPT
2021-06-30,USD,1934687000,30512000,30512000,30512000,None,None,789798000,712909000,None,76889000,76889000,None,1747443000,62923000,None,None,None,935611000,269485000,None,8948000,None,244000000,13514000,13514000,889851000,244000000,None,889851000,2064000,6761000,999076000,None,262394000,653000,65314355,ILPT
2021-03-31,USD,1909019000,26147000,26147000,26147000,None,None,787493000,709099000,None,78394000,78394000,None,1722790000,62511000,None,None,None,907803000,241466000,None,7522000,None,217000000,14053000,14053000,862715000,217000000,None,862715000,2224000,21575000,1001216000,None,243563000,653000,65301088,ILPT
2020-12-31,USD,1915745000,22834000,22834000,22834000,None,None,792743000,709099000,None,83644000,83644000,None,1728254000,60590000,None,None,None,912555000,245806000,None,7811000,None,221000000,14630000,14630000,866579000,221000000,None,866579000,2279000,22441000,1003190000,None,224226000,653000,65301088,ILPT
2020-09-30,USD,2498994000,39105000,39105000,39105000,None,None,880668000,757522000,None,123146000,123146000,None,2229794000,None,None,22942000,None,1421571000,350574000,None,8098000,None,320000000,15778000,15778000,1368521000,320000000,None,1368521000,3314000,24103000,983744000,None,183911000,653000,65301088,ILPT
2020-06-30,USD,2505600000,33256000,33256000,33256000,None,None,889162000,759009000,None,130153000,130153000,None,2250026000,None,None,13703000,None,1418989000,347813000,None,7495000,None,320000000,16353000,16353000,1368226000,320000000,None,1368226000,2316000,6597000,988257000,None,169822000,652000,65209564,ILPT
2020-03-31,USD,2512320000,19870000,19870000,19870000,None,None,896235000,759009000,None,137226000,137226000,None,2260435000,None,None,11302000,None,1417498000,297051000,None,None,None,265000000,16931000,16931000,1361824000,265000000,None,1361824000,2697000,6692000,994306000,None,155001000,652000,65185677,ILPT
2019-12-31,USD,2454901000,28415000,28415000,28415000,None,None,886390000,747794000,None,138596000,138596000,None,2204496000,298000,None,6135000,None,1459211000,338415000,None,9442000,None,310000000,17508000,17508000,1406608000,310000000,None,1406608000,2498000,6680000,995690000,None,142155000,652000,65180628,ILPT
2019-09-30,USD,2467657000,23336000,23336000,23336000,None,None,893369000,747814000,None,145555000,145555000,None,2208051000,9340000,None,None,None,1462209000,687664000,None,None,None,650000000,18087000,18087000,1396317000,650000000,None,1396317000,2650000,6818000,1005448000,None,130481000,652000,65181913,ILPT
2019-06-30,USD,2428592000,15350000,15350000,15350000,None,None,895241000,745422000,None,149819000,149819000,None,2182792000,9303000,None,None,None,1412840000,638176000,None,None,None,608000000,18665000,18665000,1353793000,None,None,1353793000,3139000,6514000,1015752000,None,119559000,651000,65074791,ILPT
2019-03-31,USD,1818149000,16126000,16126000,16126000,None,None,786948000,690059000,None,96889000,96889000,None,1588635000,9102000,None,None,None,794425000,76635000,None,None,None,50000000,17806000,17806000,739731000,None,None,739731000,1799000,6192000,1023724000,None,106443000,651000,65074791,ILPT
2018-12-31,USD,1534611000,9608000,9608000,9608000,None,None,746304000,670501000,None,75803000,75803000,None,1369105000,8632000,None,None,None,506338000,432697000,None,6004000,None,413000000,18316000,None,462195000,None,None,462195000,1653000,30356000,1028273000,None,89657000,651000,65074791,ILPT
