fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,6754300000,435200000,32800000,32800000,154600000,175300000,6348500000,5181500000,None,155300000,400000,154900000,352400000,340100000,None,99700000,270500000,3363800000,404200000,113600000,7800000,94700000,94700000,3293600000,1300000,1799400000,94700000,1704700000,1799400000,117900000,312800000,2848000000,None,1042900000,1823200000,57900000,ALE
2024-09-30,USD,6737200000,483400000,101900000,101900000,166600000,136800000,6285700000,5112800000,None,155300000,400000,154900000,350500000,337900000,6600000,78100000,261700000,3344600000,334400000,110800000,9200000,42200000,45600000,3052600000,1400000,1785500000,41800000,1743700000,1785500000,102500000,314400000,2831200000,None,1033100000,1819100000,57800000,ALE
2024-06-30,USD,6661300000,432200000,37500000,37500000,184300000,133000000,6262300000,5079500000,None,155400000,500000,154900000,348500000,336000000,None,77400000,263500000,3265700000,297600000,94100000,5900000,42500000,45900000,3045000000,1400000,1788100000,42100000,1746000000,1788100000,92500000,310500000,2821700000,None,1028800000,1813800000,57800000,ALE
2024-03-31,USD,6604600000,433200000,32000000,32000000,182700000,142200000,6205000000,5009100000,None,155400000,500000,154900000,345500000,333100000,None,76300000,264800000,3195600000,260800000,84200000,5700000,17600000,20700000,2988300000,1500000,1789600000,17200000,1772400000,1789600000,80200000,268000000,2823000000,None,1036500000,1807400000,57700000,ALE
2023-12-31,USD,6656400000,468100000,71900000,71900000,175400000,161000000,6222000000,5013400000,None,155400000,500000,154900000,343300000,331200000,None,83600000,262900000,3249300000,377600000,102200000,7400000,111400000,114800000,3154000000,1600000,1791300000,111400000,1679900000,1791300000,91900000,264300000,2809600000,None,1026400000,1803700000,57600000,ALE
2023-09-30,USD,6644800000,503200000,125500000,125500000,180300000,119600000,6185200000,4996800000,None,155500000,600000,154900000,350700000,329700000,None,77800000,216300000,3248100000,413500000,112300000,6000000,111000000,114400000,2904800000,1700000,1805500000,111000000,1686100000,1797100000,110500000,263800000,2786600000,None,1013900000,1797200000,57500000,ALE
2023-06-30,USD,6567900000,446200000,47900000,47900000,194300000,123200000,6163600000,4973900000,None,155500000,600000,154900000,348100000,327500000,None,80800000,210300000,3199400000,380300000,89300000,9600000,106700000,109700000,2909600000,11100000,1801300000,106700000,1685900000,1792600000,112600000,268000000,2734100000,None,966900000,1791600000,57400000,ALE
2023-03-31,USD,6704500000,569700000,29900000,29900000,346900000,120300000,6177200000,4979300000,None,155500000,600000,154900000,344600000,323900000,None,72600000,207000000,3346800000,464400000,84900000,10300000,176400000,179400000,2971100000,11800000,1939900000,176400000,1755500000,1931900000,106800000,270400000,2715500000,None,954200000,1785600000,57300000,ALE
2022-12-31,USD,6845600000,718000000,36400000,36400000,455900000,167100000,6163600000,5004000000,None,155600000,700000,154900000,342500000,322700000,None,87800000,204300000,3497300000,716200000,103000000,150700000,272600000,275800000,3053200000,0,1920800000,272600000,1648200000,1920800000,251000000,269000000,2691900000,None,934800000,1781500000,57200000,ALE
2022-09-30,USD,6858000000,722200000,42100000,42100000,472200000,120500000,6182100000,5011000000,None,155800000,155800000,None,338600000,320300000,None,87400000,201600000,3504100000,706000000,124300000,111700000,308600000,312300000,2861300000,13700000,1970200000,308600000,1653000000,1961600000,188500000,268800000,2682600000,None,929200000,1777200000,57200000,ALE
2022-06-30,USD,6839000000,660000000,74600000,74600000,355800000,116200000,6230800000,5027100000,None,151100000,151100000,151100000,340800000,322000000,None,113400000,207900000,3480100000,709000000,134800000,28500000,390500000,394800000,2829700000,15000000,1994400000,390500000,1595600000,1986100000,110700000,286500000,2680400000,None,932600000,1771700000,57100000,ALE
2022-03-31,USD,6556000000,480500000,60100000,60100000,196600000,118400000,6130000000,5078300000,None,None,None,None,340800000,320600000,None,105400000,212400000,3412500000,556600000,75900000,28900000,278100000,282500000,2902800000,15300000,1956100000,278100000,1669400000,1947500000,108800000,287600000,2449300000,None,932000000,1541300000,53300000,ALE
2021-12-31,USD,6422300000,291300000,45100000,45100000,97700000,148400000,6185700000,5087500000,None,800000,800000,432800000,338400000,318000000,None,24800000,212900000,3484800000,543400000,111000000,27200000,214200000,219000000,3217100000,16400000,1977400000,214200000,1763200000,1977400000,133000000,280800000,2404300000,None,891400000,1536700000,53200000,ALE
2021-09-30,USD,6332200000,278700000,59000000,59000000,89600000,110200000,6106200000,5053100000,None,None,None,None,336900000,317800000,317000000,19900000,179700000,3477700000,646000000,101900000,27500000,377400000,382400000,2880100000,17700000,2036100000,377400000,1649400000,2026800000,84000000,278100000,2340000000,None,873400000,1496500000,52600000,ALE
2021-06-30,USD,6293300000,279300000,62500000,62500000,88100000,105200000,6069100000,5021600000,None,None,None,None,338100000,317800000,None,23500000,182700000,3451400000,595500000,100000000,None,362600000,368200000,2898400000,19000000,2036100000,362600000,1664600000,2027200000,60400000,277000000,2322600000,None,878800000,1474100000,52300000,ALE
2021-03-31,USD,6274500000,378400000,159000000,159000000,74000000,113500000,5961200000,4930600000,None,None,None,None,322200000,301500000,301000000,31900000,191300000,3428100000,574900000,107000000,None,298500000,304200000,2894300000,20200000,1960100000,298500000,1652400000,1950900000,78900000,280200000,2320700000,None,883800000,1467600000,52200000,ALE
