fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,3966100000,1651400000,479700000,896700000,402300000,6400000,2314700000,1376300000,712900000,1595800000,534900000,1060900000,417000000,None,417000000,125500000,11600000,3093800000,346900000,184700000,700000,9800000,21000000,2760100000,37300000,2561200000,9800000,2561200000,2608300000,54900000,114200000,872300000,None,-1030400000,100000,69100000,LITE
2024-09-30,USD,3969600000,1636200000,489200000,916100000,403300000,5800000,2333400000,1331500000,693100000,1634800000,573900000,1060900000,426900000,None,426900000,118300000,12000000,3073700000,305100000,163100000,600000,10800000,22700000,2784200000,41700000,2569200000,10800000,2569200000,2621700000,37600000,116200000,895900000,None,-969500000,100000,68600000,LITE
2024-06-30,USD,3931900000,1590100000,436700000,887000000,398400000,5800000,3009500000,572500000,667700000,1673300000,617500000,1055800000,450300000,None,450300000,110000000,12500000,2974600000,269300000,126300000,600000,None,26800000,2720300000,56400000,2503200000,0,2503200000,2503200000,41100000,103400000,957300000,None,-887100000,100000,67900000,LITE
2024-03-31,USD,4204500000,1650000000,425000000,870900000,420700000,5000000,2554500000,578700000,640900000,1744400000,688500000,1055900000,445900000,None,445900000,128600000,15500000,3027800000,317600000,133400000,800000,None,27600000,2727300000,61100000,2502400000,0,2502400000,2502400000,68300000,98800000,1176700000,None,-634600000,100000,67600000,LITE
2023-12-31,USD,4656000000,2062100000,469300000,1224000000,471700000,7200000,2593900000,582300000,617800000,1785200000,730600000,1054600000,754700000,None,754700000,118100000,14900000,3378200000,658400000,163000000,900000,319700000,348700000,2738800000,67400000,2821400000,319700000,2501700000,2821400000,45000000,97600000,1277800000,None,-507600000,100000,67400000,LITE
2023-09-30,USD,4545000000,2691700000,861500000,1944200000,428000000,8000000,1853300000,511600000,592700000,1130300000,435200000,695100000,1082700000,None,1082700000,99400000,14600000,3234200000,593700000,134600000,1600000,315700000,327500000,2658100000,53000000,2816600000,315700000,2500900000,2816600000,31300000,85700000,1310800000,None,-408500000,100000,67000000,LITE
2023-06-30,USD,4632100000,2777900000,859000000,2013600000,408600000,6700000,2426800000,489500000,572600000,1154300000,459200000,695100000,1154600000,None,1154600000,109600000,16800000,3276300000,633800000,169400000,2100000,311600000,326000000,2660300000,62100000,2811600000,311600000,2500000000,2811600000,47800000,91400000,1355800000,None,-340600000,100000,66400000,LITE
2023-03-31,USD,4354000000,2463600000,549200000,1667200000,410200000,None,1890400000,482900000,548900000,1194600000,498400000,696200000,None,None,1118000000,108200000,15200000,2816000000,768900000,198700000,None,None,426200000,2047100000,67500000,2405000000,426200000,1900800000,2831200000,29000000,75700000,1538000000,None,-140600000,100000,68700000,LITE
2022-12-31,USD,4418100000,2492600000,592100000,1680400000,366900000,5300000,1925500000,487700000,522800000,1238100000,539900000,698200000,1088300000,None,1088300000,114800000,14700000,2874500000,814300000,205600000,1300000,420700000,420700000,2077300000,71000000,2405400000,420700000,1900300000,2826100000,51200000,77100000,1543600000,None,-101300000,100000,68400000,LITE
2022-09-30,USD,4387400000,2438400000,605300000,1624900000,366200000,None,1949000000,478000000,488600000,1269700000,576000000,693700000,None,None,1019600000,106800000,11400000,2861000000,802800000,205700000,None,None,420200000,2058200000,71600000,2410200000,420200000,1899500000,2830400000,48300000,75900000,1526400000,None,-69600000,100000,68200000,LITE
2022-06-30,USD,4162200000,3139200000,1290200000,2549000000,250100000,3900000,1023000000,360500000,466200000,524600000,155700000,368900000,1258800000,None,1258800000,78100000,37300000,2287200000,716500000,156700000,0,409900000,409900000,1583000000,60000000,2410900000,409900000,1466100000,2820800000,39400000,42900000,1875000000,None,-129100000,100000,68000000,LITE
2022-03-31,USD,4133500000,3100600000,1130300000,2564100000,224000000,None,1032900000,356400000,None,545800000,176900000,368900000,None,None,1433800000,70300000,36700000,2221400000,660700000,126800000,None,None,418100000,1560700000,64800000,2416600000,406100000,None,1918500000,31600000,42800000,1912100000,None,-60500000,100000,69100000,LITE
2021-12-31,USD,3615700000,2540100000,552000000,2022400000,208100000,None,1075600000,359600000,None,567200000,198300000,368900000,None,None,1470400000,70400000,6500000,1593800000,656700000,118200000,None,None,413300000,937100000,68100000,1529000000,401000000,None,1279400000,33900000,42000000,2021900000,None,237500000,100000,72200000,LITE
2021-09-30,USD,3519000000,2423000000,611000000,1884600000,207000000,None,1096000000,353200000,None,588700000,219800000,368900000,None,None,1273600000,68200000,6000000,1547600000,611700000,101600000,None,None,407500000,935900000,69200000,1531600000,395800000,None,1265000000,19300000,42900000,1971400000,None,210700000,100000,72300000,LITE
2021-06-30,USD,3551600000,2436800000,774300000,1946000000,196400000,None,1114800000,361100000,None,610100000,241200000,368900000,None,None,1171700000,81600000,3300000,1578800000,664600000,116900000,None,None,402500000,914200000,59400000,1532300000,390700000,789800000,1239900000,57800000,40900000,1972800000,None,220900000,100000,73000000,LITE
2021-03-31,USD,3745900000,2569800000,687700000,2054600000,210700000,None,1176100000,378000000,None,632100000,263200000,368900000,None,None,1366900000,79700000,5800000,1580900000,674200000,104700000,None,None,397200000,906700000,62400000,1534900000,385300000,None,1226600000,87000000,45700000,2165000000,None,440400000,100000,75800000,LITE
2020-12-31,USD,3468200000,2266200000,321300000,1700300000,207100000,None,1202000000,385800000,None,654100000,285200000,368900000,None,None,1379000000,82100000,5400000,1546300000,647300000,111300000,None,None,391400000,899000000,66200000,1535400000,380300000,769100000,1215600000,65300000,38100000,1921900000,None,214900000,100000,75700000,LITE
2020-09-30,USD,3387400000,2166700000,269500000,1610700000,212600000,None,1220700000,468100000,None,665000000,296100000,368900000,None,None,1341200000,79800000,6000000,1571300000,293400000,146000000,None,None,11200000,1277900000,67200000,1538100000,None,1134700000,1201900000,58400000,38800000,1816100000,None,131700000,100000,75461945,LITE
2020-06-30,USD,3292600000,2050000000,298000000,1553800000,188900000,None,1242600000,380600000,None,685700000,316800000,368900000,None,None,1255800000,73800000,4000000,1543400000,283000000,150800000,None,None,10800000,1260400000,69000000,1538600000,None,1120300000,1188700000,44300000,36000000,1749200000,None,64600000,100000,75100664,LITE
2020-03-31,USD,3268700000,1963000000,688300000,1451400000,172700000,None,1305700000,491800000,None,706900000,338000000,368900000,None,None,763100000,4800000,4300000,1534500000,286700000,144600000,None,None,15400000,1247800000,100000,1541300000,None,1106000000,1180600000,46800000,33700000,1734200000,None,69200000,100000,74874176,LITE
2019-12-31,USD,3221200000,1883000000,1085000000,1315600000,179600000,None,1338200000,505700000,None,726900000,358000000,368900000,None,None,230600000,3400000,4500000,1539600000,304200000,143700000,None,None,18800000,1235400000,200000,1541800000,None,1092000000,1173500000,57900000,33000000,1681600000,None,25800000,100000,74716401,LITE
2019-09-30,USD,2867800000,1423200000,539000000,830900000,202200000,None,1444600000,436700000,365900000,745500000,376600000,368900000,None,None,291900000,2300000,4600000,1306500000,316800000,152200000,None,None,27600000,989700000,400000,845800000,6200000,839600000,932900000,52600000,32100000,1561300000,None,176700000,100000,77184591,LITE
2019-06-30,USD,2716600000,1332800000,432600000,768500000,228800000,None,1383800000,433300000,339400000,764300000,395400000,368900000,None,None,335900000,97500000,16600000,1219500000,294000000,160800000,None,None,5000000,925500000,400000,840900000,5000000,835900000,840900000,39200000,33700000,1497100000,None,129100000,100000,76653478,LITE
2019-03-31,USD,2771400000,1418100000,358300000,698500000,272200000,None,1353300000,390600000,323100000,772100000,412300000,359800000,None,None,340200000,43100000,18400000,1267500000,358000000,204100000,None,None,5800000,909500000,900000,837300000,5000000,832300000,838200000,46700000,21400000,1503900000,None,154900000,100000,76349298,LITE
2018-12-31,USD,2796600000,1356900000,371300000,684100000,303200000,None,1439700000,444700000,364900000,789700000,445000000,344700000,None,None,312800000,103100000,21000000,1236900000,325500000,199200000,None,None,5000000,911400000,None,833700000,5000000,828700000,833700000,33600000,26600000,1559700000,None,229200000,100000,76102664,LITE
2018-09-30,USD,1645000000,1181100000,459400000,734300000,136600000,None,463900000,318600000,343700000,17600000,6300000,11300000,None,None,274900000,34600000,5700000,625700000,213900000,127600000,None,None,5400000,411800000,None,456200000,None,338500000,343900000,21000000,18800000,983500000,None,213000000,100000,63346678,LITE
2018-06-30,USD,1581500000,1127200000,397300000,711500000,153600000,None,454300000,306900000,329300000,18300000,7000000,11300000,None,None,314200000,65000000,3500000,619600000,214000000,126500000,None,None,7300000,405600000,None,456700000,341900000,334200000,341500000,22100000,18700000,926100000,None,166400000,100000,62790087,LITE
2018-03-31,USD,1518200000,1064700000,176800000,692800000,144200000,None,453500000,301800000,436800000,19900000,8100000,11800000,None,None,516000000,23900000,3600000,605800000,191500000,100900000,2500000,None,9200000,414300000,None,456100000,339900000,329900000,339900000,21000000,24200000,876600000,None,133200000,100000,62588096,LITE
2017-12-31,USD,1507400000,1053800000,202100000,624500000,147300000,None,453600000,301300000,419100000,20400000,8800000,11600000,None,None,422400000,38400000,3500000,607300000,217700000,113000000,6600000,None,9100000,389600000,None,456700000,337900000,325700000,337900000,29400000,24400000,864300000,None,130700000,100000,62334714,LITE
2017-09-30,USD,1248400000,922500000,150800000,532500000,147200000,None,325900000,293700000,403900000,21000000,9500000,11500000,None,None,381700000,41000000,3600000,571500000,177200000,111600000,4900000,None,4900000,394300000,None,456700000,328900000,321600000,328900000,22000000,25300000,641100000,None,-73900000,100000,62006405,LITE
2017-06-30,USD,1232900000,930300000,272900000,555300000,145200000,None,302600000,273500000,297700000,21500000,10100000,11400000,None,None,282400000,63500000,3700000,578300000,184200000,114800000,6900000,None,40600000,394100000,None,317500000,317500000,317500000,358100000,22600000,25000000,618800000,None,-83200000,100000,61476103,LITE
2017-03-31,USD,1244500000,941600000,577900000,577900000,116900000,None,302900000,246600000,370700000,22300000,11500000,10800000,None,None,None,42500000,2900000,740100000,192100000,118400000,4600000,None,67900000,548000000,None,457300000,None,None,381300000,19200000,19900000,468600000,None,-28000000,100000,61105106,LITE
2016-12-31,USD,796700000,527600000,155900000,155900000,121000000,None,269100000,219600000,356800000,16000000,10800000,5200000,None,None,None,37900000,2700000,244500000,202000000,127800000,5700000,None,67500000,42500000,None,None,None,None,None,21300000,14300000,516400000,None,28200000,100000,60580652,LITE
2016-09-30,USD,737500000,489300000,166800000,166800000,103700000,None,248200000,196000000,346300000,18100000,12700000,5400000,None,None,None,11500000,2500000,206000000,163500000,108300000,None,None,None,42500000,None,None,None,None,None,14400000,9500000,495700000,None,16600000,100000,60121177,LITE
2016-06-30,USD,726300000,489500000,157100000,157100000,100600000,None,236800000,183400000,334800000,19900000,14500000,5400000,None,None,0,61300000,1600000,193100000,173700000,118300000,2700000,None,-31900000,19400000,None,None,None,None,None,12100000,9100000,497400000,None,20200000,100000,59580596,LITE
2016-03-31,USD,704900000,483300000,157200000,157200000,107200000,None,221600000,168100000,322700000,21900000,16400000,5500000,None,None,None,17500000,1500000,192400000,169000000,111700000,None,None,None,23400000,None,None,None,None,None,9800000,8700000,476700000,None,6200000,100000,59244599,LITE
2015-12-31,USD,682000000,478700000,161900000,161900000,107300000,None,203300000,151400000,313500000,23600000,18100000,5500000,None,None,None,12200000,600000,175300000,157400000,95200000,None,None,None,17900000,None,None,None,None,None,11800000,8000000,470900000,None,14000000,100000,59081186,LITE
2015-09-30,USD,649700000,453700000,142100000,142100000,102900000,None,196000000,141500000,302100000,25300000,20000000,5300000,None,None,None,10400000,300000,148900000,132600000,83000000,None,None,None,16300000,None,None,None,None,None,10700000,16300000,467000000,-467000000,11400000,100000,58970645,LITE
2015-06-30,USD,512600000,310800000,14500000,14500000,99700000,None,201800000,143200000,273000000,27400000,21800000,5600000,None,None,None,16200000,900000,132000000,122200000,77900000,None,None,-30300000,9800000,None,None,None,None,None,11400000,9800000,380600000,None,0,0,58800000,LITE
