fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,18152422000,767558000,567251000,567251000,None,None,608108000,235410000,302201000,334731000,126000,334605000,18790931000,3027919000,1692534000,None,None,16190095000,29341000,None,None,29341000,29341000,428166000,42608000,185558000,None,None,214899000,None,None,1962327000,None,1875376000,12711000,61008023,TRMK
2024-09-30,USD,18480372000,1021890000,805436000,805436000,None,None,610355000,236151000,None,334758000,153000,334605000,18902580000,3084153000,1725795000,819356000,None,16500276000,31515000,None,None,31515000,31515000,7568379000,39689000,185503000,None,None,217018000,-39689000,None,1980096000,None,1833232000,12753000,61206606,TRMK
2024-06-30,USD,18452487000,1007839000,822141000,822141000,None,None,607917000,232681000,None,334786000,181000,334605000,18920438000,3002146000,1621659000,905927000,None,16573346000,20135000,None,None,20135000,20135000,7744719000,40517000,185448000,None,None,205583000,8511642000,None,1879141000,None,1796111000,12753000,61205969,TRMK
2024-03-31,USD,18376612000,779198000,606261000,606261000,None,None,660303000,232924000,None,387082000,2845000,384237000,19008917000,3117324000,1702299000,613881000,None,16694013000,39722000,None,None,39722000,39722000,13261145999,40185000,185393000,None,None,225115000,-393215000,None,1682599000,None,1736485000,12747000,61178366,TRMK
2023-12-31,USD,18722189000,1160355000,975543000,975543000,None,None,661632000,232229000,286383000,387202000,236000,334605000,18994239000,3189157000,1762878000,1059710000,None,17060342000,29126000,None,None,29126000,29126000,8572123000,45918000,185338000,None,None,214464000,-411285000,None,1661847000,None,1709157000,12725000,61071173,TRMK
2023-09-30,USD,18390839000,919736000,750492000,750492000,None,None,661551000,230718000,None,387330000,3093000,384237000,18892196000,3204461000,1766174000,826477000,None,16820488000,43402000,None,None,43402000,43402000,1021206000,42730000,185283000,None,None,228685000,None,None,1570351000,None,1687199000,12724000,61070095,TRMK
2023-06-30,USD,18422626000,1013146000,832052000,832052000,None,None,657245000,227630000,None,387459000,3222000,384237000,18862710000,3330548000,1871883000,902289000,None,16851433000,37511000,None,None,37511000,37511000,1282787000,40845000,185228000,None,None,222739000,14913900000,695591000,1571193000,None,1667339000,12724000,61069036,TRMK
2023-03-31,USD,18877178000,1473070000,1297144000,1297144000,None,None,651059000,223975000,None,387589000,3352000,384237000,18905671000,3458500000,1984162000,1305628000,None,17315079000,25143000,None,None,25143000,25143000,17277091000,37988000,185173000,None,None,210316000,14783661000,861064000,1562099000,None,1636463000,12720000,61048516,TRMK
2022-12-31,USD,18015478000,870013000,734787000,734787000,1986000,None,641080000,212365000,282385000,387877000,3640000,384237000,18712763000,3518596000,2024082000,798173000,None,16523210000,64120000,None,None,64120000,64120000,16484278000,38932000,185118000,None,None,249238000,14437648000,849506000,1492268000,None,1600321000,12705000,60977686,TRMK
2022-09-30,USD,17190634000,644850000,479637000,479637000,2971000,None,641126000,210761000,None,388189000,3952000,384237000,17502705000,3601471000,2444486000,-2547437000,None,15681689000,79343000,None,None,79343000,79343000,15681689000,39797000,185063000,None,None,264406000,14425180000,848274000,1508945000,None,1648507000,12700000,60953864,TRMK
2022-06-30,USD,16951510000,932647000,742461000,742461000,3034000,None,636350000,207914000,None,388501000,4264000,384237000,17003026000,3782118000,2644364000,782995000,None,15364814000,54277000,None,None,54277000,54277000,294669000,37108000,185008000,None,None,239285000,14770168000,337085000,1586696000,None,1620210000,12752000,61378000,TRMK
2022-03-31,USD,17441551000,2140102000,1917564000,1917564000,3187000,None,635807000,207301000,None,388828000,4591000,384237000,14630643000,3625844000,3018246000,1954551000,None,15810169000,127862000,None,None,127862000,127862000,305509000,35912000,184953000,None,None,312815000,15113292000,427280000,1631382000,None,1600138000,12806000,61463392,TRMK
2021-12-31,USD,17595636000,2542535000,2266829000,2266829000,4557000,None,635575000,205644000,271334000,389311000,5074000,384237000,14171874000,3581414000,3238877000,2303856000,None,15854325000,193313000,None,None,193313000,193313000,312391000,36468000,184995000,None,None,378308000,32560000,491242000,1741311000,None,1585113000,12845000,61648679,TRMK
2021-09-30,USD,17364644000,2510397000,2175058000,2175058000,6213000,None,632889000,201937000,None,389858000,5621000,384237000,14022709000,3452510000,3057605000,7968886000,None,15595697000,104550000,None,None,104550000,104550000,316263000,36531000,184843000,None,None,289393000,14922839000,393126000,1768947000,None,1573176000,13014000,62461832,TRMK
2021-06-30,USD,17098132000,2599356000,2267224000,2267224000,9439000,None,631370000,200970000,None,390407000,6170000,384237000,13135820000,2981751000,2548739000,8595076000,None,15318823000,110628000,None,None,110628000,110628000,336970000,34959000,184788000,None,None,295416000,14632084000,384728000,1779309000,None,1566451000,13079000,62773226,TRMK
2021-03-31,USD,16878313000,2187540000,1774541000,1774541000,10651000,None,630942000,199098000,None,390961000,6724000,384237000,12816418000,3255064000,2337676000,9227884000,None,15118608000,111711000,None,None,111711000,111711000,366116000,35389000,184733000,None,None,296444000,61856000,404441000,1759705000,None,1533110000,13209000,63394522,TRMK
2020-12-31,USD,16551840000,2399455000,1952504000,1952504000,11651000,None,625310000,194278000,263147000,392660000,7390000,385270000,12355711000,2988489000,1991815000,9393470000,None,14810723000,128053000,None,None,128053000,128053000,385319000,32290000,185518000,None,None,313571000,61856000,408930000,1741117000,None,1495833000,13215000,63424526,TRMK
2020-09-30,USD,15558162000,1049691000,564588000,564588000,16248000,None,624542000,192722000,None,393412000,8142000,385270000,12383136000,3035359000,1922728000,9858583000,None,13848121000,132823000,None,None,132823000,132823000,272293000,31838000,61856000,None,None,194679000,61856000,385253000,1710041000,None,1459306000,13215000,63423820,TRMK
2020-06-30,USD,15692079000,1381729000,1026640000,1026640000,18276000,None,622899000,190567000,None,394165000,8895000,385270000,12206007000,12458184000,1884153000,9564723000,None,14018135000,53522000,None,None,53522000,53522000,245792000,31076000,61856000,None,None,115378000,13505473000,297946000,1673944000,None,1419552000,13214000,63422439,TRMK
2020-03-31,USD,14019829000,729730000,404341000,404341000,24847000,None,619101000,190179000,None,389254000,7537000,381717000,12108475000,12355647000,1833779000,8576945000,None,12367430000,48140000,None,None,48140000,48140000,178141000,32055000,61856000,None,None,109996000,11575764000,645580000,1652399000,None,1402089000,13209000,63396912,TRMK
2019-12-31,USD,13497877000,585263000,358916000,358916000,29248000,None,617269000,189791000,256608000,386970000,7343000,379627000,2385203000,11847449000,1602404000,8508717000,None,11837175000,53572000,None,None,53572000,53572000,179606000,41874000,62667000,None,None,116239000,11245557000,444366000,1660702000,None,1414526000,13376000,64200111,TRMK
2019-09-30,USD,13584786000,779063000,486263000,486263000,31974000,None,619398000,188423000,None,387972000,8345000,379627000,2383627000,2339127000,1553705000,8523100000,None,11939424000,45085000,None,None,45085000,45085000,172860000,34319000,61856000,None,None,106941000,11254183000,546700000,1645362000,None,1395460000,13390000,64262779,TRMK
2019-06-30,USD,13548958000,644793000,404413000,404413000,31243000,None,622008000,189820000,None,388728000,9101000,379627000,2524461000,2469261000,1643725000,8340966000,None,11930408000,44903000,None,None,44903000,44903000,174746000,33878000,61856000,None,None,106759000,11566629000,222911000,1618550000,None,1369329000,13418000,64398846,TRMK
2019-03-31,USD,13478017000,626730000,454047000,454047000,32139000,None,579462000,189743000,None,389719000,10092000,379627000,2612364000,11728595000,1723445000,7992596000,None,11890989000,38436000,None,None,38436000,38436000,180042000,34921000,61856000,None,None,100292000,11534815000,211053000,1587028000,None,1342176000,13499000,64789943,TRMK
2018-12-31,USD,13286460000,503360000,349561000,349561000,34668000,None,569407000,178668000,247160000,390739000,11112000,379627000,2726456000,11666501000,1811813000,7739112000,None,11695007000,79006000,None,None,79006000,79006000,62735000,None,62735000,None,None,141741000,11364411000,188855000,1591453000,None,1323870000,13717000,65834395,TRMK
2018-09-30,USD,13439812000,615135000,432471000,432471000,36475000,None,570757000,178739000,None,392018000,12391000,379627000,2808516000,9821178000,1864633000,7662061000,None,11840208000,190023000,None,None,190023000,190023000,62752000,None,62752000,None,None,252775000,10956910000,630523000,1599604000,None,1302593000,14089000,67621369,TRMK
2018-06-30,USD,13525265000,583336000,387119000,387119000,39667000,None,570990000,177686000,None,393304000,13677000,379627000,2960520000,9817146000,1974675000,7534550000,None,11941193000,186647000,None,None,186647000,186647000,62769000,None,62769000,732243000,None,249416000,11072435000,619342000,1584072000,None,1282007000,14089000,67621111,TRMK
