fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,669296000,456398000,160416000,388679000,None,13281000,187976000,24922000,None,4791000,None,4791000,293479000,65216000,228263000,22896000,5153000,219871000,111117000,11210000,46973000,None,16887000,108754000,120144000,None,None,None,120144000,58134000,297000,449425000,None,-485325000,637000,72813006,SDGR
2024-06-30,USD,688371000,449179000,108109000,377289000,1,11849000,213469000,25723000,None,4791000,None,4791000,357735000,88555000,269180000,19720000,3598000,214391000,99759000,8116000,47879000,None,33602000,114632000,123929000,None,None,None,123929000,10164000,424000,473980000,None,-447189000,728000,72711685,SDGR
2024-03-31,USD,737762000,493686000,130236000,431079000,1,19839000,217943000,26133000,None,4791000,None,4791000,392230000,91387000,300843000,16987000,3187000,224056000,106507000,9974000,57513000,None,33854000,117549000,125915000,None,None,None,125915000,6815000,545000,513706000,None,-393142000,727000,72291134,SDGR
2023-12-31,USD,802955000,567796000,155315000,463003000,None,65992000,193684000,41475000,18150000,4791000,0,4791000,390939000,83251000,307688000,9926000,6014000,254397000,133673000,16815000,65274000,None,16868000,120724000,127882000,None,None,None,127882000,43759000,667000,548558000,None,-338418000,722000,62977316,SDGR
2023-09-30,USD,794148000,547761000,249378000,496283000,-12253000,19884000,246387000,22498000,None,4791000,0,4791000,338768000,91863000,246905000,31594000,7413000,230567000,105038000,10318000,55415000,None,16279000,125529000,128999000,None,None,None,128999000,35128000,707000,563581000,None,-307748000,720000,71924451,SDGR
2023-06-30,USD,841566000,591962000,285963000,548673000,-14585000,9652000,249604000,20353000,None,4791000,0,4791000,369114000,106404000,262710000,33637000,5072000,230341000,106802000,12428000,62294000,None,13921000,123539000,121240000,None,None,None,121240000,33779000,600000,611225000,None,-245724000,719000,71642722,SDGR
2023-03-31,USD,838773000,603734000,233206000,527688000,-13473000,46691000,235039000,16493000,None,4791000,0,4791000,396021000,101539000,294482000,29355000,6234000,248513000,123407000,11987000,71926000,None,11810000,125106000,115868000,None,None,None,115868000,48032000,700000,590260000,None,-250002000,715000,71467097,SDGR
2022-12-31,USD,688587000,533989000,90474000,451087000,-13137000,55953000,154598000,14244000,14113000,5378000,587000,4791000,746909000,25683000,360613000,26949000,3311000,240682000,108799000,9470000,83529000,None,11006000,131883000,116491000,None,None,None,116491000,30392000,800000,447894000,None,-379138000,714000,62163739,SDGR
2022-09-30,USD,661985000,524201000,102817000,473556000,None,23583000,137784000,13755000,None,5511000,720000,4791000,397916000,27177000,370739000,14907000,2879000,198863000,88821000,10918000,65897000,None,8683000,110042000,95848000,None,None,None,95848000,25300000,900000,463110000,None,-351931000,712000,71207992,SDGR
2022-06-30,USD,687880000,556872000,127319000,509565000,1,18767000,131008000,11524000,None,5644000,853000,4791000,404149000,21903000,382246000,15562000,1804000,194807000,85590000,5263000,67545000,None,7180000,109217000,95292000,None,None,None,95292000,25707000,1000000,493058000,None,-312078000,712000,62027061,SDGR
2022-03-31,USD,719537000,586168000,117257000,525532000,None,29321000,133369000,11120000,None,5777000,986000,4791000,445277000,37002000,408275000,15042000,1334000,188867000,85532000,9766000,78353000,None,4151000,103335000,81504000,None,None,None,81504000,17844000,1400000,530667000,None,-264392000,712000,61972400,SDGR
2022-01-14,USD,1100000,None,None,None,None,None,1100000,None,None,1100000,1100000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,SDGR
2021-12-31,USD,756487000,625060000,120267000,576479000,1,31744000,131427000,10025000,12355000,None,0,0,499379000,43167000,456212000,8030000,2851000,199402000,91211000,8079000,85432000,None,2042000,108191000,79869000,None,None,None,79869000,25722000,300000,557071000,None,-229952000,710000,61834515,SDGR
2021-09-30,USD,762617000,622025000,160879000,597186000,2,11352000,140592000,9074000,None,None,None,None,487394000,51087000,436307000,8509000,3972000,182795000,72916000,8228000,76318000,None,1978000,109879000,79113000,None,None,None,79113000,18836000,300000,579806000,None,-199239000,617000,61703441,SDGR
2021-06-30,USD,717334000,649788000,117699000,613591000,None,21359000,67546000,6985000,None,None,None,None,545605000,49713000,495892000,10293000,3382000,111563000,70378000,5960000,78526000,None,2520000,41185000,8948000,None,None,None,8948000,17829000,300000,605751000,None,-164232000,616000,61553610,SDGR
2021-03-31,USD,744189000,675238000,133122000,648494000,None,11270000,68951000,4799000,None,None,None,None,568303000,52931000,515372000,8454000,2356000,112413000,67621000,7220000,78115000,None,3576000,44792000,10412000,None,None,None,10412000,16066000,600000,631768000,None,-129588000,613000,61300675,SDGR
2020-12-31,USD,746263000,682978000,202296000,642691000,1,31423000,63285000,5140000,13802000,None,None,None,486059000,45664000,440395000,4909000,2352000,122244000,73205000,8398000,86567000,None,4543000,49039000,11764000,None,None,None,11764000,14861000,654000,624015000,None,-129559000,607000,60713534,SDGR
2020-09-30,USD,680116000,621114000,210490000,598984000,2,12290000,59002000,5296000,None,None,None,None,429408000,40914000,388494000,4949000,2209000,49230000,39276000,4812000,21659000,None,5491000,9954000,12253000,None,None,None,12253000,9906000,600000,630878000,None,-118420000,563000,56298216,SDGR
2020-06-30,USD,349551000,307014000,110380000,284026000,None,13849000,42537000,5837000,None,None,None,None,196326000,22680000,173646000,5794000,2102000,53404000,43048000,5523000,25117000,None,5839000,10356000,13616000,None,None,None,13616000,8548000,600000,296120000,None,-122272000,501000,50139639,SDGR
2020-03-31,USD,349872000,312815000,144749000,288254000,None,16272000,37057000,6488000,None,None,None,None,158661000,15156000,143505000,6381000,2172000,54324000,42166000,6675000,23835000,5851000,5851000,12158000,14984000,None,None,None,14984000,7930000,900000,295517000,None,-118922000,501000,50122938,SDGR
