fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,None,2115532000,486241000,231328000,231328000,134496000,None,1629291000,None,None,None,None,None,None,None,None,93715000,None,649459000,256029000,None,None,None,19761000,393430000,None,None,None,None,194008000,145088000,None,1403865000,None,216384000,1129709000,312448000,FSM
2024-09-30,USD,2083608000,430460000,180551000,180551000,125182000,None,1653148000,None,None,None,None,None,None,None,None,19490000,None,604707000,222037000,None,None,None,18051000,382670000,64822000,124058000,None,None,188880000,58965000,3338000,1420430000,None,205040000,1160302000,314682000,FSM
2024-06-30,USD,2024521050,384065000,105597000,105597000,130567000,None,1640512375,None,None,None,None,None,None,None,-46106748,129130000,None,634635000,253725784,None,None,None,59388000,380816143,56950000,122190000,44978000,None,224118000,53534187,4547000,1334705230,None,154505337,1124590049,316941000,FSM
2024-03-31,USD,1947380000,312025000,87725000,87725000,125077000,None,1635355000,None,None,None,None,None,None,None,None,109000,None,633963000,246255000,None,None,None,None,387708000,53790000,123153000,44444000,None,None,None,8431000,1260846000,None,113899000,None,305744039,FSM
2023-12-31,USD,1945372543,311703349,87634568,87634568,124948064,None,1633669194,None,None,None,None,None,None,None,None,76055000,None,633309479,246001148,None,None,None,58632000,387308331,57401000,162946000,43901000,None,221158783,43015960,9973000,1259546256,None,113781587,1121364848,308199000,FSM
2023-09-30,USD,2046586000,330254000,117781000,117781000,132727000,None,1716332000,1660857000,None,None,None,None,None,None,None,104000,None,665626000,155835000,None,None,None,12802000,509791000,53120000,246603000,None,None,299723000,64691000,2753000,1333596000,None,179965000,1124807000,294877000,FSM
2023-06-30,USD,2046586000,330254000,117781000,117781000,132727000,None,1716332000,1653353000,None,None,None,None,None,None,None,104000,None,665626000,155835000,None,None,None,12802000,509791000,52960000,285868000,None,None,299723000,-32520000,2675000,1333596000,None,179965000,1124807000,294877000,FSM
2023-03-31,USD,1946059000,264782000,84731000,84731000,89866000,None,1681277000,1627953000,None,None,None,None,None,None,None,104000,None,645838000,139168000,None,None,None,13265000,506670000,51118000,244877000,None,None,295995000,50408000,2434000,1255303000,None,149364000,1076863000,292351000,FSM
2022-12-31,USD,1876224000,252712000,80493000,80493000,92033000,None,1623511000,1567622000,None,None,None,None,None,None,78000,11225000,None,587528000,135080000,None,None,None,9416000,452448000,21346000,219175000,None,None,240521000,53093000,2596000,1244756000,None,138485000,1076342000,290221971,FSM
2022-09-30,USD,2032631000,251851000,90914000,90914000,82727000,None,1780780000,1730473000,None,None,None,None,None,None,77000,12424000,None,592753000,130753000,None,None,None,10300000,462000000,24029000,204223000,None,None,228252000,48918000,2243000,1388276000,None,291257000,1076342000,291429000,FSM
2022-06-30,USD,2059994000,287754000,116126000,116126000,86197000,None,1772240000,1728538000,None,None,None,None,None,None,245000,10822000,None,607839000,127227000,None,None,None,10282000,480612000,25364000,218604000,None,None,243968000,49455000,2151000,1397473000,None,295011000,1079261000,295208000,FSM
2022-03-31,USD,2060389000,301457000,110365000,110365000,91284000,None,1758932000,1719255000,None,None,None,None,None,None,337000,14523000,None,604244000,145560000,None,None,None,10329000,458684000,27436000,198006000,None,None,225442000,62331000,3171000,1400813000,None,292683000,1081106000,294546000,FSM
2021-12-31,USD,2021922000,281082000,107097000,107097000,85819000,None,1740840000,1712354000,None,None,None,None,None,None,416000,13974000,None,592352000,166773000,None,None,None,10523000,425579000,29405000,157489000,None,None,186894000,3077000,3310000,1375148000,None,266617000,1079746000,289122000,FSM
2021-09-30,USD,2002142000,288786000,135765000,135765000,71331000,None,1713355000,1662505000,None,None,None,None,None,None,496000,16520000,None,588316000,299893000,None,None,None,154470000,288423000,31430000,44710000,None,None,219147000,954000,1382000,1360362000,None,250871000,1079236000,289122000,FSM
