fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,2625700000,1225800000,177600000,177600000,459200000,19600000,1491400000,381600000,296200000,654900000,558200000,96700000,8600000,6600000,177600000,145100000,100100000,1573800000,617700000,252800000,197100000,37300000,None,1052000000,80900000,765200000,37300000,727900000,765200000,185800000,128100000,1051900000,1169200000,1490900000,100000,53600000,MASI
2024-09-30,USD,3087800000,1279900000,158500000,158500000,569900000,411100000,1907200000,417900000,305300000,1053300000,640800000,412500000,9400000,6800000,-90600000,180500000,105800000,1624600000,637600000,280800000,176400000,39400000,61900000,1088800000,88300000,772600000,39400000,733200000,772600000,199500000,142500000,1463200000,1169200000,1840500000,100000,53500000,MASI
2024-06-30,USD,2893900000,1142200000,129600000,129600000,513000000,370100000,1846100000,413900000,294200000,995100000,606100000,389000000,9200000,6900000,None,161900000,110400000,1525100000,546200000,216000000,169900000,35100000,55200000,1071300000,81800000,781600000,35100000,746500000,781600000,222900000,130300000,1368800000,1169200000,1830700000,100000,53200000,MASI
2024-03-31,USD,2957700000,1165600000,157600000,157600000,506100000,364100000,1885000000,415000000,277800000,1031900000,635900000,396000000,9500000,6900000,None,159800000,109900000,1592500000,504200000,203100000,159500000,34600000,53900000,1180700000,80800000,876000000,34600000,841400000,876000000,161500000,140000000,1365200000,1169200000,1814700000,100000,53100000,MASI
2023-12-31,USD,3041500000,1231900000,163000000,163000000,545000000,384100000,1884500000,424400000,262400000,1060000000,652300000,407700000,9900000,7200000,None,168400000,89300000,1676700000,563800000,251500000,177500000,34300000,52500000,1203000000,64000000,906000000,34300000,871700000,906000000,162400000,129500000,1364800000,1169200000,1795800000,100000,52800000,MASI
2023-09-30,USD,2995900000,1237500000,124400000,124400000,584600000,383700000,1829000000,415000000,245200000,1030100000,630000000,400100000,9200000,7200000,None,171600000,100500000,1720300000,578800000,283500000,156200000,29300000,55900000,1103400000,60000000,939400000,29300000,910100000,939400000,166300000,119300000,1275600000,1169200000,1761900000,100000,52800000,MASI
2023-06-30,USD,3011200000,1208200000,150700000,150700000,542600000,373700000,1910900000,410000000,230000000,1076600000,665700000,410900000,35000000,13900000,None,166100000,108200000,1702900000,571900000,265500000,159200000,31800000,49500000,1094000000,64800000,920600000,31800000,888800000,920600000,183200000,123300000,1308300000,1169200000,1751300000,100000,52800000,MASI
2023-03-31,USD,3115500000,1260800000,174100000,174100000,503500000,None,1854700000,402100000,215300000,1111700000,689800000,421900000,None,13700000,None,172000000,104200000,1785200000,583200000,249100000,None,31600000,54400000,1202000000,78200000,929100000,31600000,897500000,897500000,198000000,136100000,1330300000,1169200000,1735600000,100000,52800000,MASI
2022-12-31,USD,3210600000,1308600000,202900000,202900000,501000000,19100000,1973800000,402500000,201500000,1168000000,722600000,445400000,33100000,13800000,None,158800000,114000000,1871700000,630000000,276800000,166600000,15100000,33800000,1338400000,72100000,956700000,15100000,941600000,956700000,183300000,136500000,1338900000,1169200000,1714300000,100000,52500000,MASI
2022-09-30,USD,3056400000,1245600000,219500000,219500000,495400000,None,1810800000,372200000,183900000,1154900000,708600000,446300000,None,13800000,None,159100000,110600000,1803800000,587300000,267800000,None,13800000,32300000,1216500000,73000000,965200000,13800000,951400000,983700000,209600000,100000,1252600000,1169100000,1673500000,100000,52600000,MASI
