fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,539376000,283752000,47920000,222294000,8440000,41731000,257127000,48616000,87817000,122397000,3425000,118972000,208034000,33660000,174374000,11287000,2287000,336891000,98053000,7265000,165890000,865000,10239000,238838000,89387000,None,865000,132414000,89387000,24684000,20000,202709000,None,-1303824000,14000,147773744,ADPT
2024-09-30,USD,558506000,308345000,38084000,243329000,11955000,40814000,250161000,51314000,None,122825000,3853000,118972000,229111000,23866000,205245000,12247000,2648000,334932000,87627000,7351000,169274000,None,10021000,247305000,91825000,None,None,132700000,91825000,18399000,20000,223773000,None,-1270132000,14000,147561586,ADPT
2024-06-30,USD,584872000,351552000,59824000,291880000,13214000,35610000,233344000,55418000,None,123253000,4281000,118972000,232056000,None,232056000,20496000,3152000,343442000,88126000,9867000,182138000,None,19612000,255316000,94176000,None,None,132082000,226258000,6422000,20000,241603000,None,-1238061000,14000,147462201,ADPT
2024-03-31,USD,620323000,374034000,71233000,308872000,13291000,42021000,246326000,65260000,None,123677000,4705000,118972000,237639000,None,237639000,9850000,3390000,345557000,82952000,12170000,182060000,None,9594000,262605000,96494000,None,None,131545000,96494000,14318000,131545000,274913000,None,-1191839000,14000,147368324,ADPT
2023-12-31,USD,661134000,410188000,65064000,346401000,14448000,37969000,253746000,68227000,73234000,124100000,5128000,118972000,281337000,None,281337000,21740000,3591000,352856000,88015000,7719000,186846000,None,18768000,264841000,98772000,None,None,130660000,229432000,12839000,130660000,308399000,None,-1144332000,14000,145082271,ADPT
2023-09-30,USD,717682000,435237000,88713000,371132000,19490000,31211000,282445000,76749000,None,124529000,5557000,118972000,282419000,None,282419000,13404000,2983000,356045000,93298000,4483000,199068000,3194000,9482000,262747000,101306000,None,3194000,126729000,101306000,23993000,126729000,361732000,None,-1074891000,14000,144772751,ADPT
2023-06-30,USD,764540000,476809000,109240000,417230000,18960000,31545000,287731000,79390000,None,124957000,5985000,118972000,307990000,None,307990000,9074000,3352000,368573000,95335000,9163000,217624000,None,9345000,145071000,103521000,None,None,None,103521000,18910000,128167000,396036000,None,-1024591000,14000,144645118,ADPT
2023-03-31,USD,791463000,501333000,94612000,440695000,19874000,30972000,290130000,81294000,None,125380000,6408000,118972000,346083000,None,346083000,9792000,2181000,367511000,90101000,6333000,228456000,None,9287000,150402000,105781000,None,None,None,105781000,14161000,277410000,424020000,None,-976781000,14000,144279969,ADPT
2022-12-31,USD,856617000,562146000,90030000,498196000,14453000,40057000,295871000,83447000,54350000,125799000,6827000,118972000,408166000,None,408166000,9440000,2064000,392519000,109788000,8084000,245428000,None,9230000,157371000,108002000,None,None,125360000,108002000,28359000,125360000,464165000,None,-919082000,14000,143105002,ADPT
2022-09-30,USD,884208000,564380000,217552000,508079000,17345000,26549000,319828000,86662000,None,126228000,7256000,118972000,310225000,19698000,290527000,12407000,2202000,396394000,104018000,4163000,270384000,None,8528000,167821000,109049000,None,None,None,109049000,23435000,292376000,487840000,None,-878954000,14000,142987127,ADPT
