fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,390405000,190520000,53681000,101734000,15756000,43679000,128141000,88413000,None,6406000,6406000,None,80900000,32895000,48053000,7882000,610000,132933000,41346000,20884000,None,None,6119000,91587000,97463000,None,None,None,97463000,14343000,243000,257472000,None,-412622000,669735000,49265000,VCEL
2024-06-30,USD,376839000,197386000,50300000,102517000,14887000,42596000,131930000,73086000,None,6563000,6563000,None,78300000,26120000,52217000,6432000,664000,133862000,43863000,25216000,None,None,11582000,89999000,95592000,None,None,None,95790000,7065000,198000,242977000,None,-411721000,654971000,48862000,VCEL
2024-03-31,USD,356661000,189718000,62938000,110648000,13557000,44634000,118355000,56392000,None,6719000,6719000,None,77100000,29433000,47710000,7775000,717000,122765000,36470000,19432000,None,None,6012000,86295000,92153000,None,None,None,92307000,11026000,154000,233896000,None,-407039000,641180000,48489000,VCEL
2023-12-31,USD,353657000,205631000,69088000,109557000,13087000,52756000,124169000,41635000,None,6875000,6875000,None,65800000,25283000,40469000,6853000,771000,127705000,45749000,22347000,None,None,12374000,81956000,88043000,None,None,None,88143000,0,100000,225952000,None,-403177000,629229000,47829000,VCEL
2023-09-30,USD,318125000,186211000,60473000,105370000,12621000,34829000,124795000,30207000,None,7031000,7031000,None,65100000,20231000,44870000,5430000,1142000,113745000,35946000,15051000,None,None,7267000,77799000,85066000,None,None,None,85066000,0,65000,204380000,None,-416170000,621013000,47684000,VCEL
2023-06-30,USD,310711000,182871000,43023000,97831000,13883000,33019000,132244000,23390000,None,7188000,7188000,None,75800000,20985000,54808000,5044000,1196000,111783000,35611000,14401000,None,21000,7218000,76172000,83362000,None,None,None,83362000,21000,28000,198928000,None,-412510000,612059000,47616000,VCEL
2023-03-31,USD,265096000,177545000,61834000,119276000,15370000,31259000,69382000,18169000,None,7344000,7344000,None,77400000,19910000,57442000,4540000,1249000,71118000,28753000,11125000,None,20000,4497000,42365000,46862000,None,None,None,46862000,20000,42365000,193978000,None,-407490000,602104000,47507000,VCEL
2022-12-31,USD,273003000,186866000,51067000,119538000,15986000,40439000,70337000,15800000,None,7500000,7500000,None,88400000,19962000,68471000,4803000,1303000,80731000,37463000,16930000,None,41000,4302000,43268000,0,None,None,None,47570000,41000,0,192272000,None,-399995000,593245000,47253000,VCEL
2022-09-30,USD,248017000,166375000,65216000,110940000,16729000,27996000,65770000,15872000,None,None,None,None,67500000,21739000,45724000,4410000,1357000,70180000,27004000,8113000,None,41000,4943000,43176000,0,None,None,None,48119000,41000,0,177837000,None,-405917000,584900000,47201000,VCEL
2022-06-30,USD,244815000,155094000,56054000,100692000,15929000,26964000,73857000,15864000,None,None,None,None,68400000,23718000,44638000,4809000,317000,69999000,25014000,9684000,None,41000,3197000,45006000,21000,None,None,None,48182000,41000,21000,174816000,None,-399340000,575011000,47141000,VCEL
2022-03-31,USD,240288000,151880000,55659000,100547000,14385000,25155000,74022000,14386000,None,None,None,None,67700000,22803000,44888000,5093000,317000,67803000,21731000,7750000,None,41000,3188000,46091000,19000,None,None,None,49260000,41000,19000,172485000,None,-390377000,563475000,47081000,VCEL
