fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,2349800000,212700000,60000000,60000000,38000000,84700000,2137100000,934100000,None,689500000,None,None,None,None,None,30000000,222800000,2120000000,303600000,88300000,None,23800000,23800000,1816400000,273100000,1009300000,23800000,1009300000,1033100000,191500000,359500000,229800000,None,175200000,1300000,127600000,VVV
2024-09-30,USD,2438700000,255400000,68300000,68300000,39700000,86400000,2183300000,958700000,491700000,705600000,90300000,615300000,5400000,None,0,61000000,220400000,2253100000,353900000,117400000,None,37200000,539600000,1899200000,207300000,554200000,23800000,1070000000,1093800000,212700000,373300000,185600000,None,123200000,1300000,128500000,VVV
2024-06-30,USD,2375600000,256400000,65700000,65700000,40200000,97500000,2119200000,927200000,None,693700000,693700000,None,None,None,0,51799999,209000000,2269100000,351400000,107700000,None,23900000,590700000,1917700000,3000000,558800000,23800000,1125700000,1149500000,219900000,353900000,106500000,None,46300000,1300000,128900000,VVV
2024-03-31,USD,2763000000,701400000,494500000,494500000,37500000,109600000,2061600000,877900000,None,692300000,692300000,None,None,None,0,59800000,203300000,2702900000,963700000,118800000,None,623900000,623800000,1739200000,3000000,1748800000,623800000,951300000,1575100000,221100000,348700000,60100000,None,400000,1300000,128800000,VVV
2023-12-31,USD,2709300000,710600000,420700000,540400000,31500000,83500000,1998700000,841500000,None,685600000,685600000,None,None,None,119700000,55200000,198500000,2644500000,317400000,77200000,None,23800000,432200000,2327100000,700000,1148400000,23800000,1556800000,1580600000,216400000,346500000,64800000,None,-200000,1300000,129600000,VVV
2023-09-30,USD,2889900000,936700000,409100000,756600000,33300000,81300000,1953200000,818300000,415500000,680600000,102600000,578000000,1600000,None,347500000,65500000,187800000,2686700000,362300000,118700000,None,36100000,437900000,2324400000,198900000,1148200000,23800000,1562300000,1586100000,178300000,346800000,203200000,None,140700000,1300000,134800000,VVV
2023-06-30,USD,2985500000,1087100000,526700000,950800000,34100000,71900000,1898400000,761600000,None,678000000,678000000,None,None,None,424100000,30300000,194500000,2700100000,405900000,96400000,None,23900000,443800000,2294200000,3600000,1147700000,23700000,1567800000,1591500000,285800000,279300000,285400000,None,222200000,1400000,138700000,VVV
2023-03-31,USD,4280400000,2458100000,2334500000,2334500000,33500000,61100000,1822300000,722500000,None,673100000,673100000,None,None,None,2100000,29000000,168000000,2908000000,621600000,85800000,None,23900000,449800000,2286400000,2300000,1147400000,23800000,1573400000,1597200000,512000000,272400000,1372400000,None,1310200000,1700000,168700000,VVV
2022-12-31,USD,3551500000,1701400000,21000000,21000000,31200000,56900000,1850100000,693300000,None,668200000,668200000,None,None,None,4000000,38700000,152900000,3262200000,924400000,46600000,None,224500000,532800000,2337800000,1100000,1347800000,224500000,1656100000,1880600000,478100000,246700000,289300000,None,254600000,1700000,173500000,VVV
2022-09-30,USD,3416800000,1621100000,23400000,23400000,29400000,66100000,1795700000,668600000,347300000,663100000,114900000,548200000,200000,None,0,38000000,215900000,3110200000,919400000,45000000,None,173100000,402200000,2190800000,189800000,1285400000,162500000,1525100000,1687600000,539300000,237100000,306600000,None,282000000,1800000,176100000,VVV
2022-06-30,USD,3348000000,1051000000,25500000,98000000,306000000,583000000,2297000000,874000000,None,804000000,119000000,685000000,48000000,48000000,72500000,64000000,250000000,3122500000,641000000,265000000,None,61000000,516000000,2481000000,400000,1184000000,61000000,1639000000,1700000000,315000000,267000000,225500000,None,186000000,2000000,177000000,VVV
2022-03-31,USD,3248000000,1016000000,28500000,118000000,276000000,563000000,2232000000,843000000,None,788000000,123000000,665000000,53000000,53000000,89500000,59000000,222000000,3047700000,585000000,238000000,None,47000000,526000000,2463000000,280000000,1169000000,47000000,1648000000,1695000000,300000000,256000000,200300000,None,147000000,2000000,179000000,VVV
2021-12-31,USD,3183000000,1001000000,42800000,152000000,264000000,530000000,2182000000,824000000,None,782000000,782000000,None,50000000,50000000,109200000,55000000,204000000,3015700000,541000000,218000000,None,32000000,540000000,2475000000,276000000,1154000000,32000000,1662000000,1694000000,291000000,255000000,167300000,None,123000000,2000000,180000000,VVV
2021-09-30,USD,3191000000,1037100000,122600000,230000000,27400000,65300000,2153900000,817000000,295800000,642200000,129400000,512800000,57000000,47000000,107400000,53000000,163100000,3056500000,568700000,38600000,None,26000000,518100000,2487800000,177400000,1136600000,15000000,1639700000,1654700000,306000000,262500000,134500000,None,90000000,1800000,180000000,VVV
2021-06-30,USD,3049000000,1016000000,226000000,226000000,247000000,490000000,2033000000,773000000,None,773000000,132000000,641000000,47000000,47000000,5000000,53000000,119000000,3026000000,507000000,216000000,None,2000000,569000000,2519000000,276000000,1124000000,2000000,1691000000,1693000000,289000000,280000000,23000000,None,-29000000,2000000,181000000,VVV
2021-03-31,USD,2921000000,968000000,247000000,247000000,218000000,448000000,1953000000,741000000,None,732000000,115000000,617000000,45000000,45000000,5000000,55000000,117000000,2977000000,448000000,180000000,None,1000000,598000000,2529000000,265000000,1122000000,1000000,1719000000,1720000000,267000000,259000000,-56000000,None,-103000000,2000000,181000000,VVV
2020-12-31,USD,3156000000,1214000000,527000000,527000000,213000000,430000000,1942000000,713000000,None,739000000,118000000,621000000,46000000,46000000,None,44000000,123000000,3211000000,506000000,158000000,None,88000000,505000000,2705000000,260000000,1470000000,88000000,1887000000,1975000000,260000000,255000000,-55000000,None,-106000000,2000000,183000000,VVV
2020-09-30,USD,3051000000,1438000000,639700000,760000000,199000000,433000000,1613000000,613000000,490000000,529000000,212900000,316100000,57000000,44000000,120300000,46000000,132000000,3127000000,444000000,189000000,None,3000000,580000000,2683000000,70000000,1382000000,0,1962000000,1962000000,254000000,172000000,-76000000,None,-110000000,2000000,185000000,VVV
2020-06-30,USD,2963000000,1379000000,751000000,751000000,189000000,396000000,1584000000,559000000,None,510000000,76000000,434000000,11000000,0,None,43000000,133000000,3151000000,432000000,178000000,None,3000000,572000000,2719000000,60000000,1381000000,0,1953000000,1953000000,254000000,185000000,-188000000,None,-211000000,2000000,185000000,VVV
2020-03-31,USD,2917000000,1384000000,774000000,774000000,209000000,352000000,1533000000,509000000,None,503000000,73000000,430000000,0,0,None,49000000,131000000,3154000000,401000000,186000000,None,32000000,1015000000,2753000000,41000000,988000000,0,2003000000,2003000000,215000000,163000000,-237000000,None,-249000000,2000000,185000000,VVV
