fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,3350766000,1433744000,308636000,308636000,389804000,525655000,1917022000,717745000,None,518956000,106885000,412071000,30000000,None,None,224054000,559268000,1732712000,1009224000,110603000,65207000,99140000,None,723488000,None,723240000,99140000,524758000,250000000,None,62879000,1618054000,5085282000,5116289000,10770000,82037000,IDXX
2024-06-30,USD,3414867000,1528612000,401590000,401590000,379958000,549594000,1886255000,708178000,None,518833000,110810000,408023000,30000000,None,None,213458000,539718000,1834614000,1116702000,117468000,64783000,170112000,None,717912000,None,865212000,170112000,524743000,250000000,None,53396000,1580253000,4860119000,4883448000,10769000,82477000,IDXX
2024-03-31,USD,3353515000,1501973000,397433000,397433000,390599000,521667000,1851542000,708725000,None,524024000,115352000,408672000,30000000,None,None,206733000,498907000,1784609000,956902000,117462000,66236000,74998000,None,827707000,None,771098000,74998000,620778000,250000000,None,66261000,1568906000,4651873000,4680150000,10767000,82873000,IDXX
2023-12-31,USD,3259925000,1495254000,453932000,453932000,380282000,474417000,1764671000,702177000,784817000,450461000,84500000,365961000,30250000,None,None,203595000,496534000,1775395000,951547000,110643000,65728000,74997000,None,823848000,None,698187000,74997000,622883000,698187000,None,65526000,1484530000,4474681000,4444571000,10751000,83032000,IDXX
2023-09-30,USD,3086404000,1384230000,331696000,331696000,393974000,470911000,1702174000,687101000,None,448895000,87129000,361766000,30250000,None,None,205861000,448396000,1788997000,970193000,112609000,64998000,149990000,None,818804000,None,919090000,149990000,618813000,250000000,None,60211000,1297407000,4437044000,4250050000,10745000,83068000,IDXX
2023-06-30,USD,2870806000,1179025000,132838000,132838000,395141000,482163000,1691781000,683270000,None,455138000,90932000,364206000,30250000,None,None,189188000,439225000,1776945000,883859000,107664000,66833000,74991000,None,893086000,None,847191000,74991000,696844000,264000000,None,64283000,1093861000,4401743000,4037819000,10738000,83060000,IDXX
2023-03-31,USD,2808398000,1149446000,111367000,111367000,391011000,473217000,1658952000,665439000,None,457303000,94361000,362942000,30250000,None,None,201043000,421150000,1967297000,1065629000,117709000,68278000,74986000,None,901668000,None,846686000,74986000,696362000,431500000,None,70864000,841101000,4401666000,3813583000,10732000,83004000,IDXX
2022-12-31,USD,2746765000,1101477000,112546000,112546000,367823000,449049000,1645288000,649474000,705914000,459467000,97672000,361795000,30250000,None,None,220489000,417729000,2138028000,1235803000,110221000,68800000,74982000,None,902225000,None,769775000,74982000,694387000,769775000,None,67587000,608737000,4392112000,3599529000,10719000,82894000,IDXX
2022-09-30,USD,2640067000,1058859000,99176000,99176000,354975000,410642000,1581208000,612405000,None,455260000,99968000,355292000,30250000,None,None,216636000,403440000,2164068000,1189945000,110144000,75551000,None,None,974123000,None,761200000,0,760814000,633000000,None,70953000,475999000,4323842000,3427322000,10709000,82995000,IDXX
2022-06-30,USD,2607185000,1042825000,114362000,114362000,332565000,432752000,1564360000,594224000,None,456122000,100594000,355528000,30250000,None,None,183000000,398553000,2150177000,1166547000,127262000,77740000,None,None,983630000,None,768500000,0,767995000,611000000,None,69777000,457008000,4157257000,3246384000,10707000,83428000,IDXX
2022-03-31,USD,2592689000,1089772000,204618000,204618000,301638000,423986000,1502917000,593457000,None,466156000,105188000,360968000,None,None,None,181281000,335568000,1952891000,971341000,120881000,80134000,None,None,981550000,None,773900000,0,773381000,400000000,None,71848000,639798000,3843749000,3114405000,10700000,84164000,IDXX
2021-12-31,USD,2437203000,955655000,144454000,144454000,269030000,387812000,1481548000,587667000,648391000,458380000,99035000,359345000,5250000,None,None,173823000,330400000,1747211000,763579000,116140000,81208000,74996000,None,983632000,None,850711000,74996000,775205000,850711000,None,70941000,689992000,3570691000,2920440000,10688000,84562000,IDXX
2021-09-30,USD,2385744000,938037000,145203000,145203000,258484000,393583000,1447707000,573385000,None,450216000,94976000,355240000,None,None,None,157590000,317144000,1630284000,633849000,86684000,81519000,74990000,None,996435000,None,928590000,74990000,778025000,None,None,72993000,754754000,3326021000,2757669000,10681000,84880000,IDXX
2021-06-30,USD,2412149000,1001226000,232134000,232134000,241392000,399691000,1410923000,550255000,None,450599000,96757000,353842000,None,None,None,145392000,305346000,1663926000,651809000,93016000,84326000,124982000,None,1012117000,None,1030582000,124982000,780079000,None,None,85043000,747460000,3142301000,2582434000,10675000,85096000,IDXX
2021-03-31,USD,2327385000,1097798000,351163000,351163000,225559000,396500000,1229587000,543963000,None,296555000,53969000,242586000,None,None,None,139284000,295504000,1623950000,620662000,87175000,85872000,124971000,None,1003288000,None,1029271000,124971000,778747000,None,None,83549000,702696000,2953923000,2379852000,10668000,85365000,IDXX
2020-12-31,USD,2294561000,1062738000,383928000,383928000,209873000,350905000,1231823000,555167000,586914000,295890000,52543000,243347000,None,None,None,137508000,289595000,1661766000,582761000,74558000,88730000,49988000,25000,1079005000,None,909100000,49988000,858492000,909125000,None,85604000,632088000,2799890000,2175595000,10646000,85449000,IDXX
2020-09-30,USD,2047407000,868679000,175587000,175587000,217597000,361644000,1178728000,547624000,None,291567000,53467000,238100000,None,None,None,137902000,254802000,1606292000,526841000,71933000,90825000,49983000,None,1079451000,None,953983000,49983000,853316000,None,None,79664000,440576000,2788412000,2000805000,10628000,85300000,IDXX
2020-06-30,USD,1960713000,779612000,105293000,105293000,229377000,336089000,1181101000,550895000,None,291045000,55619000,235426000,None,None,None,124622000,256754000,1687313000,540584000,73903000,94081000,138069000,None,1146729000,None,1021158000,121596000,900300000,1021158000,None,84207000,272963000,2788052000,1854586000,10603000,85049000,IDXX
2020-03-31,USD,1886245000,721351000,81395000,81395000,211644000,315133000,1164894000,546158000,None,291159000,57948000,233211000,None,None,None,128329000,248965000,1778190000,846241000,74210000,87070000,502317000,None,931949000,None,1184187000,486824000,698000000,1184187000,None,81293000,107674000,2788310000,1705646000,10591000,84929000,IDXX
2019-12-31,USD,1832475000,679639000,90326000,90326000,195019000,289828000,1152836000,533845000,519030000,298192000,58468000,239724000,None,None,None,124982000,240192000,1654650000,725337000,72172000,90205000,304046000,22000,929313000,None,699400000,0,698910000,699422000,None,81164000,177473000,2600543000,1595648000,10571000,85471000,IDXX
