fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,11203200000,3707800000,1463500000,1463500000,1133800000,785900000,7495400000,909100000,None,8234700000,4813300000,3421400000,None,None,None,None,299500000,6637200000,1450500000,458500000,None,440700000,None,5186700000,12300000,4777800000,440700000,4312600000,4753300000,None,660300000,4566000000,None,None,6763900000,136500000,PRGO
2024-06-30,USD,10397300000,2959100000,542800000,542800000,1116200000,726000000,7438200000,909900000,None,8079500000,4709900000,3369600000,None,None,None,None,316100000,5852000000,1488100000,471500000,None,440800000,None,4363900000,12600000,4081000000,440800000,3616800000,4057600000,None,535400000,4545300000,None,None,6786200000,136400000,PRGO
2024-03-31,USD,10640300000,2806400000,658500000,658500000,1121300000,780000000,7833900000,911400000,None,8411100000,4918200000,3492900000,None,None,None,None,349400000,5953300000,1554500000,453700000,None,440600000,None,4398800000,13000000,4090300000,440600000,3624900000,4065500000,None,526200000,4687000000,None,None,6803000000,136300000,PRGO
2023-12-31,USD,10809100000,2832900000,751300000,751300000,1140900000,739600000,7976200000,916400000,None,8531400000,5002300000,3529100000,None,None,None,None,335200000,6041200000,1586300000,477700000,None,440600000,None,4454900000,13200000,8216700000,440600000,3632800000,4073400000,None,559800000,4767900000,None,None,6837500000,135500000,PRGO
2023-09-30,USD,10758300000,2765300000,598300000,598300000,1149500000,737800000,7993000000,902900000,None,8396600000,4846900000,3549700000,None,None,None,None,387300000,6020200000,1008400000,433100000,None,38100000,None,5011800000,16300000,4113100000,38100000,4048500000,4086600000,None,613900000,4738100000,None,None,6864200000,135500000,PRGO
2023-06-30,USD,10964700000,2773000000,555200000,555200000,1167500000,754100000,8191700000,918300000,None,8562700000,4964700000,3598000000,None,None,None,None,371600000,6116100000,1056900000,470500000,None,38400000,None,5059200000,16900000,4122200000,38400000,4055900000,4094300000,None,658700000,4848600000,None,None,6890900000,135300000,PRGO
2023-03-31,USD,10954900000,2740700000,553000000,None,1183000000,None,8214200000,919300000,None,8529500000,4938300000,3591200000,None,None,None,None,342800000,6121000000,1086800000,505200000,None,38800000,None,5034200000,16900000,None,38800000,4062800000,4101600000,None,637600000,4833900000,None,None,6910800000,134900000,PRGO
2022-12-31,USD,11017300000,2719900000,600700000,600700000,1150300000,697100000,8297400000,926300000,None,8498000000,5007600000,3490400000,None,None,None,None,367700000,6175200000,1113600000,537300000,None,36200000,None,5061600000,17400000,8290700000,36200000,4070400000,4106600000,None,623000000,4842100000,None,None,6936700000,134800000,PRGO
2022-09-30,USD,10677500000,2583300000,468700000,None,1085200000,None,8094200000,839900000,None,8046400000,4617500000,3428900000,None,None,None,None,541500000,6074800000,1015000000,461400000,None,33500000,None,5059800000,17600000,None,33500000,4077500000,4111000000,None,573200000,4602700000,None,None,6963700000,134600000,PRGO
2022-06-30,USD,10919600000,2651500000,485300000,None,1079600000,None,8268100000,840300000,None,8351700000,4836800000,3514900000,None,None,None,None,408600000,6069800000,1014600000,490400000,None,30800000,None,5055200000,18600000,None,30800000,4086100000,4116900000,None,577000000,4849800000,None,None,6991100000,134600000,PRGO
2022-03-31,USD,10389500000,3935500000,1965500000,None,1022400000,None,6454000000,846300000,None,6574300000,3603600000,2970700000,None,None,None,None,375700000,5285000000,981300000,479600000,None,4600000,None,4303700000,19800000,None,4600000,3510600000,3515200000,None,554200000,5104500000,None,None,7018900000,134000000,PRGO
2021-12-31,USD,10425700000,3859900000,1864900000,1864900000,1020200000,652900000,6565800000,864100000,911600000,6683200000,3683800000,2999400000,None,None,None,None,377500000,5274000000,1587900000,411200000,None,603800000,None,3686100000,20900000,6473800000,603800000,2916700000,3520500000,None,530100000,5151700000,None,None,7043200000,133900000,PRGO
2021-09-30,USD,10915900000,4225900000,2078100000,None,1092500000,None,6690000000,842800000,None,6762600000,3731200000,3031400000,None,None,None,None,373300000,5733500000,2003800000,405600000,None,629400000,None,3729700000,22100000,None,629400000,2920900000,3550300000,None,565800000,5182400000,None,None,7064800000,133800000,PRGO
2021-06-30,USD,11230300000,4420200000,317500000,None,1115900000,None,6810100000,833800000,None,6848500000,3791700000,3056800000,None,None,None,None,379100000,5719200000,1984500000,402400000,None,630100000,None,3734700000,23300000,None,630100000,2925800000,3555900000,None,554000000,5511100000,None,None,7081700000,133600000,PRGO
2021-03-31,USD,11324800000,4488600000,470900000,None,1136100000,None,6836200000,860000000,None,6845000000,3792700000,3052300000,None,None,None,None,343600000,5766800000,1446800000,430300000,None,35800000,None,4320000000,24300000,None,35800000,3525300000,3561100000,None,533300000,5558000000,None,None,7101300000,133200000,PRGO
2020-12-31,USD,11488400000,3133500000,631500000,None,1059400000,None,8354900000,864600000,860900000,6985700000,3890000000,3095700000,None,None,None,None,346800000,5833300000,1382000000,451600000,None,37300000,None,4451300000,20200000,None,37300000,3527600000,3564900000,None,539200000,5655100000,None,None,7118200000,135400000,PRGO
2020-09-30,USD,11576000000,3398300000,849400000,None,1100700000,None,8177700000,918800000,None,8659200000,4819900000,3839300000,None,None,None,None,369900000,5755600000,1336300000,536400000,None,16500000,None,4419300000,19800000,None,16500000,3543600000,3560100000,None,562200000,5820300000,None,None,7299700000,136500000,PRGO
2020-06-30,USD,12128300000,3803500000,1456300000,None,1034700000,None,8324800000,892300000,None,8734800000,4730600000,4004200000,None,None,None,None,362300000,6217400000,1859700000,489100000,None,606500000,None,4357700000,19000000,None,606500000,3536000000,4142500000,None,530100000,5910400000,None,None,7318200000,136400000,PRGO
