fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,1294981000,19349000,19349000,19349000,None,None,346640000,285767000,None,None,None,None,1233361000,None,None,9496000,None,496865000,40125000,None,None,None,None,456740000,20749000,1613538000,None,None,1613538000,5531000,None,765321000,None,-282011000,489000,48910841,CLDT
2024-06-30,USD,1302478000,10595000,10595000,10595000,None,None,347152000,285723000,None,None,None,None,1241935000,None,None,15101000,None,504585000,153936000,None,None,None,120000000,350649000,20859000,1649935000,120000000,None,1649935000,6201000,None,766472000,None,-280852000,489000,48909201,CLDT
2024-03-31,USD,1332974000,72260000,72260000,72260000,1,None,303573000,285577000,None,None,None,None,1205271000,None,None,19240000,None,537996000,34716000,None,None,None,295565000,503280000,20698000,1578310000,None,None,1578310000,6839000,None,765029000,None,-282287000,489000,48907719,CLDT
2023-12-31,USD,1343930000,68232000,68130000,68130000,107743000,None,307812000,289671000,None,None,None,None,1227633000,None,None,-90124000,None,539554000,34669000,None,None,None,0,504885000,20808000,486109000,None,None,486109000,5414000,None,776061000,None,-271651000,488000,48859836,CLDT
2023-09-30,USD,1365988000,71648000,71648000,71648000,113512000,None,307954000,289671000,None,None,None,None,1241955000,None,None,-95179000,None,548142000,41155000,None,None,None,0,506987000,20916000,1861177000,None,None,1861177000,5370000,None,790421000,None,-257263000,488000,48858127,CLDT
2023-06-30,USD,1336656000,32900000,32900000,32900000,14799000,None,308077000,289653000,None,None,None,None,1250259000,None,None,9604000,None,522169000,35291000,None,None,None,0,486878000,21019000,1800541000,None,None,1800541000,5327000,21019000,788476000,None,-259184000,488000,48856806,CLDT
2023-03-31,USD,1331856000,22473000,22473000,22473000,13277000,None,308717000,289597000,None,None,None,None,1258002000,None,None,9632000,None,522600000,31900000,None,None,None,0,490700000,21953000,1794205000,None,None,1794205000,5284000,21953000,784710000,None,-262921000,488000,48855155,CLDT
2022-12-31,USD,1343738000,26274000,26274000,26274000,-800000,None,308886000,289589000,None,None,None,None,1264252000,None,800000,18879000,None,525741000,39331000,None,None,39331000,39331000,491992000,22108000,470257000,None,None,509588000,5221000,22108000,794894000,None,-252665000,488000,48808105,CLDT
2022-09-30,USD,1354708000,19915000,19915000,19915000,-700000,None,309055000,289583000,None,None,None,None,1275723000,None,1275723000,20662000,None,530325000,39331000,None,None,39331000,39331000,494380000,22262000,1847031000,None,None,1886362000,1656000,22262000,802307000,None,-245231000,488000,48807154,CLDT
2022-06-30,USD,1353760000,17750000,17750000,17750000,-400000,None,309214000,289569000,None,None,None,None,1286661000,None,1286661000,18307000,None,541062000,39143000,None,None,39143000,39143000,511493000,22410000,1912927000,None,None,1952070000,-13344000,22410000,792144000,None,-255372000,488000,48806107,CLDT
