fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,2208360000,1140317000,208740000,231750000,None,646283000,1068043000,116866000,None,696928000,170359000,526569000,28608000,5598000,23010000,44879000,62200000,1122853000,974617000,629997000,None,28408000,26159000,148236000,113480000,28408000,28408000,None,28408000,109118000,20536000,1051407000,152997000,557072000,1970000,59180216,CRTO
2024-06-30,USD,2167866000,1139086000,216698000,233178000,None,632749000,1028780000,115886000,None,692668000,172744000,519924000,21833000,5353000,16480000,49021000,59699000,1094676000,955892000,635208000,2698000,24671000,27736000,138784000,106537000,24671000,24671000,None,24671000,97733000,19760000,1042787000,154254000,537241000,1967000,59063486,CRTO
2024-03-31,USD,2206250000,1158437000,266862000,278088000,1,610676000,1047813000,116798000,None,696457000,175259000,521198000,22037000,10811000,11226000,50131000,60221000,1133651000,994979000,629634000,3230000,22647000,31848000,138672000,111907000,22647000,22647000,None,22647000,96410000,18388000,1041482000,204363000,543092000,2024000,61181001,CRTO
2023-12-31,USD,2431919000,1352562000,336341000,342311000,1,775589000,1079357000,126494000,246086000,705085000,180888000,524197000,22545000,16575000,5970000,48291000,60742000,1320528000,1180487000,838522000,10000,23315000,38787000,140041000,118449000,23315000,23315000,None,23315000,104552000,19082000,1079605000,161788000,555456000,2023000,61165663,CRTO
2023-09-30,USD,2140643000,1074943000,194857000,215948000,75000000,624562000,1065700000,134241000,None,692684000,174029000,518655000,37480000,15891000,21091000,42052000,49719000,1105793000,960941000,668550000,None,18004000,35296000,144852000,118300000,18004000,18004000,None,18004000,93115000,21688000,1005233000,212094000,504346000,2082000,63350663,CRTO
2023-06-30,USD,2128367000,1058601000,223183000,244334000,112737000,573463000,1069766000,143724000,None,701721000,179185000,522536000,37450000,16299000,21151000,45268000,49719000,1085355000,949016000,616590000,None,17790000,32180000,136339000,106902000,17790000,17790000,None,17790000,89447000,21022000,1012238000,214046000,527857000,2081000,63337453,CRTO
2023-03-31,USD,2191487000,1125149000,305662000,326830000,75001000,545840000,1066338000,146211000,None,702665000,179877000,524200000,32043000,10875000,21168000,58116000,50000000,1141298000,992916000,602180000,27000,16871000,33287000,148382000,114049000,16871000,16871000,None,16871000,109367000,26285000,1017585000,211400000,551922000,2081000,63316696,CRTO
2022-12-31,USD,2348894000,1260996000,348200000,373298000,25000000,708949000,1087898000,131207000,230170000,691123000,175983000,515140000,25098000,0,25098000,51866000,50818000,1267788000,1079993000,742918000,10000,17671000,31003000,187795000,108539000,17671000,17671000,None,17671000,83457000,69226000,1048041000,174293000,577653000,2079000,63248728,CRTO
2022-09-30,USD,2122570000,1045021000,307323000,317323000,25000000,576082000,1077549000,114493000,None,675245000,77464000,597781000,10384000,0,10000000,34347000,54478000,1045670000,863472000,576762000,None,12914000,30469000,182198000,108370000,12914000,12914000,None,12914000,60810000,65618000,1047469000,152889000,569218000,2125000,64985388,CRTO
2022-06-30,USD,1870844000,1190925000,562546000,572546000,1,490643000,679919000,124133000,None,400990000,78018000,322972000,12658000,0,10000000,39240000,None,760656000,666359000,400058000,684000,15091000,32110000,94297000,115094000,15091000,15091000,None,15091000,44390000,4859000,1079033000,148509000,577552000,2147000,65794032,CRTO
2022-03-31,USD,1915340000,1228826000,589343000,620730000,None,479636000,686514000,129164000,None,407566000,79441000,328125000,31387000,0,31387000,45460000,None,712817000,612515000,374601000,1059000,16714000,31373000,100302000,116065000,16714000,16714000,None,16714000,40149000,7676000,1168475000,137330000,619641000,2150000,65905394,CRTO
2021-12-31,USD,1983591000,1264168000,515527000,565826000,None,581988000,719423000,139961000,234680000,412326000,82627000,329699000,110598000,5000000,50299000,34182000,0,785271000,672548000,430245000,82000,17423000,34066000,112723000,127959000,17423000,17423000,None,17423000,39523000,9886000,1163131000,131560000,601588000,2149000,65883347,CRTO
2021-09-30,USD,1814493000,1095937000,497458000,543769000,None,439493000,718556000,150112000,None,419849000,89288000,330561000,56311000,10000000,46311000,23185000,None,663241000,549846000,349985000,380000,16080000,31309000,113395000,124168000,16080000,16080000,None,16080000,38818000,9864000,1116356000,122390000,534320000,2162000,66315019,CRTO
2021-06-30,USD,1842442000,1088457000,489521000,542992000,None,438703000,753985000,161971000,None,420853000,88558000,332295000,63471000,10000000,53471000,21841000,None,684373000,556735000,341047000,798000,18368000,37243000,127638000,141131000,18368000,18368000,None,18368000,40988000,13185000,1123567000,111823000,519893000,2173000,66697360,CRTO
2021-03-31,USD,1782635000,1059492000,520060000,537646000,None,416910000,723143000,168036000,None,402261000,79440000,322821000,45867000,28281000,17586000,22494000,None,638872000,557133000,347209000,988000,15529000,44501000,81739000,106375000,15529000,15529000,None,15529000,32693000,9807000,1109626000,87263000,510528000,2164000,66391906,CRTO
2020-12-31,USD,1853410000,1064550000,488011000,488011000,None,474055000,788860000,189505000,293354000,405549000,79744000,325805000,41809000,41809000,0,21405000,None,700723000,600331000,367025000,84000,14433000,48388000,100392000,131395000,1505000,14433000,None,1505000,33390000,5535000,1117142000,85570000,491359000,2161000,66272106,CRTO
2020-09-30,USD,1843368000,1051150000,626744000,626744000,None,335583000,792218000,195679000,None,397935000,78340000,319595000,23416000,43590000,23.42,19278000,None,781456000,668446000,293480000,379000,12314000,48691000,113010000,139251000,12314000,12314000,None,12314000,43299000,3333000,1028820000,92450000,452932000,2155000,66083172,CRTO
2020-06-30,USD,1804402000,999406000,578181000,578181000,None,329979000,804996000,195736000,None,394760000,78185000,316575000,22785000,42205000,None,17306000,None,769405000,643017000,280626000,75000,11913000,51414000,126388000,157208000,11913000,11913000,None,11913000,38982000,3256000,1002682000,90714000,452247000,2158000,66204881,CRTO
2020-03-31,USD,1675889000,909172000,436506000,436506000,None,364440000,766717000,181848000,None,395084000,79818000,315266000,105000,20373000,None,19832000,None,649281000,517058000,300315000,186000,66281000,47288000,132223000,161208000,18993000,18993000,None,18993000,35709000,2715000,995031000,79834000,450480000,2158000,66202881,CRTO
2019-12-31,USD,1790384000,1000461000,418763000,418763000,None,481732000,789923000,194161000,258518000,403986000,86886000,317100000,0,21747000,None,17225000,None,752396000,610339000,390277000,227000,62273000,45853000,142057000,163841000,2116000,16420000,None,2116000,35886000,5543000,1007267000,74900000,451725000,2158000,66197181,CRTO
