fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,7183063000,1747098000,440706000,440706000,127314000,1069611000,5450292000,191379000,None,4623102000,457087000,4166015000,None,None,-26515000,109467000,165697000,3531457000,1001098000,263535000,163248000,61250000,61250000,2534983000,380480000,1822873000,61250000,1761623000,1822873000,517689000,111417000,3651606000,1465305000,4480717000,4305000,22305000,CACI
2024-06-30,USD,6796101000,1374529000,133961000,133961000,118439000,1031311000,5421572000,195443000,379603000,4629198000,474354000,4154844000,None,None,None,90818000,178644000,3277894000,1078260000,287142000,144352000,61250000,112473000,2287069000,376269000,1542637000,61250000,1481387000,1542637000,538900000,112185000,3518207000,1465306000,4360540000,4304000,22301000,CACI
2024-03-31,USD,6804384000,1393526000,159226000,159226000,132685000,1013677000,5422154000,188226000,None,4628454000,490004000,4138450000,None,None,777000,87938000,178733000,3439020000,1084842000,363451000,137354000,61250000,61250000,2357177000,321324000,1692400000,61250000,1631150000,1692400000,660141000,252633000,3365229000,1465325000,4225883000,4304000,22296000,CACI
2023-12-31,USD,6658442000,1303804000,128851000,128851000,138553000,947452000,5365236000,190199000,None,4581077000,474964000,4106113000,None,None,1437999,88948000,164310000,3422818000,986126000,298544000,134254000,61250000,61250000,2442085000,323919000,1774663000,61250000,1713413000,1774663000,626332000,231553000,3235489000,1465364000,4110533000,4303000,22285000,CACI
2023-09-30,USD,6737471000,1366411000,125546000,125546000,140880000,1002638000,5380900000,196579000,None,4567494000,489126000,4078368000,None,None,2363000,238227000,185668000,3573438000,1100127000,356439000,133419000,53594000,53594000,2478924000,332675000,1789271000,53594000,1735677000,1789271000,562288000,194734000,3163898000,1453123000,4026663000,4293000,22226000,CACI
2023-06-30,USD,6600808000,1210037000,115776000,115776000,130591000,894946000,5390771000,199519000,327076000,4592540000,507835000,4084705000,None,None,17000,199315000,177127000,3376474000,993971000,198177000,143991000,45938000,45938000,2549550000,329432000,1696381000,45938000,1650443000,1696381000,611387000,177171000,3224199000,1261992000,3940616000,4292000,22797000,CACI
2023-03-31,USD,6651556000,1308642000,106789000,106789000,124381000,1004733000,5351767000,197549000,None,4590705000,524445000,4066260000,None,None,703000,197120000,159827000,3561916000,1064456000,323346000,114139000,38281000,38281000,2503274000,278344000,1803491000,38281000,1765210000,1803491000,594504000,148128000,3089505000,1262004000,3832849000,4292000,22793000,CACI
2022-12-31,USD,6554549000,1175178000,114738000,114738000,113769000,868629000,5388568000,195567000,None,4606892000,543058000,4063834000,None,None,1305000,191811000,168305000,3304303000,981648000,270768000,116535000,30625000,30625000,2328963000,296637000,1565586000,30625000,1534961000,1565586000,406629000,113919000,3250111000,1047328000,3732107000,4291000,23508000,CACI
2022-09-30,USD,6524882000,1125992000,136636000,136636000,110202000,794777000,5409197000,199817000,None,4614342000,561564000,4052778000,None,None,1952000,84377000,170478000,3376312000,965831000,229366000,110294000,30625000,30625000,2416256000,307391000,1627680000,30625000,1597055000,1627680000,394557000,92172000,3148435000,1047329000,3645006000,4283000,23422000,CACI
2022-06-30,USD,6629431000,1209638000,114804000,114804000,99362000,926144000,5419793000,205622000,274368000,4639676000,581385000,4058291000,None,None,337000,168690000,150823000,3575888000,1027361000,303443000,92362000,30625000,30625000,2605782000,315315000,1732773000,30625000,1702148000,1732773000,608483000,72096000,3053408000,1047329000,3555881000,4282000,23416000,CACI
2022-03-31,USD,6576749000,1193243000,125074000,125074000,97681000,857181000,5394431000,187363000,None,4671418000,601464000,4069954000,None,None,None,210988000,80449000,3615863000,927442000,218026000,112636000,30625000,30625000,2696327000,332338000,1853865000,30625000,1823240000,1853865000,574061000,77890000,2960751000,1047329000,3462912000,4282000,23413000,CACI
2021-12-31,USD,6750690000,1335061000,124103000,124103000,96439000,854415000,5426986000,190214000,None,4685656000,620688000,4064968000,None,None,None,356543000,72421000,3904980000,937019000,217795000,109453000,30625000,30625000,2975161000,355323000,2110456000,30625000,2079831000,2110456000,586346000,84003000,2845575000,1047329000,3367495000,4281000,23406000,CACI
2021-09-30,USD,6179310000,1242173000,104430000,104430000,86588000,774934000,4948064000,183864000,None,4209293000,501574000,3707719000,None,None,None,362809000,69789000,3424188000,836274000,119176000,87566000,46920000,46920000,2594929000,366492000,1694685000,46920000,1647765000,1694685000,589627000,136425000,2754987000,1047329000,3277196000,4271000,23306000,CACI
2021-06-30,USD,6172372000,1331176000,88031000,88031000,79696000,879851000,4841196000,190444000,231819000,4108684000,476106000,3632578000,None,None,None,363294000,70038000,3507094000,884801000,148636000,77744000,46920000,46920000,2672223000,424582000,1735839000,46920000,1688919000,1735839000,618338000,138352000,2665143000,976181000,3189087000,4268000,23554000,CACI
2021-03-31,USD,5970415000,1128685000,105591000,105591000,78570000,860720000,4851276000,184375000,None,4125137000,493062000,3632075000,None,None,None,162374000,48836000,3451021000,842891000,109695000,65866000,46920000,46920000,2614673000,377044000,1821991000,46920000,1775071000,1821991000,686276000,138420000,2519259000,976181000,3052110000,4267000,23551000,CACI
2020-12-31,USD,5851485000,995706000,102114000,102114000,77918000,747845000,4864437000,180258000,None,4141597000,510101000,3631496000,None,None,None,145747000,46190000,2967206000,772804000,60683000,75358000,46920000,46920000,2200987000,376039000,1418142000,46920000,1371222000,1418142000,665201000,127667000,2884144000,576181000,2931766000,4266000,25231000,CACI
2020-09-30,USD,5950368000,1100872000,124862000,124862000,76987000,820157000,4858014000,169115000,None,4148666000,526478000,3622188000,None,None,None,155853000,42227000,3178599000,753354000,79343000,83235000,46920000,46920000,2431761000,377742000,1614291000,46920000,1567371000,1614291000,627091000,155494000,2771634000,576181000,2825288000,4254000,25105000,CACI
