fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,303230000,197911000,30453000,113014000,59224000,14064000,105319000,23717000,None,12596000,6103000,6493000,124477000,41916000,82561000,11609000,2192000,35795000,18728000,4325000,None,None,3651000,17067000,18646000,2072000,None,2072000,18646000,10752000,None,267435000,None,113057000,141000,14131537,CLFD
2024-09-30,USD,315275000,229595000,16167000,130992000,66766000,21309000,85680000,23953000,20981000,12970000,6343000,6627000,139330000,24505000,114825000,10528000,2320000,39512000,24352000,6720000,None,0,3357000,15160000,16128000,2228000,None,2228000,18356000,14275000,None,275763000,None,114963000,142000,14229107,CLFD
2024-06-30,USD,318095000,236202000,25624000,123819000,74869000,27636000,81893000,21487000,None,12952000,6399000,6553000,122375000,24180000,98195000,9878000,1822000,43521000,28170000,9049000,None,0,8939000,15351000,16367000,2142000,None,None,24223000,10182000,None,274574000,None,115790000,142000,14238693,CLFD
2024-03-31,USD,315403000,257432000,15818000,142907000,83985000,21899000,57971000,22434000,None,12787000,6219000,6568000,133612000,6523000,127089000,8641000,991000,36195000,26376000,5914000,None,2159000,11851000,9819000,12859000,None,2159000,None,20949000,8611000,None,279208000,None,116237000,144000,14409995,CLFD
2023-12-31,USD,335629000,276618000,34484000,162836000,94613000,17363000,59011000,22870000,None,12597000,5982000,6615000,134857000,6505000,128352000,1806000,988000,35534000,24954000,7368000,None,2214000,6025000,10580000,13784000,None,5746000,None,15998000,11561000,None,300095000,None,122148000,149000,14939671,CLFD
2023-09-30,USD,355517000,296255000,37827000,168113000,98055000,28392000,59262000,21527000,15613000,12620000,6092000,6528000,136629000,6343000,130286000,1695000,1872000,40354000,29004000,8891000,None,2112000,12138000,11350000,14366000,None,8401000,None,22767000,22231025,None,315163000,None,127336000,153000,15254725,CLFD
2023-06-30,USD,361201000,303142000,31385000,162111000,105003000,31944000,58059000,21318000,None,12925000,6344000,6581000,137282000,6556000,130726000,4084000,1489000,49267000,36913000,11641000,None,2174000,14618000,12354000,15294000,None,10896000,None,26190000,21550000,None,311934000,None,124640000,153000,15262409,CLFD
2023-03-31,USD,361201000,300940000,137081000,157065000,100838000,39382000,56455000,21088000,None,13040000,6459000,6581000,28511000,8527000,19984000,3655000,899000,51996000,40050000,16676000,None,None,12008000,11946000,12476000,2181000,8475000,None,23132000,11366000,None,305399000,None,119422000,153000,15254711,CLFD
2022-12-31,USD,351797000,294145000,30313000,147851000,89705000,55139000,57652000,19730000,None,13033000,6488000,6545000,127831000,10293000,117538000,1450000,868000,57916000,45322000,18366000,None,None,7653000,12594000,13181000,2132000,4178000,None,19491000,19303000,None,293881000,None,109058000,152000,15218428,CLFD
2022-09-30,USD,229128000,160122000,16650000,22452000,82208000,53704000,69006000,18229000,11418000,12778000,6376000,6402000,28549000,22747000,5802000,1758000,582000,81546000,51694000,24118000,None,0,7776000,29852000,13797000,18666000,4391000,None,36854000,19799000,None,147582000,None,94803000,138000,13818452,CLFD
2022-06-30,USD,177947000,120071000,14192000,18086000,69341000,31594000,57876000,9567000,None,9400000,4691000,4709000,28888,24994000,3894000,1050000,553000,41173000,30693000,16243000,None,None,2774000,10480000,13254000,None,None,None,13254000,11676000,10480000,136774000,None,77812000,138000,13777682,CLFD
2022-03-31,USD,159968000,99017000,13923000,14662000,60918000,21836000,60951000,8701000,None,9196000,4487000,4709000,29187000,28448000,739000,1601000,620000,36539000,25345000,15024000,None,None,2758000,11194000,13952000,None,None,None,13952000,7563000,None,123429000,None,65067000,138000,13772581,CLFD
2021-12-31,USD,137764000,84044000,12682000,23055000,43574000,16330000,53720000,6574000,None,9256000,4547000,4709000,45565000,35192000,10373000,1085000,572000,23291000,22077000,12366000,None,None,702000,1214000,1916000,0,None,None,0,9009000,-1000,114474000,None,55830000,138000,13762463,CLFD
