fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,1059800000,312300000,188900000,188900000,None,-1600000,747500000,1700000,5200000,735600000,162200000,573400000,None,None,None,37000000,3300000,668700000,246500000,19000000,190200000,4200000,12000000,422700000,10300000,402800000,4200000,398600000,402800000,7600000,11500000,391100000,None,-655200000,2000000,203220000,EEX
2024-06-30,USD,1062600000,311300000,193200000,193200000,None,-1600000,751300000,1500000,5200000,738900000,171400000,567500000,None,None,None,24200000,3200000,655000000,233100000,12100000,175500000,4200000,8200000,422700000,11200000,402800000,4200000,398600000,402800000,8400000,10400000,407600000,None,-644100000,2000000,203926000,EEX
2024-03-31,USD,1080400000,326400000,186800000,186800000,1,-1500000,754000000,1600000,4900000,740700000,175000000,565700000,None,None,None,16500000,3400000,671900000,247400000,14200000,175300000,4200000,8200000,425300000,12000000,402900000,4200000,398700000,402900000,10500000,12300000,-90700000,None,-641300000,600000,63053000,EEX
2023-12-31,USD,1053900000,310900000,204200000,204200000,1,54700000,743000000,1500000,4700000,729000000,175100000,553900000,None,None,None,21500000,3700000,649300000,230100000,24100000,349500000,4200000,8200000,420000000,12900000,402900000,4200000,398700000,402900000,9300000,8500000,-92500000,None,-652300000,600000,62915000,EEX
2023-09-30,USD,1081000000,328300000,200300000,200300000,None,-1600000,752700000,1700000,4500000,736600000,182700000,553900000,None,None,None,49400000,3800000,651800000,231500000,12700000,175800000,4200000,8500000,421000000,14200000,403000000,4200000,398800000,403000000,8000000,9200000,-65700000,None,-634400000,600000,62890000,EEX
2023-06-30,USD,1072900000,314500000,204700000,204700000,None,-1500000,758400000,1900000,4200000,742000000,188100000,553900000,None,None,None,17600000,3400000,647600000,225500000,18600000,162400000,4200000,8600000,422600000,15000000,403100000,4200000,398900000,403100000,8500000,10000000,-67500000,None,-645100000,600000,62871000,EEX
2023-03-31,USD,1100500000,332900000,217300000,217300000,1,-1500000,767600000,2000000,4000000,752200000,198300000,553900000,None,None,None,10800000,3400000,668900000,230200000,17500000,161800000,None,4800000,439100000,14200000,414200000,None,414200000,414200000,8600000,12300000,-50900000,None,-637000000,600000,62845000,EEX
2022-12-31,USD,1098400000,331800000,239100000,239100000,None,53300000,766600000,2200000,3600000,750300000,204800000,545500000,None,None,None,17800000,3500000,659100000,222200000,20400000,303800000,None,4900000,437300000,15300000,413900000,0,413900000,413900000,14700000,10800000,-33100000,None,-644100000,700000,67588000,EEX
2022-09-30,USD,1250800000,467500000,366100000,366100000,1,-1500000,783300000,4000000,7200000,762200000,216700000,545500000,None,None,99900000,18600000,2600000,834500000,303200000,16800000,166700000,5700000,10600000,531700000,16400000,513300000,5700000,507600000,513300000,17100000,10200000,-46100000,None,-666500000,700000,67642000,EEX
2022-06-30,USD,1114700000,329100000,181700000,231700000,None,-1400000,785600000,4200000,6500000,764100000,226600000,537500000,50000000,None,50000000,17700000,2600000,787000000,257200000,15300000,143500000,5700000,10400000,536800000,16600000,514400000,5700000,508700000,514400000,17500000,7500000,-124800000,None,-759500000,700000,69284000,EEX
