fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,612690000,315361000,228843000,228843000,None,36839000,204679000,17827000,None,183423000,4738000,178685000,74823000,74823000,None,4263000,9144000,571639000,305426000,11311000,8230000,0,0,279571000,6921000,246013000,None,246013000,246013000,97765000,16596000,40815000,922666000,-1508914000,5000,39795909,GRPN
2024-09-30,USD,548014000,246611000,159710000,159710000,None,42708000,206254000,20326000,None,183855000,5170000,178685000,74823000,74823000,None,4486000,7705000,507804000,264248000,12749000,None,0,0,254817000,5106000,227650000,None,227650000,227650000,99237000,14973000,39994000,922666000,-1458265000,5000,39762909,GRPN
2024-03-31,USD,580526000,276896000,158717000,158717000,None,54433000,203014000,25793000,None,183564000,4879000,178685000,74823000,74823000,None,5752000,5309000,539101000,297306000,8892000,None,0,0,251407000,6232000,226862000,None,226862000,226862000,96528000,13482000,41168000,922666000,-1462158000,5000,38978215,GRPN
2023-12-31,USD,570956000,255583000,141563000,141563000,None,55722000,210020000,30530000,None,190089000,11404000,178685000,74823000,74823000,None,7797000,6095000,611268000,369154000,15016000,2700000,42776000,42776000,251487000,9503000,226470000,42776000,226470000,269246000,101939000,13262000,-40631000,922666000,-1449887000,4000,31853149,GRPN
2023-09-30,USD,523862000,169360000,86085000,86100000,34945000,43403000,224194000,36614000,None,191443000,12758000,178685000,93694000,93694000,15000,4927000,15855000,573131000,327420000,10475000,None,46700000,46700000,257098000,14256000,226081000,46700000,226081000,272781000,97855000,16569000,-49441000,922666000,-1477589000,4000,31838118,GRPN
2023-06-30,USD,587234000,192340000,118145000,118145000,22517000,42196000,231867000,43486000,None,193253000,14568000,178685000,119541000,119541000,None,9482000,18772000,612061000,364160000,20117000,None,46700000,46700000,259352000,21500000,225693000,46700000,225693000,272393000,119224000,16997000,-25018000,922666000,-1436231000,4000,31227017,GRPN
2023-03-31,USD,650643000,241737000,163757000,163757000,21291000,44308000,239992000,49373000,None,194922000,16237000,178685000,119541000,119541000,None,12381000,23157000,675121000,425805000,27537000,None,47700000,47700000,260346000,29009000,225307000,47700000,225307000,273007000,153678000,17482000,-24758000,922666000,-1423624000,4000,30806334,GRPN
2022-12-31,USD,793117000,367351000,281279000,281300000,None,51662000,249494000,56731000,None,196326000,17641000,178685000,119541000,119541000,21000,8583000,27491000,784259000,531440000,59568000,1600000,75000000,75000000,264032000,46835000,224923000,75000000,224923000,299923000,171452000,18586000,8475000,922666000,-1394477000,4000,30492879,GRPN
2022-09-30,USD,888971000,403250000,307998000,307998000,None,60037000,287056000,61117000,None,197480000,18795000,178685000,119541000,119541000,None,8260000,29419000,791857000,522130000,35195000,814000,110000000,110000000,293321000,53424000,224540000,110000000,224540000,334540000,151825000,30551000,96828000,922666000,-1339170000,4000,30399483,GRPN
2022-06-30,USD,916450000,410537000,315595000,315595000,28276000,57495000,290000000,63663000,None,199437000,20752000,178685000,119541000,119541000,None,9171000,29648000,794365000,493936000,27904000,2339000,60000000,60000000,324328000,76854000,224160000,60000000,224160000,284160000,113268000,31530000,121941000,922666000,-1282947000,4000,30188781,GRPN
2022-03-31,USD,1069153000,509169000,403006000,403006000,32454000,64298000,326831000,70575000,None,238556000,22801000,215755000,119541000,119541000,None,9411000,25598000,884311000,579281000,29155000,4560000,100000000,100000000,329007000,82986000,223781000,100000000,223781000,323781000,128215000,30583000,184732000,922666000,-1191720000,4000,29932723,GRPN
2021-12-31,USD,1157881000,588051000,498726000,498726000,None,44466000,423983000,70282000,None,240703000,24310000,216393000,119541000,119541000,None,9833000,25102000,947585000,630987000,22165000,7023000,100600000,100000000,340811000,0,222743000,100000000,223403000,322743000,239313000,34448000,209872000,922666000,-1156868000,4000,29713138,GRPN
2021-09-30,USD,1087871000,561592000,476782000,476782000,32265000,42443000,403345000,78114000,None,242709000,25810000,216899000,122934000,122934000,None,10102000,30551000,938374000,608314000,36666000,3868000,100000000,100000000,355623000,99211000,222220000,100000000,223028000,322220000,126816000,40657000,149293000,922666000,-1183558000,4000,29579138,GRPN
2021-06-30,USD,1108540000,647352000,565033000,565033000,20956000,44107000,424716000,80628000,None,245292000,27528000,217764000,36472000,36472000,None,17256000,34695000,1052704000,712748000,39943000,5786000,100000000,100000000,366312000,109131000,221697000,100000000,222654000,321697000,167173000,42604000,55556000,922666000,-1261665000,4000,29511126,GRPN
2021-03-31,USD,1402037000,763462000,676799000,676799000,20588000,50684000,532668000,82521000,None,246048000,28684000,217364000,36008000,36008000,None,15391000,34314000,1336417000,766891000,38609000,8857000,100000000,100000000,597484000,468000,440507000,100000000,441996000,540507000,190949000,44003000,65695000,922666000,-1258283000,4000,29058220,GRPN
2020-12-31,USD,1411507000,934026000,850587000,850587000,1280000,48435000,408209000,85284000,None,244850000,30151000,214699000,37671000,37671000,37671000,12024000,22734000,1303833000,938988000,33026000,11223000,204622000,200000000,391553000,730000,227638000,200000000,229490000,427638000,633733000,44428000,107675000,922666000,-1320886000,4000,28848779,GRPN
2020-09-30,USD,1349818000,876376000,778967000,778967000,4944000,59036000,358762000,88488000,None,243974000,30965000,213009000,35911000,35911000,35911000,17360000,26061000,1251295000,881364000,42210000,10635000,200000000,200000000,626189000,1126000,449044000,200000000,451386000,649044000,157778000,50096000,98608000,922666000,-1334864000,4000,28790843,GRPN
