fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-07-31,USD,151470000,55570000,16585000,16585000,15237000,8189000,95900000,10957000,None,48066000,24997000,23069000,None,None,None,1787000,21044000,69631000,48478000,6967000,34282000,None,3710000,12653000,16345000,8500000,None,None,8500000,20678000,None,81839000,None,-137554000,5000,26556754,OOMA
2024-04-30,USD,155235000,57382000,15585000,15585000,17263000,10833000,97853000,10648000,None,49537000,26468000,23069000,None,None,None,1781000,21072000,74247000,49413000,10803000,32982000,None,3725000,13334000,17042000,11500000,None,None,11500000,18411000,None,80988000,None,-135417000,5000,26224396,OOMA
2024-01-31,USD,159253000,63679000,17536000,17536000,19782000,9864000,95574000,9897000,21955000,51021000,27952000,23069000,None,None,0,1484000,17615000,81166000,51475000,7848000,34112000,None,3742000,13706000,None,16000000,None,None,16000000,22844000,15000,78087000,None,-133277999,5000,26000000,OOMA
2023-10-31,USD,162908000,65816000,18872000,18872000,21343000,9224000,97092000,9754000,None,52554000,29637000,22917000,None,None,0,1865000,17678000,85359000,53654000,6992000,34634000,None,3711000,13719000,13691000,18000000,None,None,18000000,21425000,14000,77549000,None,-130213000,5000,25469997,OOMA
2023-07-31,USD,136189000,75400000,28979000,29474000,22806000,8612000,60789000,9253000,None,17685000,9030000,8655000,None,None,495000,1111000,17722000,64984000,52275000,12505000,34816000,None,3686000,12726000,12692000,None,None,None,12692000,18693000,17000,71205000,None,-132498000,5000,25330545,OOMA
2023-04-30,USD,137735000,76051000,27390000,28377000,25320000,8734000,61684000,8448000,None,18377000,9722000,8655000,None,None,987000,926000,17972000,70112000,56102000,18872000,33306000,None,4165000,14010000,13987000,None,None,None,13987000,16435000,23000,67623000,None,-132769000,5000,25178008,OOMA
2023-01-31,USD,131005000,74605000,24137000,26860000,26246000,7131000,56400000,7996000,17960000,19118000,10463000,8655000,None,None,2723000,1866000,16584000,67861000,57404000,13462000,34494000,None,3617000,10488000,10426000,None,None,None,14043000,23109000,31000,63144000,None,-132443000,5000,25000000,OOMA
2022-10-31,USD,124514000,68228000,20037000,24532000,22021000,7125000,56240000,7662000,None,20156000,11256000,8900000,None,None,4495000,14550000,15640000,64686000,54108000,11827000,35030000,None,3671000,10617000,10539000,None,None,None,14210000,21134000,39000,59828000,None,-132026000,5000,24608685,OOMA
2022-07-31,USD,122982000,65104000,16192000,22469000,21075000,6592000,57878000,7698000,None,20385000,11690000,8695000,None,None,6277000,14968000,15132000,64682000,53558000,12968000,35468000,None,3711000,11172000,11076000,None,None,None,14787000,19193000,48000,58300000,None,-129216000,5000,24388275,OOMA
2022-04-30,USD,111221000,67835000,21653000,31780000,14356000,5622000,43386000,6992000,None,8145000,3881000,4264000,None,None,10127000,16077000,14254000,56427000,45536000,11946000,32900000,None,3248000,10949000,14081000,None,None,None,14081000,13950000,58000,54794000,None,-129554000,5000,24300000,OOMA
