fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-11-30,USD,338826000,202146000,6349000,6763000,96416000,79815000,137356000,32937000,None,73868000,38483000,35385000,22842000,22842000,414000,19695000,1908000,134271000,109235000,40961000,6640000,3837000,4359000,25558000,399000,14478000,3837000,15000000,18837000,38815000,2828000,246267000,39821000,7449000,262000,23160541,VOXX
2024-08-31,USD,421164000,226944000,3661000,4059000,113253000,65035000,194974000,44201000,None,120976000,56632000,64344000,23246000,23246000,398000,15743000,2922000,167004000,108004000,43895000,7101000,4469000,5152000,59683000,484000,50015000,4469000,50698000,55167000,38397000,2850000,290596000,39821000,51415000,262000,23125665,VOXX
2024-05-31,USD,412202000,207399000,4160000,4921000,116230000,65977000,205666000,44420000,None,128548000,65265000,63283000,24523000,24523000,761000,16759000,2798000,158814000,86226000,25895000,7772000,4162000,4948000,73374000,559000,63684000,4162000,64470000,68632000,36601000,2147000,288704000,39821000,49003000,262000,23139876,VOXX
2024-02-29,USD,444006000,235868000,10986000,11814000,128471000,73496000,209938000,45070000,79091000,132697000,68766000,63931000,22208000,22208000,828000,20820000,2794000,187706000,96983000,35076000,8229000,500000,1390000,81796000,644000,71881000,500000,72771000,73271000,38238000,2170000,294867000,39573000,58272000,262000,23182158,VOXX
2023-11-30,USD,498389000,274096000,10393000,11302000,146244000,95846000,224882000,45857000,None,148882000,84760000,64122000,22432000,22432000,909000,20259000,2831000,219666000,151676000,35818000,7436000,500000,1493000,59166000,319000,47088000,500000,48081000,48581000,41073000,2120000,316288000,38940000,79232000,268000,23270834,VOXX
2023-08-31,USD,493017000,266046000,5934000,6868000,174195000,65022000,227639000,45931000,None,150770000,86473000,64297000,22597000,22597000,934000,19816000,3067000,213860000,151520000,36786000,7786000,500000,1596000,53619000,366000,41213000,500000,42309000,42809000,40036000,2146000,315656000,37257000,77320000,268000,23462575,VOXX
2023-05-31,USD,508941000,278679000,5235000,6133000,184355000,66634000,230456000,46298000,None,153485000,88525000,64960000,23083000,22936000,898000,20401000,2892000,215459000,161948000,46874000,8527000,1568000,2708000,46084000,31000,33947000,1568000,35087000,36655000,41220000,2216000,327420000,34398000,87259000,268000,23795718,VOXX
2023-02-28,USD,519451000,285021000,6134000,7187000,175129000,82914000,236144000,47044000,73344000,155745000,90437000,65308000,23278000,23071000,1053000,19817000,3720000,210610000,153387000,35099000,8808000,500000,1681000,51087000,63000,37513000,500000,38694000,39194000,41856000,2947000,342984000,30285000,99122000,268000,24078129,VOXX
2022-11-30,USD,566406000,321833000,8477000,9644000,192996000,92020000,244905000,47903000,None,165368000,92993000,72375000,23773000,23611000,1167000,119843000,3748000,237899000,167465000,48734000,8346000,500000,1357000,65223000,94000,45860000,500000,46717000,47217000,44486000,3144000,362215000,27913000,117251000,268000,24389375,VOXX
2022-08-31,USD,546822000,301165000,4326000,5551000,192931000,80593000,245806000,48441000,None,166011000,94599000,71412000,23494000,23410000,1225000,19569000,3651000,223029000,163976000,50851000,8894000,500000,1420000,55052000,2924000,36321000,500000,37241000,37741000,43966000,3177000,356621000,25138000,109830000,268000,24423577,VOXX
2022-05-31,USD,541097000,290133000,5733000,6955000,181187000,82862000,251186000,49813000,None,170048000,97541000,72507000,23232000,23232000,1222000,19602000,3577000,204558000,168157000,54113000,9259000,500000,1484000,33693000,39000,14858000,500000,15842000,16342000,46923000,3279000,369023000,25138000,120046000,268000,24412462,VOXX
2022-02-28,USD,586664000,330772000,27788000,29019000,174922000,106056000,257418000,49794000,67439000,175770000,101450000,74320000,22579000,22579000,1231000,21340000,3245000,236501000,204016000,76665000,9785000,2406000,3452000,33531000,78000,9786000,2406000,10832000,13238000,53974000,3508000,381102000,25138000,126573000,267000,24311464,VOXX
2021-11-30,USD,603115000,345098000,21162000,22602000,166361000,132209000,258391000,50692000,None,178206000,111293000,66913000,24068000,24068000,1440000,24935000,946000,253983000,220926000,78274000,8371000,2091000,3200000,34166000,117000,9925000,2091000,11034000,13125000,64782000,5790000,378484000,25138000,123812000,267000,24289909,VOXX
2021-08-31,USD,534822000,310444000,41051000,42595000,145711000,90708000,224853000,51022000,None,144150000,87192000,56958000,24001000,24001000,1544000,32539000,798000,156648000,133812000,58006000,3698000,1328000,2502000,24010000,155000,5192000,1328000,6366000,7694000,47742000,4701000,408102000,25138000,151933000,267000,24281220,VOXX
2021-05-31,USD,525838000,297592000,36710000,38395000,137723000,95855000,228823000,51659000,None,146107000,88699000,57408000,26515000,24830000,1685000,26864000,990000,144840000,121615000,46320000,4005000,500000,1729000,24454000,229000,5260000,500000,6489000,6989000,47893000,4422000,410042000,23918000,151622000,267000,24266242,VOXX
2021-02-28,USD,550818000,319339000,59404000,61181000,130793000,106479000,233954000,52026000,61923000,148415000,90104000,58311000,26821000,25044000,1777000,22266000,1323000,171489000,146796000,61826000,4178000,500000,1152000,25345000,302000,5962000,500000,6614000,7114000,53392000,5255000,407420000,23918000,148906000,267000,24215705,VOXX
2020-11-30,USD,567989000,333851000,21337000,23164000,138607000,155573000,234967000,52124000,None,151725000,92797000,58928000,25836000,24009000,1827000,17880000,1413000,198500000,170817000,80177000,4412000,500000,1266000,28449000,386000,5973000,500000,6739000,7239000,55695000,5570000,396909000,23918000,139458000,267000,24197786,VOXX
2020-08-31,USD,528505000,292213000,45889000,47727000,126407000,105180000,237260000,52846000,None,152733000,94350000,58383000,25981000,24143000,1838000,14294000,1524000,177254000,129531000,58376000,5556000,959000,1839000,48603000,490000,26319000,959000,27199000,28158000,45743000,6130000,378052000,23918000,121207000,267000,24224478,VOXX
2020-05-31,USD,462072000,241381000,69039000,70780000,105409000,55305000,221820000,50705000,None,142193000,87193000,55000000,24766000,23025000,1741000,10885000,1541000,119802000,79830000,32146000,0,1116000,1926000,40782000,594000,26180000,1116000,26990000,28106000,34552000,3427000,368371000,23918000,113867000,267000,24224478,VOXX
2020-02-29,USD,441571000,217820000,37425000,39707000,99110000,70040000,227327000,51424000,56139000,143288000,88288000,55000000,26488000,24206000,2282000,10885000,1638000,90861000,71022000,22096000,0,1107000,2122000,20854000,720000,6099000,1107000,7114000,8221000,34046000,3294000,376179000,23918000,122139000,266000,24201874,VOXX
2019-11-30,USD,496650000,248020000,32156000,34710000,111089000,93574000,248630000,51350000,1041000,168791000,114006000,54785000,26497000,23943000,2554000,10623000,1695000,111509000,91507000,34445000,0,1165000,2385000,16301000,855000,6019000,1165000,7239000,8404000,37158000,2401000,399109000,23216000,143934000,266000,24418313,VOXX
2019-08-31,USD,492383000,233443000,39294000,41812000,114568000,68737000,258940000,59864000,1130000,170554000,115769000,54785000,26724000,24206000,2518000,9605000,1937000,107743000,88908000,33844000,0,6665000,8091000,16246000,974000,5958000,6665000,7384000,14049000,36352000,2481000,397865000,22159000,141470000,266000,24481477,VOXX
2019-05-31,USD,498020000,236024000,60004000,62998000,103275000,62132000,261996000,59695000,1062000,172373000,117588000,54785000,24866000,2994000,2994000,9572000,2816000,106036000,86594000,32349000,None,8554000,10184000,18979000,404000,5859000,8554000,7489000,16043000,34395000,3074000,405779000,21176000,147434000,264000,24355791,VOXX
2019-02-28,USD,508811000,246385000,58236000,58236000,102379000,74471000,262426000,60493000,54557000,174234000,119449000,54785000,24831000,2858000,2858000,10449000,2877000,113710000,95216000,31143000,0,10021000,11858000,20331000,516000,5776000,10021000,7613000,17634000,39129000,2981000,407672000,21176000,148582000,264000,24355791,VOXX
2018-11-30,USD,560724000,281733000,48718000,48718000,118816000,97591000,278991000,61200000,None,189826000,135041000,54785000,24826000,3243000,None,28598000,2590000,127422000,99267000,37097000,None,10417000,10417000,30198000,628000,5754000,10417000,7797000,5754000,33776000,3014000,444086000,21176000,185142000,264000,24355791,VOXX
2018-08-31,USD,550228000,270250000,44191000,47303000,124415000,69431000,279978000,59467000,None,191624000,136839000,54785000,25161000,3649000,3112000,30041000,3165000,126461000,91474000,38657000,None,8153000,8153000,37236000,742000,7974000,8153000,10223000,7974000,30318000,3018000,432909000,21176000,172931000,264000,24355791,VOXX
2018-05-31,USD,560939000,253370000,49827000,52660000,118344000,66254000,307569000,63835000,None,203060000,148275000,54785000,25060000,3373000,2833000,17228000,15050000,114799000,86198000,34357000,None,8010000,8010000,31054000,852000,8153000,8010000,10606000,8153000,32660000,3085000,453584000,21176000,193734000,264000,24316103,VOXX
2018-02-28,USD,575644000,265859000,51740000,55360000,117992000,81674000,309785000,65259000,53041000,205105000,150320000,54785000,4167000,4167000,3620000,14007000,13373000,125526000,95387000,34700000,None,7730000,7730000,32798000,699000,8476000,7730000,11135000,8476000,36350000,3187000,455948000,21176000,194673000,278000,24493333,VOXX
2017-11-30,USD,586698000,274435000,37514000,37514000,125389000,94574000,312263000,65959000,None,206342000,151703000,54639000,9040000,9040000,None,16390000,8483000,148561000,101756000,36203000,None,7675000,7675000,49669000,774000,8583000,7675000,11447000,8583000,36638000,3185000,442055000,21176000,182089000,278000,24238493,VOXX
