fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,2413789000,918158000,147280000,147280000,296704000,434146000,1496158000,1201946000,1450014000,142270000,46377000,95893000,None,25121000,None,40028000,57147000,1194424000,721293000,257067000,271000,339846000,339846000,473131000,55934000,688516000,339846000,348670000,688516000,124380000,57851000,1219365000,187934000,1279197000,27149000,22836000,SCL
2024-06-30,USD,2348590000,867140000,124708000,124708000,266011000,437349000,1482100000,1195117000,1416560000,142029000,47652000,94377000,None,24076000,None,39072000,51092000,1156154000,655195000,251191000,481000,282350000,282350000,500959000,56665000,657058000,282350000,374708000,657058000,121654000,59362000,1192436000,187778000,1264027000,27142000,22827000,SCL
2024-03-31,USD,2373147000,869806000,125775000,125775000,257118000,446569000,1504113000,1205634000,1399585000,146873000,50564000,96309000,None,23466000,None,40344000,55885000,1158625000,628853000,256880000,931000,245861000,259399000,529772000,59063000,645982000,245861000,400121000,645982000,112574000,60331000,1214522000,187611000,1262937000,27125000,22824000,SCL
2023-12-31,USD,2363354000,851883000,129823000,129823000,265558000,422050000,1512366000,1206665000,1378393000,150013000,52571000,97442000,None,26804000,None,34452000,57343000,1146864000,607870000,233031000,7335000,252898000,252898000,599850000,58026000,654146000,252898000,401248000,654146000,121941000,69347000,1216490000,184412000,1257466000,27006000,22798000,SCL
2023-09-30,USD,2333529000,849436000,105508000,105508000,284546000,418218000,1485110000,1179972000,1366548000,150074000,53548000,96526000,None,24528000,None,41164000,64185000,1130758000,582077000,242628000,478000,227014000,227014000,548681000,53653000,649389000,227014000,422375000,649389000,582077000,63504000,1202771000,184372000,1267048000,26989000,22786000,SCL
2023-06-30,USD,2430818000,938722000,133929000,133929000,339961000,423399000,1492756000,1165784000,1351244000,155024000,56501000,98523000,None,25029000,None,41433000,78057000,1215721000,642037000,287567000,647000,244360000,244360000,573684000,55923000,682629000,244360000,438269000,682629000,110110000,70421000,1215097000,184365000,1262639000,26978000,22768000,SCL
2023-03-31,USD,2445937000,1006524000,126956000,126956000,368372000,470275000,1440135000,1120129000,1323476000,154750000,57402000,97348000,None,23254000,None,40921000,75285000,1256024000,662744000,289126000,797000,257298000,257298000,593280000,53713000,711040000,257298000,453742000,711040000,116320000,76356000,1189913000,184194000,1258112000,26958000,22757000,SCL
2022-12-31,USD,2433172000,1044802000,173750000,173750000,402531000,436914000,1389056000,1073297000,1297255000,153948000,58026000,95922000,None,23294000,None,31607000,75291000,1267107000,670649000,375726000,9501000,132111000,132111000,660873000,50559000,587140000,132111000,455029000,587140000,162812000,80691000,1166065000,180596000,1250130000,26841000,22685000,SCL
2022-09-30,USD,2336770000,1072747000,165686000,165686000,397602000,476198000,1264757000,977600000,1268000000,149109000,57289000,91820000,None,23928000,None,33261000,51449000,1206531000,603245000,350083000,1028000,98154000,111125000,603286000,50013000,564920000,98154000,466766000,564920000,142037000,75396000,1130239000,177664000,1247411000,26829000,22753000,SCL
2022-06-30,USD,2288799000,1087367000,194585000,194585000,340712000,518750000,1202215000,919534000,1263159000,148108000,54956000,93152000,None,24914000,None,33320000,43351000,1163088000,638228000,366233000,1606000,142489000,155918000,524860000,53118000,525992000,142489000,383503000,525992000,116077000,76864000,1125711000,172322000,1215500000,26825000,22792000,SCL
2022-03-31,USD,2272596000,1081871000,236041000,236041000,308423000,504474000,1191537000,892581000,1256479000,156327000,58770000,97557000,None,29169000,None,32933000,45289000,1155858000,611062000,350754000,1878000,139354000,153074000,544796000,54636000,537114000,139354000,397760000,537114000,107234000,81437000,1116738000,165239000,1170846000,26814000,22896000,SCL
2021-12-31,USD,2065612000,913368000,159186000,159186000,305538000,419542000,1152954000,850604000,1240353000,157971000,60784000,97187000,None,34495000,None,29102000,39562000,991419000,500476000,323362000,11355000,40718000,40718000,572202000,56668000,363580000,40718000,322862000,363580000,500476000,98922000,1074193000,153702000,1133550000,26761000,22865000,SCL
2021-09-30,USD,1955939000,839213000,105268000,105268000,290934000,413576000,1117399000,799396000,1237810000,161012000,62800000,98212000,None,32542000,None,29435000,52566000,898643000,491065000,314459000,921000,47656000,47656000,405857000,58905000,279840000,47656000,232184000,279840000,128950000,106131000,1057296000,153585000,1124066000,26753000,22898000,SCL
