fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,1742119000,940745000,328647000,577194000,None,258734000,762109000,39265000,None,635753000,94461000,541292000,248547000,None,248547000,104817000,13303000,1342165000,738092000,None,833187000,None,6801000,604073000,63025000,1084205000,None,356705000,1084205000,5154000,8329000,399954000,114911000,-861336000,1224000,119758000,TENB
2024-09-30,USD,1634419000,843530000,312207000,548449000,None,192648000,751109000,39780000,None,640766000,99474000,541292000,236242000,None,236242000,102433000,13811000,1229864000,657117000,None,747452000,None,6099000,572747000,49805000,1085771000,None,357334000,1085771000,6205000,8195000,404555000,64925000,-863204000,1213000,119169000,TENB
2024-06-30,USD,1576349000,774889000,233467000,487003000,None,179612000,767612000,41448000,None,645780000,104488000,541292000,261136000,7600000,253536000,108274000,14776000,1212788000,638242000,None,725798000,None,8796000,574546000,51476000,1087344000,None,357969000,1087344000,5832000,8051000,363561000,64925000,-853993000,1205000,118681000,TENB
2024-03-31,USD,1567022000,782756000,259977000,510771000,None,156804000,738685000,45581000,None,620888000,102349000,518539000,250794000,None,250794000,115181000,15656000,1208074000,634843000,None,722708000,None,8639000,573231000,52302000,1088934000,None,358622000,1088934000,5069000,8159000,358948000,39925000,-839421000,1196000,117542000,TENB
2023-12-31,USD,1606871000,805473000,237132000,473972000,1,220060000,755962000,45436000,None,625556000,107017000,518539000,246240000,9400000,236840000,111441000,23177000,1260527000,675838000,None,750497000,None,8642000,584689000,54029000,1094281000,None,359281000,1094281000,5655000,7632000,346344000,14934000,-825035000,1175000,116731000,TENB
2023-09-30,USD,1524446000,971067000,445316000,692974000,46132000,179432000,509283000,44076000,None,382669000,66169000,316500000,247658000,None,247658000,52529000,25213000,1180773000,600743000,None,681458000,None,5655000,580030000,55037000,743379000,None,359941000,743379000,4986000,7621000,343673000,None,-803387000,1165000,116470000,TENB
2023-06-30,USD,1465839000,899721000,376059000,645546000,45036000,154436000,521354000,44764000,None,385744000,69224000,316520000,269487000,None,269487000,54703000,33940000,1151278000,577071000,None,650194000,None,5620000,574207000,56625000,744984000,None,360609000,744984000,6177000,7598000,314561000,None,-787822000,1156000,115529000,TENB
2023-03-31,USD,1423277000,851053000,360434000,616687000,44045000,123855000,527132000,45092000,None,388816000,72296000,316520000,256253000,None,256253000,66466000,36604000,1131598000,559951000,None,642068000,None,5958000,571647000,57046000,746599000,None,361287000,746599000,5259000,7280000,291679000,None,-771848000,1147000,114743000,TENB
2022-12-31,USD,1439530000,857167000,300866000,567435000,44270000,187341000,535637000,46726000,None,391876000,75376000,316520000,281569000,None,266569000,58121000,38008000,1168664000,584160000,None,664602000,None,5821000,584504000,58432000,751970000,None,361970000,751970000,4882000,7436000,270866000,0,-746751000,1131000,113056000,TENB
2022-09-30,USD,1349737000,785821000,288179000,548011000,None,147944000,518157000,45759000,None,395243000,78456000,316787000,259832000,None,259832000,89866000,23327000,1089882000,520944000,None,593712000,None,5576000,568938000,59322000,749867000,None,362679000,749867000,4114000,6664000,259855000,None,-725264000,1124000,112401000,TENB
2022-06-30,USD,1275042000,710374000,267859000,510906000,None,109354000,564668000,43372000,None,398323000,81536000,316787000,243047000,None,243047000,90114000,26737000,1037517000,483065000,None,548055000,None,5014000,554452000,57172000,751529000,None,363404000,751529000,4592000,6213000,237525000,None,-706534000,1116000,111574000,TENB
2022-03-31,USD,1237875000,722231000,287455000,526100000,None,96381000,515644000,39598000,None,353795000,73221000,280574000,238645000,None,238645000,99750000,25802000,1010907000,463805000,None,527508000,None,3564000,547102000,57249000,753126000,None,364063000,753126000,3162000,6632000,226968000,None,-679035000,1103000,110287000,TENB
2021-12-31,USD,1248819000,749438000,278000000,512292000,None,136601000,499381000,36833000,None,333150000,71536000,261614000,234292000,None,234292000,100545000,31230000,1033506000,483882000,None,530885000,None,2320000,549624000,57366000,758478000,None,364728000,758478000,3759000,6463000,215313000,None,-654529000,1089000,108929000,TENB
2021-09-30,USD,1158490000,846758000,435854000,651895000,None,115421000,275677000,36055000,None,167594000,40889000,126705000,216041000,None,216041000,79442000,22399000,960433000,420358000,None,476957000,None,6857000,540075000,59738000,755387000,None,365387000,755387000,1883000,7158000,198057000,None,-643484000,1074000,107360000,TENB
2021-06-30,USD,744767000,436462000,135927000,261038000,None,100483000,270898000,37407000,None,169315000,42610000,126705000,125111000,None,125111000,74941000,18473000,559312000,387628000,None,444874000,None,5355000,171684000,57383000,None,None,None,57383000,274000,8888000,185455000,None,-627238000,1065000,106510000,TENB
2021-03-31,USD,700847000,497659000,228386000,340331000,None,82822000,203174000,38910000,None,67014000,12614000,54400000,111945000,None,111945000,74506000,13522000,528908000,366850000,None,428862000,None,4298000,162058000,57499000,None,None,None,57499000,1097000,5108000,171939000,None,-615600000,1055000,105513000,TENB
2020-12-31,USD,690589000,483793000,178223000,291846000,None,115342000,206796000,38920000,None,67607000,13193000,54414000,113623000,None,113623000,76605000,14110000,539924000,374902000,None,434510000,None,3815000,165022000,58344000,None,None,0,58344000,1028000,4802000,150665000,None,-607852000,1037000,103715000,TENB
2020-09-30,USD,623835000,420976000,141387000,269107000,None,87502000,202859000,39960000,21912000,67909000,13771000,54138000,127720000,None,127720000,64367000,11807000,492708000,338290000,None,390202000,None,6312000,154418000,61957000,None,None,None,61957000,1126000,4931000,131127000,None,-605916000,1028000,102755000,TENB
2020-06-30,USD,575836000,379801000,136467000,242101000,None,81782000,196035000,35144000,19892000,68488000,14350000,54138000,105634000,None,105634000,55918000,9779000,464668000,320781000,429000,365309000,None,5347000,143887000,54025000,None,None,None,54025000,783000,4853000,111168000,None,-600058000,1011000,101127000,TENB
2020-03-31,USD,549574000,355454000,107769000,226693000,None,74378000,194120000,30534000,19414000,69067000,14929000,54138000,118924000,None,118924000,54383000,11245000,449198000,318829000,4404000,358091000,4866000,4866000,130369000,45167000,None,4866000,None,45167000,750000,2893000,100376000,None,-588098000,1000000,100003000,TENB
2019-12-31,USD,558612000,362962000,74363000,212267000,None,94827000,195650000,26847000,17710000,69646000,15508000,54138000,137904000,None,137904000,55868000,12544000,459707000,327643000,1732000,363127000,5209000,5209000,132064000,45872000,None,5209000,None,45872000,1284000,2622000,98905000,None,-565121000,986000,98587000,TENB
2019-09-30,USD,532212000,424993000,171303000,296636000,None,81201000,107219000,18525000,16530000,None,None,None,125333000,None,125333000,47156000,9855000,409024000,285169000,795000,329375000,3970000,3970000,123855000,41758000,None,3970000,None,41758000,701000,2677000,123188000,None,-526816000,980000,97960000,TENB
2019-06-30,USD,480769000,411130000,185663000,296964000,None,68983000,60438000,14949000,15815000,None,None,None,111301000,None,111301000,45183000,8490000,359810000,270205000,2207000,None,None,3961000,83046000,10520000,None,None,None,10520000,538000,2940000,120959000,None,-509176000,968000,96808000,TENB
2019-03-31,USD,466391000,400429000,167966000,298980000,None,56975000,56133000,12714000,14650000,None,None,None,131014000,None,131014000,44474000,7446000,338182000,250783000,1287000,None,None,3981000,79933000,11447000,7466000,3981000,None,11447000,653000,2536000,128209000,None,-487548000,962000,96203000,TENB
2018-12-31,USD,460612000,396788000,165116000,283235000,None,68261000,55720000,11348000,13186000,692000,427000,265000,118119000,None,118119000,45292000,7118000,338849000,254304000,171000,289903000,4262000,4262000,78490000,None,6055000,4248000,0,10317000,1079000,2231000,121763000,None,-466108000,931000,93126000,TENB
2018-09-30,USD,454198000,381305000,253026000,287151000,None,59035000,49347000,10872000,11991000,843000,578000,265000,None,None,34125000,35119000,5149000,321637000,220317000,538000,None,None,26304000,101320000,None,23096000,None,23096000,23096000,1897000,4104000,132561000,None,-446494000,930000,93040000,TENB
2018-06-30,USD,169358000,105987000,23655000,23655000,None,49930000,63371000,11240000,10869000,994000,729000,265000,None,None,None,32402000,7157000,289968000,200990000,1457000,None,None,23324000,88978000,None,11803000,11803000,11803000,11803000,1932000,4315000,-398724000,None,-425625000,250000,24951000,TENB
