fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,607102000,472721000,162314000,227954000,None,282324000,134381000,12383000,8368000,16837000,1303000,15534000,65640000,None,65640000,9443000,2977000,185040000,168627000,95097000,None,None,2859000,16413000,19272000,None,None,None,19272000,5299000,None,422062000,303889000,144307000,9000,85310698,PGNY
2024-09-30,USD,659972000,546302000,91480000,235720000,None,340224000,113670000,11928000,None,17244000,1448000,15796000,144240000,None,144240000,29858000,3302000,225096000,208471000,130463000,None,None,None,16625000,16625000,None,None,None,16625000,78008000,None,434876000,250825000,133775000,9000,88343258,PGNY
2024-06-30,USD,698632000,582243000,94960000,262188000,None,370296000,116389000,10637000,None,17085000,1479000,15606000,167228000,None,167228000,26259000,2980000,242439000,225375000,151747000,None,None,2802000,17064000,17064000,None,None,None,19866000,73628000,None,456193000,188865000,123354000,9000,90711413,PGNY
2024-03-31,USD,794304000,681512000,114959000,371831000,1,362109000,112792000,10234000,None,11880000,None,11880000,256872000,None,256872000,12472000,3228000,222700000,205919000,130171000,None,None,2508000,16781000,16781000,None,None,None,19289000,75748001,None,571604000,27367000,106869000,9000,96115816,PGNY
2023-12-31,USD,756620000,640407000,97296000,371087000,1,286969000,116213000,10213000,5301000,11880000,0,11880000,273791000,None,273791000,27451000,3395000,203191000,185950000,125426000,None,None,2149000,17241000,19390000,None,None,None,19390000,1183000,None,553429000,1009000,89971000,9000,96348522,PGNY
2023-09-30,USD,726512000,611272000,158075000,335552000,None,318166000,115240000,9716000,None,11880000,0,11880000,177477000,None,177477000,6954000,3589000,211119000,193419000,132040000,None,None,1790000,17700000,17700000,None,None,None,17700000,61379000,None,515393000,1009000,76501000,9000,95764690,PGNY
2023-06-30,USD,681537000,561130000,170570000,282495000,1,310458000,120407000,9497000,None,11880000,0,11880000,111925000,None,111925000,13677000,3514000,212038000,193900000,130160000,None,None,1451000,18138000,18138000,None,None,None,18138000,63740000,18138000,469499000,1009000,60603000,9000,95165253,PGNY
2023-03-31,USD,649724000,527079000,155320000,207889000,None,362245000,122645000,8883000,None,11880000,0,11880000,52569000,None,52569000,5945000,3773000,225323000,206867000,145623000,None,None,1231000,18456000,18456000,None,None,None,18456000,61244000,18456000,424401000,1009000,45612000,9000,94319215,PGNY
2022-12-31,USD,542986000,433856000,120078000,189300000,None,282967000,109130000,8371000,3119000,11979000,99000,11880000,69222000,None,69222000,4489000,3988000,166018000,159536000,109287000,None,None,1231000,6482000,6482000,None,None,None,7713000,1169000,6482000,376968000,1009000,27934000,9000,93301156,PGNY
2022-09-30,USD,510444000,401866000,72520000,140993000,1,323735000,108578000,7201000,None,12103000,223000,11880000,68473000,None,68473000,2838000,4126000,163588000,156868000,104163000,None,None,None,6720000,6720000,None,None,None,6720000,52705000,6720000,346856000,1009000,24526000,9000,92633184,PGNY
2022-06-30,USD,462876000,356378000,54730000,122385000,1,266064000,106498000,6276000,None,12228000,348000,11880000,67655000,None,67655000,4129000,4291000,151852000,144897000,92655000,None,None,None,6955000,6955000,None,None,None,6955000,52242000,6955000,311024000,1009000,11315000,9000,92056816,PGNY
2022-03-31,USD,415525000,309026000,38821000,105676000,None,229420000,106499000,5827000,None,12353000,473000,11880000,66855000,None,66855000,5230000,4307000,135906000,128717000,84677000,None,None,None,7189000,7189000,None,None,None,7189000,44040000,7189000,279619000,1009000,2547000,9000,91741481,PGNY
2021-12-31,USD,358065000,258539000,91413000,119418000,None,158257000,99526000,5027000,2563000,12479000,599000,11880000,28005000,None,28005000,4564000,2941000,106243000,98824000,61399000,None,None,1231000,7419000,8650000,None,None,None,7419000,2172000,7419000,251822000,1009000,-2424000,9000,91088781,PGNY
2021-09-30,USD,336682000,254424000,92224000,114310000,None,159981000,82258000,4702000,None,12603000,723000,11880000,22086000,None,22086000,4933000,1101000,112569000,104484000,55425000,None,None,None,8085000,7647000,None,None,None,7647000,49059000,438000,224113000,1009000,-17504000,9000,90008810,PGNY
2021-06-30,USD,312075000,238491000,48747000,93968000,None,166367000,73584000,3931000,None,12728000,848000,11880000,45221000,None,45221000,3756000,536000,107534000,98785000,54678000,None,None,None,8749000,7873000,None,None,None,7873000,44107000,876000,204541000,1009000,-34300000,9000,89360084,PGNY
2021-03-31,USD,294588000,227799000,29820000,106915000,None,139866000,66789000,3583000,None,12853000,973000,11880000,77095000,None,77095000,4218000,556000,109970000,100998000,57306000,None,None,3123000,8972000,8096000,None,None,None,8096000,43692000,876000,184618000,1009000,-53027000,9000,86542919,PGNY
2020-12-31,USD,253927000,190222000,70305000,109299000,None,92064000,63705000,3400000,1876000,13093000,1213000,11880000,38994000,None,38994000,5259000,573000,86980000,77786000,43514000,None,None,3123000,9194000,8318000,None,None,None,8318000,34272000,876000,166947000,1009000,-68193000,9000,87054329,PGNY
