fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,4617547000,2389715000,228131000,228131000,1787744000,363434000,2239832000,1615635000,902031000,439493000,12000000,427493000,None,None,None,18958000,73296000,2475998000,1650119000,244018000,109751000,38476000,1135541000,805525000,92235000,408440000,1081199000,408440000,408440000,160809000,28060000,2141549000,136235000,1698614000,824000,79598000,RUSHA
2024-09-30,USD,4648471000,2460393000,185073000,185073000,1964835000,282553000,2188078000,1568056000,None,430004000,None,430004000,None,None,None,21027000,73933000,2565342000,1752032000,173777000,87114000,38693000,1396129000,793482000,92061000,399674000,1285033000,399674000,1933780000,39464000,29712000,2083129000,129644000,1638257000,820000,79216000,RUSHA
2024-06-30,USD,4506526000,2377701000,167266000,167266000,1894214000,286848000,2128825000,1522808000,None,419303000,None,419303000,None,None,None,23338000,71211000,2503132000,1697901000,166630000,95835000,40076000,1338971000,785691000,97134000,396562000,1226651000,396562000,1878017000,47005000,29586000,2003394000,129415000,1573316000,816000,78270000,RUSHA
2024-03-31,USD,4629006000,2517001000,155905000,155905000,2031775000,303444000,2112005000,1501066000,None,419728000,None,419728000,None,None,None,20377000,71882000,2693504000,1757329000,181079000,127400000,38210000,1358705000,916757000,99394000,524450000,1248853000,524450000,2032223000,41919000,28788000,1935502000,125462000,1508202000,815000,78483000,RUSHA
2023-12-31,USD,4364241000,2260304000,183725000,183725000,1801447000,282986000,2116237000,1488086000,858405000,433008000,12300000,420708000,None,None,None,15779000,74981000,2493362000,1673310000,162134000,145326000,36119000,1246858000,800515000,97617000,414002000,1139744000,414002000,414002000,65364000,24811000,1870879000,119835000,1450025000,806000,79469000,RUSHA
2023-09-30,USD,4218053000,2145781000,191988000,191988000,1671623000,263480000,2072272000,1474662000,None,416420000,None,416420000,None,None,None,18690000,73784000,2318441000,1720116000,177142000,102900000,140906000,1278288000,578854000,103513000,202824000,104778000,202824000,1677818000,161786000,23856000,1899612000,16169000,1385646000,804000,81229000,RUSHA
2023-06-30,USD,4126321000,2087795000,191897000,191897000,1637321000,236870000,2038526000,1441046000,None,417465000,None,417465000,None,None,None,21707000,75175000,2258151000,1620845000,186809000,101570000,34605000,1174944000,618191000,102227000,245277000,1125373000,245277000,1613879000,157522000,24301000,1868170000,196515000,1543941000,578000,54460000,RUSHA
2023-03-31,USD,3969552000,1973952000,226292000,226292000,1498948000,229684000,1995600000,1404566000,None,416481000,None,416481000,None,None,None,19028000,74800000,2158882000,1513077000,200412000,100397000,31894000,1062813000,626939000,100240000,262467000,1015971000,262467000,1511708000,149455000,22920000,1810670000,156210000,1457203000,577000,54767000,RUSHA
2022-12-31,USD,3821066000,1867743000,201044000,201044000,1429429000,250427000,1965623000,1368594000,799989000,428663000,12300000,416363000,None,None,None,16619000,65681000,2076575000,1428674000,171717000,116240000,29209000,977415000,629370000,93483000,275433000,0,275433000,275433000,163302000,19455000,1744491000,130930000,1378337000,572000,54797000,RUSHA
2022-09-30,USD,3742579000,1809356000,219519000,219519000,1351930000,220832000,1933223000,1351968000,None,415754000,None,415754000,None,None,None,17075000,61849000,2085121000,1419383000,185695000,91188000,28165000,979126000,647177000,82613000,307065000,935785000,307065000,1458533000,163374000,19376000,1657458000,123781000,1291602000,571000,55232000,RUSHA
