fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,1425999000,998724000,362992000,362992000,200818000,275838000,443659000,26222000,24765000,341598000,181409000,160189000,None,None,None,159076000,41701000,1137164000,437814000,172368000,239550000,30714000,46005000,714478000,15291000,1370201000,30714000,646570000,1370201000,15291000,18684000,-118096000,None,-370624000,151000,151943000,ARRY
2024-09-30,USD,1563104000,902282000,332372000,332372000,195697000,282117000,660822000,27629000,23966000,552472000,301599000,250873000,None,None,None,92096000,65005000,1106025000,374888000,149202000,225236000,28055000,28055000,731137000,None,676373000,28055000,648318000,676373000,31248000,16885000,64487000,None,-243721000,151000,151923000,ARRY
2024-06-30,USD,1651522000,848937000,282320000,282320000,165639000,309719000,802585000,26677000,22645000,710092000,307591000,402501000,None,None,None,114118000,52447000,1073047000,337579000,112489000,181964000,29221000,29221000,735468000,None,680743000,29221000,651522000,680743000,40697000,18613000,199963000,None,-102367000,151000,151797000,ARRY
2024-03-31,USD,1629283000,774423000,287620000,287620000,178695000,229224000,854860000,26689000,21787000,764591000,339177000,425414000,None,None,None,78884000,49726000,1033297000,283662000,93404000,173116000,22496000,22496000,749635000,None,680204000,22496000,657708000,680204000,35558000,19260000,231224000,None,-128065000,151000,151351000,ARRY
2023-12-31,USD,1706741000,832281000,249080000,249080000,161964000,332152000,896545000,27893000,20818000,785987000,354389000,435591000,None,None,None,89085000,40717000,1096233000,335691000,119498000,132976000,21472000,27216000,780017000,48051000,1385484000,21472000,660948000,1385484000,48051000,20428000,259248000,None,-130229999,151000,151173000,ARRY
2023-09-30,USD,1778757000,863088000,174010000,174010000,216018000,428031000,851539000,29521000,20825000,780464000,353923000,426541000,64130000,None,None,45029000,41554000,1162363000,400510000,171730000,201514000,38767000,38767000,761853000,None,697646000,38767000,658879000,697646000,6155000,21820000,229295000,None,-153316000,151000,151068000,ARRY
2023-06-30,USD,1852784000,908238000,155966000,155966000,206857000,502675000,880532000,30674000,19679000,816782000,375527000,441255000,64014000,64014000,None,42740000,33076000,1240492000,434953000,188633000,229620000,37450000,37450000,805539000,None,739935000,37450000,702485000,739935000,12844000,16117000,238400000,None,-176530000,151000,150919000,ARRY
2023-03-31,USD,1794169000,866636000,147756000,147756000,254624000,417875000,864213000,25864000,18101000,807547000,379374000,428173000,63320000,63320000,None,46381000,30802000,1274785000,470585000,200585000,302686000,34382000,34382000,804200000,None,740209000,34382000,705827000,740209000,10393000,13939000,157919000,None,-241338000,150000,150607000,ARRY
2022-12-31,USD,1706052000,831209000,133901000,133901000,233159000,424715000,892613000,23174000,17819000,802548000,386364000,416184000,0,None,None,39434000,32655000,1282201000,465262000,170430000,357844000,38691000,819809000,830836000,10553000,759043000,38691000,720352000,1578852000,10553000,14808000,124281000,None,-267470000,150000,150464000,ARRY
2022-09-30,USD,1734186000,870976000,62778000,62778000,269775000,497939000,810024000,20024000,16789000,801256000,399883000,401373000,None,None,None,41309000,23145000,1335172000,513121000,199358000,309384000,47686000,47686000,822051000,None,793557000,47686000,725109000,841243000,4981000,9113000,111453000,None,-258360000,150000,150322000,ARRY
