fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,5987294486,4713659325,1447888220,1447888220,393102014,None,1273635161,None,None,175148858,175148858,None,None,49697000,1813692517,185890718,None,679801907,646669914,None,None,None,6306304,33131993,39053000,None,None,None,37697860,12925368,None,5307492579,None,-1517262401,6976223,70955413,ARGX
2024-09-30,EUR,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,65762590,ARGX
2024-06-30,EUR,4796558000,4263788000,1438247000,1438247000,326460000,None,532770000,None,None,132346028,132346028,9427972,None,38606000,1664100000,179420000,None,534311000,499629000,None,None,None,5853000,34682000,33960000,None,None,None,33960000,199196000,None,4262247000,None,-2437375000,7118000,59400217,ARGX
2023-12-31,EUR,4542458000,4123737000,2048844000,2048844000,310550000,None,418721000,None,None,125228000,125228000,None,None,47155000,1131000000,134072000,None,444951000,422993000,None,None,None,4646000,21958000,20000000,None,None,None,20000000,168456000,None,4097507000,None,-2404844000,6389354,58647633,ARGX
2023-09-30,EUR,3193791000,1888932031,-1888932030,-1888932030,None,None,-1888932031,None,None,None,None,None,None,None,3777864061,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2703430440,None,None,None,58128233,ARGX
2023-06-30,EUR,3193791000,2691514000,1110567000,1110567000,201112000,None,502277000,14676000,None,174021081,174021081,15835919,None,49914000,886401000,138825000,None,335740000,317791000,None,None,None,3198000,17949000,11242000,None,None,None,11242000,114717000,None,2858051000,None,-2233029000,6698000,55690873,ARGX
2023-03-31,EUR,3134261000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,55555186,ARGX
2022-12-31,EUR,3134261000,2774197000,800740000,800740000,228353000,None,360064000,16234000,None,174901000,174901000,None,None,40481000,1391808000,-1000,None,320561000,302277000,None,None,None,3417000,18284000,12426000,None,None,None,12426000,110139000,-1000,2813700000,None,-2109791000,6640000,55395856,ARGX
2022-09-30,EUR,3249289000,2650639556,-2650639556,-2650639556,None,None,-2650639556,None,None,None,None,None,None,None,5301279112,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3031161555,None,None,None,55203655,ARGX
2022-06-30,EUR,3249289000,2929343000,1367288000,1367288000,135711000,None,319946000,14244000,None,171294000,171294000,None,None,41419000,1230105000,82310000,None,279018000,264601000,None,None,None,3492000,14417000,9700000,None,None,None,9700000,85159000,None,2970271000,None,-1836133000,6603000,52084335,ARGX
2022-03-31,EUR,2850274000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52084335,ARGX
2021-12-31,EUR,2850274000,2542971000,1334676000,1334676000,109076000,None,307303000,15844000,None,171684000,171684000,None,None,53169000,1002052000,58946000,None,316050000,301239000,None,None,None,3509000,14811000,11465000,None,None,None,11465000,88880000,None,2534224000,None,-1400197000,6233000,52084335,ARGX
2021-09-30,EUR,3213022000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,51466674,ARGX
2021-06-30,EUR,3213022000,2864663000,1581893000,1581893000,59217000,None,348359000,11394000,None,None,None,None,None,118021000,1149104000,1000,None,261089000,244043000,None,None,None,3450000,17046000,7881000,None,None,None,7881000,1154000,None,2951933000,None,-928764000,6202000,49946515,ARGX
2021-03-31,EUR,2284872823,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,49946515,ARGX
2020-12-31,EUR,2284872823,2061781708.16,1219631260.45,1219631260.45,25253370.07,None,223091114.83,9494000,None,167777723.11,167777723.11,None,None,5140000,781460936.73,27977713.27,None,606759815.02,329256863.13,None,None,None,3484453.41,277502951.88,7868000,None,None,None,9677260.65,72532716.72,-2000,1678113007.97,None,-1059592393.98,5850880.65,-11650,ARGX
2020-09-30,EUR,2274586965,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,49946515,ARGX
2020-06-30,EUR,2274586965,2201627396.95,1351226452.23,1351226452.23,5597480.74,None,72959568.13,8801000,None,46049597.93,46049597.93,None,None,3444000,822532756,12218410.84,None,456610245.74,222494517.24,None,None,None,2537254.68,234115728.50,6925000,None,None,None,7788337.18,484732.61,None,1817976719.34,None,-605302817.30,5298318.62,47108499,ARGX
2020-03-31,EUR,1433339000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43000000,ARGX
2019-12-31,EUR,1433339000,1373219000,331282000,331282000,-1084192.31,None,60120000,8167000,0,44987230.04,44987230.04,-4826230.04,None,2596000,1004539000,10106192.31,None,382593000,159957000,None,None,None,1974000,222636000,6514000,0,0,None,6514000,344000,0,1050746000,0,-332568000,4276000,39700000,ARGX
2019-09-30,EUR,1147391161,0,0,0,0,None,0,0,0,0,0,0,None,0,0,0,None,0,0,None,None,None,0,0,0,0,0,None,0,0,0,1325043991.27,0,0,0,39700000,ARGX
2019-06-30,EUR,1147391161,1091379290.74,190780093.46,190780093.46,0,None,56011870.25,5887000,0,40333822.24,40333822.24,0,None,1499000,882866596.17,11390433.31,None,390840354.29,116414821.89,None,None,None,0,274425532.40,3686000,0,0,None,4190969.97,1655467.25,0,756550806.70,0,-244140487.32,4331957.57,39700000,ARGX
2019-03-31,EUR,661699839.85,0,0,0,0,None,0,0,0,0,0,0,None,0,0,0,None,0,0,None,None,None,0,0,0,0,0,None,0,0,0,1345740348.82,0,0,0,39700000,ARGX
2018-12-31,EUR,661699839.85,654819263.33,321482498.28,321482498.28,0,None,6880576.53,945170.91,0,64058.57,64058.57,0,None,1147.05,324329672.84,5361473.35,None,45828185.77,45820178.45,None,None,None,0,8007.32,0,0,0,None,None,36476778.77,0,615871654.08,0,-194009380,4114619.08,39700000,ARGX
2018-09-30,EUR,416255058.39,0,0,0,0,None,0,0,0,0,0,0,None,0,0,0,None,0,0,None,None,None,0,0,0,0,0,None,None,0,0,385459597.13,0,0,0,39700000,ARGX
2018-06-30,EUR,416255058.39,411330789.69,162873164.53,162873164.53,0,None,4924268.70,875232.77,0,9249.62,9249.62,0,None,1163.87,228907388.14,7411261.42,None,31285697.77,31256792.69,None,None,None,0,28905.08,0,0,0,None,None,653254.71,0,384969360.62,0,-142258064.52,3751878.83,39700000,ARGX
2018-03-31,EUR,444979245.15,0,525258949.44,525258949.44,0,None,None,0,None,0,0,0,None,0,0,0,None,0,0,None,None,None,0,None,None,0,0,None,None,0,None,424321564.77,0,0,0,32403133,ARGX
2017-12-31,EUR,444979245.15,440055666.19,228983612.06,228983612.06,None,None,4923578.95,813000,None,15596.13,15596.13,None,None,1000,202638145.74,4834800.97,None,31164671.16,31134678.60,None,None,None,None,29992.56,None,None,None,None,None,716222.38,None,413814573.99,None,-120651678.38,3859442.86,32403133,ARGX
2017-09-30,EUR,212185272.89,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,150254000,None,None,None,32403133,ARGX
2017-06-30,EUR,212185272.89,208093391.45,86405390.26,86405390.26,None,None,4091881.44,1007000,None,13727.31,13727.31,None,None,1000,111987370.88,4635254.01,None,40303373.49,40302229.54,None,None,None,None,1143.94,None,None,None,None,None,682933.53,None,171881899.40,None,-92301268.63,3073772.84,32403133,ARGX
2017-03-31,EUR,111240587.27,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,63374000,None,None,None,25991479,ARGX
2016-12-31,EUR,111240587.27,107055866.39,94544823.52,94544823.52,0,None,4184720.88,809000,None,17878.93,17878.93,None,None,1000,7184173.99,3083589.25,None,44590046.70,44588994.99,None,None,None,None,1051.70,None,None,None,None,None,8209583.11,None,66650540.57,None,-76239956.25,2116023.73,25991479,ARGX
2016-09-30,EUR,130514677.26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25991479,ARGX
2016-06-30,EUR,130514677.26,126184358.35,113366925.84,113366925.84,0,None,4330318.91,None,None,26696.03,26696.03,None,None,None,7592796.52,3165704.50,None,46644642.44,46644642.44,None,None,None,None,46644642.44,None,None,None,None,None,0,None,83870034.82,None,-65042658.03,2229118.70,25991479,ARGX
2016-03-31,EUR,50250366.26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15802767,ARGX
2015-12-31,EUR,50250366.26,48255089.32,38827542.47,38827542.47,None,None,1995276.93,270000,None,7653.12,7653.12,None,None,1000,7448669.45,496359.30,None,9494238.30,9494238.30,None,None,None,None,6589333.74,None,None,None,None,None,2904904.55,None,40756127.96,None,-55887433.58,1727417.84,15802767,ARGX
2015-09-30,EUR,61153233.59,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15802767,ARGX
2015-06-30,EUR,61153233.59,59486529.53,29392763.41,29392763.41,492384.31,None,1666704.05,None,None,11216.04,11216.04,None,None,None,27302092.91,-1121.60,None,11596267.30,11596267.30,None,None,None,None,11596267.30,None,None,None,None,None,None,None,49556966.28,None,-48032705.98,1762040.42,15802767,ARGX
2015-03-31,EUR,71148888.56,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15705112,ARGX
2014-12-31,EUR,71148888.56,69771146.46,39131280.70,39131280.70,111873.15,None,1378958.12,None,None,8512.09,8512.09,None,None,None,28932584.27,2432.02,None,10248552.95,10248552.95,None,None,None,None,6201663.51,None,None,None,None,None,4046889.44,None,60900335.62,None,-43540541.86,1910355.56,15705112,ARGX
2014-09-30,EUR,38003765.45,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15705112,ARGX
2014-06-30,EUR,38003765.45,36938252.07,28157657.78,28157657.78,None,None,1065513.38,None,None,12278.64,12278.64,None,None,None,682146.85,5083358.35,None,14121804.14,14121804.14,None,None,None,None,14121804.14,None,None,None,None,None,None,None,23881961.31,None,-41012033.07,635760.87,15705112,ARGX
2014-03-31,EUR,30995736.49,30074267.64,28077293.36,28077293.36,None,None,921468.85,None,None,None,None,None,None,None,687663.32,97648.19,None,3667996.15,3667996.15,None,None,None,None,3667996.15,None,None,None,None,None,0,None,27327740.34,None,-37620684.91,640902.21,15705112,ARGX
2013-12-31,EUR,34539755.31,33730564.22,31373415.45,31373415.45,146372.45,None,809191.09,None,None,None,None,None,None,None,690436.08,1380.87,None,4567925.10,4569305.97,None,None,None,None,-1380.87,None,None,None,None,None,2698224.20,None,29971830.21,None,-35199812.20,643486.43,15705112,ARGX
