fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,3825833000,3549593000,60903000,60903000,3439668000,None,3528533000,62001000,None,12018000,None,12018000,None,None,None,None,None,1828870000,212251000,None,4994000,None,45735000,1616619000,6149000,1529619000,45735000,None,1529619000,84298000,31434000,1996963000,373022000,2034917000,276000,23513488,LGIH
2024-03-31,USD,3522886000,3305247000,48996000,48996000,3229100000,None,3302862000,49775000,None,12018000,None,12018000,None,None,None,None,None,1653683000,266026000,None,4244000,None,1260000,1387657000,5077000,1363385000,77809000,None,1363385000,161097000,26475000,1869203000,365024000,1906769000,276000,23567441,LGIH
2023-12-31,USD,3407851000,48978000,48978000,48978000,3107648000,None,3177951000,45522000,5792000,12018000,18000,12018000,None,None,None,6899999,None,1551820000,235484000,None,2909000,None,104459000,1316336000,4947000,1248332000,104459000,None,1248332000,99409000,26907000,1856031000,355022000,1889716000,275000,23581648,LGIH
2023-09-30,USD,3335011000,3139598000,46981000,46981000,3056966000,None,3125480000,41872000,None,12018000,None,12018000,None,None,None,None,None,1532336000,341970000,None,5284000,None,118905000,1190366000,5311000,1176517000,118905000,None,1176517000,274681000,31239000,1802675000,355022000,1837627000,275000,23563868,LGIH
2023-06-30,USD,3139539000,2980613000,43334000,43334000,2889113000,None,2951784000,37786000,None,12018000,None,12018000,None,None,None,None,None,1408527000,355130000,None,5906000,None,135231000,1053397000,5437000,1038661000,135231000,None,1038661000,295765000,37230000,1731012000,355022000,1770585000,275000,23546041,LGIH
2023-03-31,USD,3100923000,2945356000,42966000,42966000,2880520000,None,2938338000,35273000,None,12018000,None,12018000,None,None,None,None,None,1426694000,380857000,None,6261000,None,153936000,1045837000,5669000,1035433000,153936000,None,1035433000,186981000,34090000,1674229000,355022000,1717451000,275000,23532734,LGIH
2022-12-31,USD,3124828000,31998000,31998000,31998000,2898296000,None,2954397000,32997000,3383000,12018000,12018000,12018000,None,None,None,8300000,None,1482416000,365415000,None,5545000,None,141792000,1117001000,5182000,1117001000,141792000,None,1117001000,198336000,37883000,1642412000,355022000,1690489000,272000,23305806,LGIH
2022-09-30,USD,3112800000,2962010000,52660000,52660000,2871900000,None,2922605000,26051000,None,12018000,None,12018000,None,None,None,None,None,1505819000,202395000,None,12012000,None,35858000,1303424000,5402000,1217886000,35858000,None,1217886000,111295000,46079000,1606981000,355022000,1656374000,272000,23290286,LGIH
2022-06-30,USD,2873357000,2727783000,41971000,41971000,2633706000,None,4453080000,20311000,None,12018000,None,12018000,None,None,None,None,None,1359436000,131140000,None,9030000,None,759000,1228296000,5212000,1142310000,None,None,1142310000,90978000,41619000,1513921000,355022000,1565984000,271000,23272636,LGIH
2022-03-31,USD,2594233000,2437384000,53325000,53325000,2335570000,None,3995231000,19420000,None,12018000,None,12018000,None,None,None,None,None,1171482000,109052000,None,14721000,None,None,1062430000,5382000,992135000,None,None,992135000,32965000,34936000,1422751000,317579000,1442608000,271000,23666284,LGIH
2021-12-31,USD,2351865000,50514000,50514000,50514000,2085904000,None,3625925000,16944000,1807000,12018000,12018000,12018000,None,None,None,-50514000,None,956017000,150781000,None,12182000,None,805236000,805236000,5333000,805236000,None,None,805236000,136609000,30821000,1395848000,259920000,1363922000,269000,23917359,LGIH
2021-09-30,USD,2153557000,46717000,46717000,46717000,1908135000,None,3157423000,13364000,None,12018000,None,12018000,None,None,None,None,None,817783000,89584000,None,16122000,None,666094000,728199000,4844000,679041000,None,None,679041000,12081000,31006000,1335774000,203823000,1252619000,269000,24273191,LGIH
