fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,165199000,46906000,16126000,16126000,-4389000,26391000,78649000,161000,None,76554000,5685000,70869000,None,None,None,4389000,None,50734000,14502000,2754000,23977000,2000000,2390000,36232000,437000,36790000,2000000,33278000,36790000,8377000,None,114465000,2000,-84290000,20000,18323542,OPRX
2024-06-30,USD,172876000,45969000,14959000,8100000,None,26363000,95598000,171000,None,92827000,14470000,78357000,434000,434000,None,4647000,None,51860000,14956000,2980000,2107000,3300000,3738000,38067000,490000,37290000,3300000,32296000,37290000,7185000,None,121016000,2000,-75166000,20000,18257879,OPRX
2024-03-31,USD,176367000,48351000,15177000,15177000,1,30784000,94420000,153000,None,93239000,14882000,78357000,501000,501000,None,2390000,None,53829000,16765000,1665000,1808000,3500000,3966000,38022000,547000,37790000,3500000,32413000,37790000,9859000,None,122537000,2000,-71157000,20000,18180482,OPRX
2023-12-31,USD,183374000,54331000,13852000,13852456,None,37288968,217885403,149000,150862,211346322,132989248,78357000,568000,568000,456,405000,None,56821000,17882000,2227177,171841,2000000,None,38939599,593000,38290000,2000000,34231000,38290000,None,None,126553000,2000,-64258000,20000,17776758,OPRX
2023-09-30,USD,123929152,87389671,9921475,63542051,None,4598280,28991144,149304,None,27593198,4919378,22673820,800000,800000,53620576,3008858,None,7822493,7701538,691159,188394,None,55374,173982,148642,5800,None,None,5800,6766611,None,116107000,1741,-60116559,18387,18386920,OPRX
2023-06-30,USD,121324874,85074023,9808330,62740161,1,2975040,26052637,140968,None,25897125,3223305,22673820,None,None,52931831,4052729,None,5509715,5509715,817779,451787,None,14545,44708,14545,None,None,None,14545,1503477,None,115815000,1741,-57251261,18377,18376771,OPRX
2023-03-31,USD,131692540,95881440,16443666,73701900,1,2992909,26333631,143924,None,25976383,3302563,22673820,None,None,57258234,4014853,None,7728768,7605541,1288854,735140,None,89287,123227,212514,None,None,None,212514,2124777,123227,123963000,1214,-53089812,18332,18331511,OPRX
2022-12-31,USD,134651185,98576635,18208685,74140506,1807176,3582735,54753076,137448,131519,52099480,29425660,22673820,None,None,55931821,473652,None,8540408,8395876,1549979,164309,None,89902,144532,234434,None,None,None,234434,2601246,236726,126111000,1214,-46692098,18289,18288571,OPRX
2022-09-30,USD,135873421,99334604,41329020,78797909,None,3510698,36525958,144084,None,36126713,13452893,22673820,None,None,37468889,2722987,None,6301218,6134467,1000625,673214,None,87448,166751,254199,None,None,None,254199,1699558,166751,129572203,706,-46366262,18261,18261239,OPRX
2022-06-30,USD,147448264,110406662,87392970,87392970,1,3847737,37028742,143337,None,36606892,13933072,22673820,None,None,None,4280843,None,6631062,6441260,1296041,1041919,None,87673,189802,277475,None,None,None,277475,1638791,189802,140817202,13,-42899470,18188,18174182,OPRX
2022-04-14,USD,7933789,None,None,None,None,None,7933789,None,None,7933789,None,7933789,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,OPRX
2022-03-31,USD,138138919,112699704,88954391,88954391,1,2824724,25439215,137441,None,10548884,10548884,14740031,None,None,None,4609489,None,7088074,6875128,600729,1293044,None,87581,212946,300527,None,None,None,300527,1718055,212946,131050845,None,-39014756,17903,17902608,OPRX
2021-12-31,USD,140985192,115113010,84681770,84681770,None,2110865,25859323,143818,324349,25386685,10646654,14740031,None,None,None,5630655,None,9605475,9368749,606808,1389907,None,90982,236726,327708,None,None,None,327708,2902836,236726,131379717,None,-35253658,17861,17860975,OPRX
2021-09-30,USD,134650806,108368818,85056578,85056578,None,757218,19278808,130863,None,18785921,4045890,14740031,None,None,None,2564711,None,7833066,7572452,771645,348405,None,101063,260614,361677,None,None,None,361677,2460248,260614,126817740,None,-35877120,17728,17727769,OPRX
