Date,Open,High,Low,Close,Volume
2013-11-21,10.5212,10.5212,10.5212,10.5212,45242
2013-11-22,10.7146,10.7146,10.5753,10.7146,3232
2013-11-25,12.3005,12.3005,12.3005,12.3005,1422
2013-11-27,11.2174,11.2174,11.2174,11.2174,129
2013-12-10,11.4109,11.4109,11.4109,11.4109,2585
2013-12-11,11.6043,11.6043,11.6043,11.6043,646
2013-12-12,11.6043,11.6043,11.6043,11.6043,646
2013-12-13,11.4109,11.4109,11.4109,11.4109,1293
2013-12-17,11.6043,11.6043,11.6043,11.6043,259
2013-12-19,11.6043,11.6043,11.4109,11.4109,517
2014-01-06,12.3005,12.3005,12.3005,12.3005,517
2014-01-07,11.9911,11.9911,11.9911,11.9911,259
2014-01-16,12.3005,14.6136,12.3005,12.4552,5430
2014-01-17,12.3779,12.3779,12.3779,12.3779,582
2014-01-22,13.1515,13.1515,13.1515,13.1515,259
2014-01-28,12.3779,12.3779,12.3779,12.3779,1357
2014-01-29,13.1515,13.1515,13.1515,13.1515,129
2014-01-30,13.5383,13.5383,13.1902,13.1902,1357
2014-02-07,13.5383,13.5383,13.5383,13.5383,193
2014-02-10,13.5383,13.5383,13.5383,13.5383,259
2014-02-11,13.5383,13.5383,13.5383,13.5383,969
2014-02-14,13.5383,13.5383,13.4609,13.4609,1034
2014-02-19,13.5383,13.8091,13.5383,13.5383,1939
2014-02-20,13.5383,13.5383,13.5383,13.5383,776
2014-02-25,13.5383,13.5383,13.5383,13.5383,129
2014-02-26,13.5383,13.5383,13.5383,13.5383,194
2014-03-03,13.8864,13.9638,13.7317,13.7317,1473
2014-03-04,13.7317,14.0412,13.7317,14.0412,775
2014-03-05,13.9638,14.1185,13.9638,14.1185,2198
2014-03-06,14.0025,14.0025,14.0025,14.0025,582
2014-03-11,14.1262,14.1262,14.1262,14.1262,1423
2014-03-12,14.1185,14.1185,14.0025,14.0025,1616
2014-03-14,14.5053,14.5053,14.5053,14.5053,2564
2014-03-18,14.544,14.544,14.544,14.544,259
2014-03-19,14.5053,14.5053,14.5053,14.5053,129
2014-03-20,14.0025,14.0025,13.7781,13.7781,6753
2014-03-21,13.7704,13.7704,13.7704,13.7704,646
2014-03-25,13.8477,13.8477,13.8477,13.8477,840
2014-03-26,13.9251,13.9251,13.9251,13.9251,1196
2014-03-27,13.9251,13.9251,13.8477,13.8477,1070
2014-03-28,13.8864,13.8864,13.7704,13.8864,2067
2014-03-31,13.8168,14.0025,13.8168,14.0025,1381
2014-04-01,13.8477,13.9251,13.8168,13.9251,20488
2014-04-02,14.0412,14.0412,14.0412,14.0412,323
2014-04-03,13.9638,13.9638,13.9638,13.9638,216
2014-04-07,13.9638,13.9638,13.8168,13.8168,2019
2014-04-10,13.8477,13.8477,13.8168,13.8168,2029
2014-04-14,13.8477,13.8864,13.8477,13.8864,4912
2014-04-15,13.9251,13.9251,13.9251,13.9251,355
2014-04-16,13.8477,13.8477,13.8477,13.8477,259
2014-04-17,13.8477,13.871,13.8477,13.871,3264
2014-04-21,13.8477,13.8477,13.8477,13.8477,1508
2014-04-22,13.8787,14.0798,13.8477,14.0798,9097
2014-04-24,14.0025,14.0025,13.8864,13.8864,775
2014-04-25,14.0798,14.0798,14.0798,14.0798,215
2014-04-29,14.0798,14.0798,14.0798,14.0798,145
2014-04-30,14.0721,14.0721,14.0721,14.0721,868
2014-05-02,14.1185,14.1185,14.1185,14.1185,355
2014-05-05,13.9251,13.9251,13.9251,13.9251,4136
