fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,372376000,None,None,None,None,7863000,91490000,None,53953000,372376000,None,-74209000,None,0,0,None,None,None,None,None,None,None,0,None,None,None,372376000,MAT
2024-03-31,USD,35495000,None,None,-226543000,-227368000,42336000,14713000,-398921000,123718000,-28271000,-28434000,-131328000,0,99999000,99999000,None,None,None,None,None,None,None,-95700000,None,None,None,-28281000,MAT
2023-12-31,USD,949432000,None,None,9992000,-747434000,44732000,25023000,-515876000,-218608000,128928000,-48506000,-107116000,0,93156000,93156000,None,None,None,None,None,0,None,-92428000,None,None,None,147318000,MAT
2023-09-30,USD,245940000,None,None,290737000,510334000,9584000,23771000,696370000,-146606000,146361000,-31924000,-48072000,0,59999000,59999000,None,None,None,None,None,0,None,-38947000,None,None,None,146319000,MAT
2023-06-30,USD,-119201000,None,None,39833000,217778000,9525000,13958000,210681000,20743000,27211000,-19477000,-18170000,0,15875000,15875000,None,None,None,None,None,0,None,-12958000,None,-156848000,None,27187000,MAT
2023-03-31,USD,-206380000,None,None,-204795000,-51847000,43195000,23068000,-192853000,83162000,-106470000,-42511000,-53209000,0,33986000,33986000,None,None,None,None,None,0,None,-31941000,None,-302100000,None,-106471000,MAT
2022-12-31,USD,717609000,None,None,-193890000,-771479000,45425000,36955000,-546131000,-198323000,-9292000,-46732000,-251175000,0,0,0,None,21000,21000,None,None,0,None,92000,None,419702000,None,16137000,MAT
2022-09-30,USD,150212000,None,None,99666000,363312000,9308000,29696000,417026000,-45385000,283663000,-43949000,-19779000,-3446000,0,0,None,14080000,14080000,None,None,0,None,1376000,None,86484000,None,289882000,MAT
2022-06-30,USD,-281183000,None,None,-16203000,385314000,9672000,23024000,140247000,243985000,60496000,1439000,14528000,3446000,0,0,None,None,None,None,None,0,None,12347000,None,-265216000,None,66440000,MAT
2022-03-31,USD,-143796000,None,None,-210015000,40433000,45213000,16653000,-209044000,203245000,21464000,-54983000,-4213000,0,0,0,None,None,None,None,None,0,None,13935000,None,-202992000,None,21454000,MAT
2021-12-31,USD,741339000,None,None,45259000,-392903000,46893000,15600000,-345734000,-62450000,213996000,-33617000,-122158000,-128000000,0,0,None,None,None,None,None,0,None,6500000,None,585564000,None,225833000,MAT
2021-09-30,USD,-14506000,None,None,373179000,722492000,9514000,21214000,670904000,55036000,790664000,-44285000,-172141000,127786000,0,0,None,None,None,None,None,-204000,None,2200000,None,790664000,None,795076000,MAT
2021-06-30,USD,-205646000,None,None,51340000,303705000,9544000,28198000,98738000,200377000,-5493000,-28012000,-2070000,-664000,0,0,None,None,None,None,None,-2883000,None,2000000,None,-5493000,None,-5537000,MAT
2021-03-31,USD,-35724000,None,None,-262635000,-190259000,46047000,12119000,-338305000,137936000,-115218000,817000,-105705000,-91000,0,0,None,None,None,None,None,1188000000,None,1300000,None,-140612000,None,-112385000,MAT
2020-12-31,USD,727706000,None,None,51291000,-484573000,43913000,13179000,-337304000,-162629000,129817000,-24975000,-399262000,-399031000,0,0,None,None,None,None,None,0,None,0,None,303469000,None,129052000,MAT
2020-09-30,USD,27255000,None,None,265234000,597006000,9813000,14649000,677592000,-40113000,315974000,-32430000,-5887000,0,0,0,None,None,None,None,None,0,None,0,None,315974000,None,311338000,MAT
2020-06-30,USD,-294776000,None,None,10975000,263469000,9687000,10424000,116994000,134997000,-109172000,6458000,249985000,250000000,0,0,None,None,None,None,None,0,None,0,None,-109172000,None,-111109000,MAT
2020-03-31,USD,-174489000,None,None,-316291000,-238721000,53619000,23943000,-365002000,109938000,-210741000,-81157000,149322000,150000000,0,0,None,None,None,None,None,0,None,0,None,-106324000,None,-205702000,MAT
2019-12-31,USD,682097000,289367000,None,-29653000,245000000,58104000,26881000,-378559000,-206838000,9182000,-23266000,-251439000,-230000000,0,0,None,None,None,None,None,588244000,None,0,None,-235818000,None,175000,MAT
2019-09-30,USD,-113142000,26048000,None,278863000,567336000,9824000,11714000,560353000,21540000,70555000,-34664000,177635000,185000000,0,0,None,None,None,None,None,0,None,0,None,44507000,None,70596000,MAT
