fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,56860000,3066000,None,4562000,-18358000,122000,32598000,-15837000,504000,12883000,-17735000,-5208000,-3707000,0,0,None,1450000,1450000,None,None,None,None,138000,None,None,None,13033000,CVLG
2024-06-30,USD,22400000,2727000,None,2558000,23474000,123000,50534000,11945000,478000,12044000,-42990000,18918000,19987000,0,0,None,1448000,1448000,None,None,None,None,581000,None,None,None,12194000,CVLG
2024-03-31,USD,21701000,3128000,None,-3238000,-7479000,2523000,48362000,-3812000,279000,3824000,-43481000,22438000,30977000,0,0,None,1443000,1443000,None,None,None,None,428000,None,None,None,3974000,CVLG
2023-12-31,USD,31868000,8875000,None,-9879000,-676000,64933000,105560000,-2147000,-15000,12195000,-91326000,54364000,59202000,-58000,-58000,None,1437000,1437000,None,None,None,None,58000,None,None,None,12795000,CVLG
2023-09-30,USD,40605000,3617000,None,8958000,7817000,54000,52980000,11338000,738000,13506000,-31266000,-9768000,-6408000,0,0,None,1436000,1436000,None,None,None,None,0,None,None,None,13506000,CVLG
2023-06-30,USD,5120000,3386000,None,1825000,25215000,257000,42846000,16088000,-198000,12293000,-120407000,68520000,74595000,4683000,4683000,None,1442000,1442000,None,None,None,None,-4447000,None,-46767000,None,12293000,CVLG
2023-03-31,USD,7248000,3870000,None,-13637000,-5626000,1356000,16221000,-2863000,-208000,16635000,7078000,-28407000,7893000,20805000,20805000,None,1466000,1466000,None,None,None,None,-20805000,None,-14081000,None,16635000,CVLG
2022-12-31,USD,38161000,-258000,None,-7273000,-4023000,54752000,39060000,-8361000,-206000,10578000,-36386000,7633000,23906000,13837000,13837000,None,1095000,1095000,None,None,None,None,-13596000,None,None,None,11503000,CVLG
2022-09-30,USD,44166000,8077000,None,5225000,-8531000,528000,33848000,-9654000,-239000,49961000,13143000,-2515000,26898000,27521000,27521000,None,1170000,1170000,None,None,None,None,-27378000,None,54794000,None,50486000,CVLG
2022-06-30,USD,37487000,7396000,None,7204000,1947000,632000,18870000,763000,230000,24526000,-17967000,-22201000,10686000,28565000,28565000,None,975000,975000,None,None,None,None,-28565000,None,-2681000,None,24526000,CVLG
2022-03-31,USD,39416000,5583000,None,-17102000,-24833000,1288000,8690000,-22213000,408000,22167000,-44998000,4314000,21489000,14800000,14800000,None,1047000,1047000,None,None,None,None,-14800000,None,-1268000,None,22167000,CVLG
2021-12-31,USD,4980000,5201000,None,-65292000,-34429000,51094000,13484000,-36304000,-336000,17732000,-11621000,-7135000,-4339000,0,0,None,0,1047000,None,None,None,None,0,None,-13776000,None,17732000,CVLG
2021-09-30,USD,34115000,5741000,None,26033000,27327000,885000,7830000,28177000,104000,16442000,2185000,-19078000,-15296000,1988000,1988000,None,0,1047000,None,None,None,None,-1988000,None,10701000,None,16442000,CVLG
2021-06-30,USD,24507000,5672000,None,31527000,36227000,915000,10064000,37754000,84000,15436000,9849000,-34180000,-32734000,242000,242000,None,0,1047000,None,None,None,None,-242000,None,9764000,None,15417000,CVLG
2021-03-31,USD,9616000,6981000,None,-7576000,8333000,2207000,3907000,6917000,352000,11993000,9931000,-23164000,-13882000,8118000,8118000,None,0,None,None,None,None,None,-8118000,None,-3617000,None,11140000,CVLG
2020-12-31,USD,38083000,9530000,None,38198000,-6516000,18453000,30435000,-11564000,-177000,9566000,7049000,-50459000,17938000,0,0,None,None,None,None,None,None,None,-82943000,None,9566000,None,-25663000,CVLG
2020-09-30,USD,855000,6796000,None,-12087000,33673000,13428000,16623000,37611000,-275000,4713000,126914000,-181162000,-231849000,0,0,None,None,None,None,None,None,None,82943000,None,-1367000,None,7501000,CVLG
2020-06-30,USD,27618000,8569000,None,532000,-11948000,36779000,11751000,-13416000,-241000,-23168000,20581000,-20727000,-19397000,-29000,-29000,None,None,None,None,None,None,None,29000,None,-32037000,None,-22343000,CVLG
2020-03-31,USD,-3516000,7797000,None,25391000,44018000,36885000,35240000,48218000,-398000,-2213000,-16498000,16078000,34904000,17515000,17515000,None,None,None,None,None,None,None,-17515000,None,-3936000,None,-2213000,CVLG
2019-12-31,USD,24228000,21232000,None,502000,-3824000,24866000,8870000,-2393000,32000,3695000,6519000,-26951000,-23610000,0,0,None,None,None,None,None,None,None,0,None,3796000,None,1162000,CVLG
