fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,348418000,ATHM
2024-09-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,469933000,ATHM
2024-06-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,509673000,ATHM
2024-03-31,CNY,12876583,None,None,None,None,6438291,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,379776000,ATHM
2023-12-31,CNY,12876583,None,None,None,None,6438291,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,59778305,ATHM
2023-09-30,CNY,12876583,None,None,None,None,6438291,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,422762000,ATHM
2023-06-30,CNY,13355904,None,None,None,None,6677952,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,602312000,ATHM
2023-03-31,CNY,2565075000,None,None,None,None,305190000,116503000,None,None,None,None,-1140065000,None,None,None,None,421680000,421680000,None,None,None,None,None,None,None,None,-993424000,ATHM
2022-12-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,606474000,ATHM
2022-09-30,CNY,19367987,None,None,None,None,9683993,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,72291940,ATHM
