fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-10-31,USD,33398000,5500000,None,-8813000,-1387000,3609000,15209000,-1647000,-35000,30103000,3858000,-47000,None,0,0,None,None,None,None,None,None,None,0,None,None,None,30103000,REX
2024-07-31,USD,7971000,2300000,None,-26000,14022000,4410000,15387000,3413000,2062000,15007000,21877000,-8000,None,0,0,None,None,None,None,None,None,None,0,None,None,None,15007000,REX
2024-04-30,USD,-2263000,100000,None,-18968000,1121000,4414000,24832000,-2792000,116000,12273000,11895000,-1829000,None,0,0,None,None,None,None,None,None,None,0,None,None,None,12273000,REX
2024-01-31,USD,60778000,4003000,None,13785000,-11300000,4423000,15304000,-5673000,-10531000,25298000,91669000,-3606000,None,0,0,None,None,None,None,None,None,None,0,None,None,None,10309000,REX
2023-10-31,USD,58555000,2307000,None,-858000,-17073000,4456000,14186000,-3066000,-8445000,31642000,-88174000,0,None,0,0,None,None,None,None,None,None,None,0,None,None,None,31642000,REX
2023-07-31,USD,19264000,1911000,-6019000,9934000,13870000,4495000,3974000,15604000,-10229000,12284000,3865000,0,None,0,0,None,None,None,None,None,None,None,0,None,23129000,None,9055000,REX
2023-04-30,USD,-14006000,4509000,2052000,-19510000,-1973000,4420000,4199000,-6076000,-7445000,6700000,21042000,-716000,None,0,0,None,None,None,None,None,None,None,0,None,9699000,None,5236000,REX
2023-01-31,USD,801000,914000,-3937000,-4983000,-1444000,4473000,8396000,-7586000,6699000,11168000,-64481000,-2267000,None,0,0,None,None,None,None,None,None,None,0,None,None,None,928000,REX
2022-10-31,USD,53223000,2199998,1586000,13790000,25856000,4519000,4246000,15171000,-7883000,4898000,33016000,-6916000,None,6819000,6819000,None,None,None,None,None,None,None,-6819000,None,None,None,4898000,REX
2022-07-31,USD,18450000,1,-340000,3028000,-38545000,4525000,1474000,-10997000,21866000,14885000,-24259000,-7825000,None,0,0,None,None,None,None,None,None,None,0,None,-13634000,None,11170000,REX
