fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,53795000,1560000,None,17619000,3320000,28043000,6541000,-2516000,None,18719000,-6541000,-26832000,None,21324000,21324000,None,None,None,None,None,0,None,-21324000,None,None,None,18719000,CARS
2024-06-30,USD,35254000,14327000,None,2729000,5273000,28122000,6262000,3935000,None,11381000,-6480000,-31020000,None,5266000,5266000,None,None,None,None,None,0,None,-5266000,None,None,None,11381000,CARS
2024-03-31,USD,33468000,2566000,None,-4754000,6686000,28103000,6013000,1155000,None,784000,-6013000,-35203000,None,9096000,9096000,None,None,None,None,None,0,None,-9096000,None,None,None,784000,CARS
2023-12-31,USD,45140000,17282000,None,6675000,-4877000,27358000,5307000,3095000,1501000,8346000,-81475000,26887000,None,7977000,7977000,None,136000,136000,None,None,0,None,-7977000,None,None,None,8346000,CARS
2023-09-30,USD,35398000,1265000,None,11151000,12854000,26424000,5006000,7846000,2614000,4491000,-5006000,-9912000,None,6162000,6162000,None,None,None,None,None,0,None,-6162000,None,None,None,4491000,CARS
2023-06-30,USD,28041000,14055000,None,-7746000,3100000,25437000,5198000,-1926000,-19220000,94126000,-5198000,-13076000,None,10054000,10054000,None,728000,728000,None,None,0,None,-10054000,None,None,None,94126000,CARS
2023-03-31,USD,28141000,1486000,None,4237000,9591000,24823000,5371000,6552000,None,11479000,-5371000,-35647000,None,7100000,7100000,None,9797000,9797000,None,None,0,None,-7100000,None,-12877000,None,11479000,CARS
2022-12-31,USD,37220000,18799000,None,-3649000,-5051000,24501000,5315000,1805000,None,10262000,-5208000,-32217000,None,9049000,9049000,None,582000,582000,None,None,0,None,-9049000,None,-205000,None,10262000,CARS
2022-09-30,USD,49011000,1377000,None,12785000,3745000,23944000,5844000,3149000,None,-2941000,-5844000,-29381000,None,16881000,16881000,None,None,None,None,None,0,None,-16881000,None,13786000,None,-2941000,CARS
2022-06-30,USD,11922000,14921000,None,-11834000,12435000,23815000,4547000,8825000,None,5545000,-4547000,-19694000,None,18052000,18052000,None,None,None,None,None,0,None,-18052000,None,-12319000,None,5545000,CARS
2022-03-31,USD,30358000,2743000,None,-6656000,-1369000,25369000,4008000,-4442000,None,4340000,-68778000,29804000,None,5000000,5000000,None,None,None,None,None,45000000,None,-5000000,None,-8616000,None,4340000,CARS
2021-12-31,USD,21777000,20511000,None,-3546000,12471000,26249000,1313000,-581000,-9673000,-5956000,-21571000,-12644000,None,0,0,None,None,None,None,None,0,None,0,None,-12438000,None,-2884000,CARS
2021-09-30,USD,36607000,3053000,None,-25000,-202000,26408000,4784000,-1120000,4715000,2431000,-4784000,-32501000,None,0,0,None,None,None,None,None,0,None,0,None,2380000,None,2431000,CARS
2021-06-30,USD,29257000,16131000,None,-4508000,5288000,26121000,6876000,7335000,-9659000,5966000,-6876000,-23920000,None,0,0,None,None,None,None,None,0,None,0,None,6130000,None,5966000,CARS
2021-03-31,USD,50362000,3503000,None,6242000,-6064000,26514000,6219000,-282000,14727000,5278000,-6219000,-58138000,None,0,0,None,None,None,None,None,0,None,0,None,-13995000,None,5278000,CARS
2020-12-31,USD,41750000,8241000,None,-5571000,1357000,28392000,4109000,5081000,255000,15897000,-4109000,-13691000,None,0,0,None,None,None,None,None,400000000,None,0,None,15897000,None,7219000,CARS
2020-09-30,USD,39237000,7623000,None,15747000,26468000,26418000,3878000,15549000,-5867000,-12261000,-3878000,-48535000,None,0,0,None,None,None,None,None,0,None,0,None,-12261000,None,-12261000,CARS
2020-06-30,USD,28737000,5674000,None,-2260000,-18283000,32014000,2970000,-19276000,-1833000,-24644000,-2970000,-156166000,None,0,0,None,None,None,None,None,0,None,0,None,-24644000,None,-24644000,CARS
2020-03-31,USD,28892000,8215000,None,-4872000,-3761000,31517000,5755000,-5087000,-3649000,-787434000,-5755000,150658000,None,0,0,None,None,None,None,None,165000000,None,0,None,173795000,None,-787434000,CARS
2019-12-31,USD,20934000,8496000,None,-17167000,-192000,30730000,5848000,1033000,-29096000,4706000,-5848000,-21310000,None,0,0,None,None,None,None,None,0,None,0,None,4706000,None,-4110000,CARS
2019-09-30,USD,29795000,7743000,None,13574000,8140000,29297000,6055000,8264000,16972000,-426157000,-6055000,-13506000,None,0,0,None,None,None,None,None,0,None,0,None,-426157000,None,-426157000,CARS
2019-06-30,USD,12366000,9629000,None,-3350000,-8783000,29987000,5991000,715000,6969000,-6026000,-5990000,-25177000,None,20000000,20000000,None,None,None,None,None,10000000,None,-20000000,None,-18801000,None,-6026000,CARS
2019-03-31,USD,38389000,7413000,None,26028000,2201000,28436000,3363000,-12274000,15054000,-9031000,-3963000,-31549000,None,20000000,20000000,None,None,None,None,None,0,None,-20000000,None,2877000,None,-9031000,CARS
2018-12-31,USD,42467000,7308000,None,290000,587000,26992000,4267000,2283000,-8855000,23870000,-4256000,-30557000,None,20509000,20509000,None,None,None,None,None,0,None,-20132000,None,7654000,None,9357000,CARS
2018-09-30,USD,50457000,6985000,None,6410000,842000,26832000,3549000,3815000,11810000,15797000,-3734000,-47308000,None,26681000,26681000,None,None,None,None,None,5000000,None,-26681000,None,-585000,None,15797000,CARS
2018-06-30,USD,43963000,6935000,None,-2728000,-92000,27038000,3904000,-8142000,75000,12726000,-3904000,-33166000,None,50000000,50000000,None,None,None,None,None,25000000,None,-50000000,None,6893000,None,12726000,CARS
2018-03-31,USD,26661000,5552000,None,7760000,-2867000,24255000,2513000,3208000,6315000,929000,-159481000,123758000,None,0,0,None,None,None,None,None,165000000,None,None,None,-9062000,None,929000,CARS
2017-12-31,USD,38733000,5211000,None,-7850000,83360000,22296000,5143000,7671000,None,38828000,-5143000,-40455000,None,None,None,None,650000000,650000000,None,None,None,None,None,None,-6865000,None,151758000,CARS
2017-09-30,USD,50464000,6252000,None,-2696000,-74206000,21893000,8721000,3949000,None,20988000,-8721000,-50915000,None,None,None,None,650000000,650000000,None,None,None,None,None,None,-9172000,None,20988000,CARS
2017-06-30,USD,3679000,None,None,14513000,-1735000,22377000,13301000,-12709000,None,24809000,-13301000,-5066000,None,None,None,None,650000000,650000000,None,None,None,None,None,None,34649000,None,24809000,CARS
2017-03-31,USD,71923000,None,None,-6395000,6941000,22073000,5609000,6095000,None,26888000,-5609000,-45052000,None,None,None,None,None,None,None,None,None,None,None,None,-6945000,None,26888000,CARS
