fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,17883000,RERE
2024-06-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-10673000,RERE
2024-03-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-92863000,RERE
2023-12-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2778000,RERE
2023-09-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-44188000,RERE
2023-06-30,CNY,22196823,None,None,None,None,11098411,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-9236472,RERE
2023-03-31,CNY,23085858,None,None,None,None,11542929,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-7307632,RERE
2022-12-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-2151245000,RERE
2022-09-30,CNY,25885462,None,None,None,None,12942731,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-4390606,RERE
2022-06-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-125250000,RERE
2022-03-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-161352000,RERE
2021-12-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-103636000,RERE
2021-09-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-121687000,RERE
2021-06-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-496443000,RERE
2021-03-31,CNY,-302526000,None,None,None,None,86922000,4773000,None,-140768000,None,86845000,-44103000,None,None,None,None,None,None,None,None,None,None,-15618000,None,None,None,-94781000,RERE
2020-12-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-82875000,RERE
2020-09-30,CNY,-302526000,None,None,None,None,86922000,4773000,None,-140768000,None,86845000,-44103000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-94219000,RERE
2020-06-30,CNY,-302526000,None,None,None,None,86922000,4773000,None,-140768000,None,86845000,-44103000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-107259000,RERE
2020-03-31,CNY,-203109000,None,None,None,None,94116000,14091000,None,-41725000,None,7788000,86977000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,-186265000,RERE
