fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,None,150318000,None,None,None,None,79562000,61917000,None,-85000,None,None,-38457000,None,None,None,None,None,None,None,None,None,None,-30593000,None,None,None,11344000,FSM
2024-09-30,USD,92882000,None,None,None,None,None,50128000,None,-1024000,None,None,30246000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,54418000,FSM
2024-06-30,USD,73348926,None,None,None,None,58411950,50325861,None,-13514939,None,None,-9455000,None,None,None,None,None,None,None,None,None,None,-25805,None,None,None,43340000,FSM
2024-03-31,USD,48948000,None,None,None,None,None,41341000,None,-9801000,None,None,-48469000,None,None,None,None,None,None,None,None,None,None,-3535000,None,None,None,26250000,FSM
2023-12-31,USD,48729349,None,None,None,None,51083785,41156329,None,-9757218,None,None,-48252489,None,None,None,None,None,None,None,None,None,None,-3535000,None,None,None,26132741,FSM
2023-09-30,USD,106464000,None,None,None,None,65138202,37049000,None,-6426000,None,-33677000,-47123000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,30883000,FSM
2023-06-30,USD,106464000,None,None,None,None,65138202,37049000,None,-6426000,None,-73238000,-47123000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,30883000,FSM
2023-03-31,USD,41758000,None,None,None,None,45588466,61550000,None,-3659000,None,-59590000,22004000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,11857000,FSM
2022-12-31,USD,49621000,None,None,None,None,44499000,73331000,None,-6760000,None,-72822000,11323000,None,None,None,None,None,None,None,None,None,None,-82417,None,None,None,-160434000,FSM
2022-09-30,USD,64652000,None,None,None,None,46862000,58936000,None,-2737000,None,-11912000,-23652000,None,None,None,None,None,None,None,None,None,None,-2920000,None,None,None,-4126000,FSM
2022-06-30,USD,47432000,None,None,None,None,42943000,53986000,None,-1561000,None,-58090000,14025000,None,None,None,None,None,None,None,None,None,None,-3009000,None,None,None,1679000,FSM
2022-03-31,USD,33242000,None,None,None,None,38505000,64992000,None,-9357000,None,-65485000,36769000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26976000,FSM
2021-12-31,USD,57070000,None,None,None,None,33079000,62061000,None,-5633000,None,-51265000,-34507000,None,None,None,None,None,None,None,None,None,None,313000,None,None,None,16604000,FSM
2021-09-30,USD,39379000,None,None,None,None,25860000,53010000,None,-7998000,None,-11912000,-12278000,None,None,None,None,None,None,None,None,None,None,-44000,None,None,None,211000,FSM
2021-06-30,USD,29550000,None,None,None,None,8262000,19697000,None,-7061000,None,-50687000,-2198000,None,None,None,None,None,None,None,None,None,None,202000,None,None,None,16182000,FSM
2021-03-31,USD,29550000,None,None,None,None,8262000,19697000,None,-7061000,None,-4635000,-2198000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,16182000,FSM
2020-12-31,USD,31269000,None,None,None,None,15091000,900000,None,-27047000,None,-7250000,22486000,None,None,None,None,None,None,None,None,None,None,70011000,None,None,None,18617000,FSM
2020-09-30,USD,45460000,None,None,None,None,7827000,35821000,None,538000,None,-36427000,-325000,None,None,None,None,None,None,None,None,None,None,70011000,None,None,None,13089000,FSM
2020-06-30,USD,3436000,None,None,None,None,5017000,23384000,None,908000,None,-23725000,8481000,None,None,None,None,None,None,None,None,None,None,69000000,None,None,None,-5655000,FSM
2020-03-31,USD,13217000,None,None,None,None,1805000,44548000,None,-58000,None,-46246000,38264000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-4498000,FSM
2019-12-31,USD,17695000,None,None,None,None,2648000,97845000,None,-119000,None,-45747000,41208000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,18984000,FSM
2019-09-30,USD,18164000,None,None,None,None,12850000,52790000,None,208000,None,-99467000,37713000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-7710000,FSM
2019-06-30,USD,23998000,None,None,None,None,5387000,56738000,None,673000,None,-36983000,-1867000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10279000,FSM
2019-03-31,USD,3934000,None,None,None,None,1431000,33598000,None,-1798000,None,20381000,-1929000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2243000,FSM
2018-12-31,USD,19291000,None,None,None,None,11218000,35615000,None,2087000,None,-13041000,29467000,None,None,None,None,None,None,None,None,None,None,959000,None,None,None,2232000,FSM
2018-09-30,USD,21920000,None,None,None,None,3819000,34813000,None,291000,None,-70457000,549000,None,None,None,None,None,None,None,None,None,None,945000,None,None,None,6853000,FSM
2018-06-30,USD,21889000,None,None,None,None,1717000,16263000,None,213000,None,-90378000,33000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11151000,FSM
2018-03-31,USD,20080000,None,None,None,None,-4157000,11205000,None,-799000,None,-30902000,-1335000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13754000,FSM
2017-12-31,USD,28980000,None,None,None,None,-28902000,11489000,None,-946000,None,-39289000,-259000,None,None,None,None,None,None,None,None,None,None,76686000,None,None,None,34140000,FSM
2017-09-30,USD,20402000,None,None,None,None,8972000,11199000,None,-1972000,None,64666000,-528000,None,None,None,None,None,None,None,None,None,None,-2000,None,None,None,10268000,FSM
2017-06-30,USD,12009000,None,None,None,None,1278000,11480000,None,-1079000,None,-59131000,-578000,None,None,None,None,None,None,None,None,None,None,279000,None,None,None,8898000,FSM
2017-03-31,USD,8894000,None,None,None,None,1792000,9790000,None,-746000,None,-80305000,70907000,None,None,None,None,None,None,None,None,None,None,76408000,None,None,None,12999000,FSM
2016-12-31,USD,25844000,None,None,None,None,6593000,9546000,None,-1421000,None,-51329000,4016000,None,None,None,None,None,None,None,None,None,None,10025000,None,None,None,4853000,FSM
2016-09-30,USD,28513000,None,None,None,None,3434000,10644000,None,-578000,None,None,998000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11817000,FSM
2016-06-30,USD,-1324000,None,None,None,None,3933000,6184000,None,-1635000,None,None,1988000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1390000,FSM
2016-03-31,USD,-333000,None,None,None,None,178000,16115000,None,712000,None,None,1804000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2578000,FSM
2015-12-31,USD,23176000,None,None,None,None,30967000,25620000,None,1758000,None,-66389000,57000,None,None,None,None,None,None,None,None,None,None,2026000,None,None,None,-17290000,FSM
2015-09-30,USD,17900000,None,None,None,None,3394000,14746000,None,313000,None,None,-17000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2592000,FSM
