fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,57503000,379000,None,-11729000,-9666000,17221049,19396000,-2075000,None,6144000,-23809000,-52257000,None,54997000,54997000,None,None,None,None,None,0,None,-51771000,None,None,None,6245000,CRTO
2024-06-30,USD,17187000,326000,None,-22495000,8700000,25053529,23579687,21536000,None,28059000,-21258000,-39918000,None,40352000,40352000,None,None,None,None,None,0,None,-39540000,None,None,None,26987000,CRTO
2024-03-31,USD,14017000,327000,None,-175187000,-121199000,24859422,13330588,-158056000,None,8566000,-13899000,-62180000,None,62143000,62143000,None,None,None,None,None,0,None,-61748000,None,None,None,7244000,CRTO
2023-12-31,USD,161340000,45308000,None,185016000,145681000,23268503,19748626,135234000,-16822000,62051000,-4513000,-22396000,None,22135000,22135000,None,None,None,None,None,0,None,-22138000,None,None,None,61017000,CRTO
2023-09-30,USD,19614000,4605000,None,60696000,41944000,18866000,16331000,50564000,11949000,6635000,-15862000,-28741000,None,28488000,28488000,None,None,None,None,0,0,None,-28237000,None,None,None,6927000,CRTO
2023-06-30,USD,1328000,7660000,None,14385000,27724000,10111000,24312000,34666000,4873000,-1971000,-52235000,-23900000,None,23836000,23836000,None,None,None,None,0,0,None,-23405000,None,None,None,-2876000,CRTO
2023-03-31,USD,41964000,616000,None,-128345000,-150526000,27311000,37195000,-164120000,None,-12071000,-36102000,-72217000,None,51030000,51030000,None,None,None,None,0,0,None,-49764000,None,None,None,-11809000,CRTO
2022-12-31,USD,125455000,35303000,None,155634000,108772000,15611000,35841000,117309000,None,16049000,-32395000,-76848000,None,76523000,76523000,None,416875,416875,None,0,0,None,-76112000,None,None,None,15400000,CRTO
2022-09-30,USD,41628000,333000,None,8586000,-1294000,20148000,16161000,-9923000,None,6521000,-157019000,-21687000,None,29828000,29828000,None,None,None,None,0,0,None,-29562000,None,6521000,None,6579000,CRTO
2022-06-30,USD,13972000,261000,None,4564000,22910000,22207000,21937000,27262000,None,-32972000,6370000,-13142000,None,21030000,21030000,None,None,None,None,0,0,None,-20950000,None,-32973000,None,-33614000,CRTO
2022-03-31,USD,74930000,365000,None,-52854000,-73791000,26611000,10857000,-92738000,None,21278000,16925000,-1367000,None,8304000,8304000,None,None,None,None,0,78513000,None,-8033000,None,90488000,None,20587000,CRTO
2021-12-31,USD,66012000,53375000,None,127191000,158636000,23015000,10600000,151604000,31775000,74938000,-10172000,-24296000,None,27416000,27416000,None,5582000,5582000,None,0,0,None,-23908000,None,129000,None,73765000,CRTO
2021-09-30,USD,51179000,916000,None,9508000,17064000,25533000,16767000,9541000,-12228000,24230000,-9381000,-28447000,None,37682000,37682000,None,None,None,None,0,0,None,-25569000,None,24230000,None,23481000,CRTO
2021-06-30,USD,26360000,3372000,None,-5808000,21168000,25161000,15663000,21031000,3321000,15029000,-39782000,-23958000,None,29999000,29999000,None,None,None,None,0,0,None,-22498000,None,15029000,None,14804000,CRTO
2021-03-31,USD,77362000,451000,None,-15167000,-42176000,17225000,11953000,-47226000,-9577000,23450000,-17032000,-3416000,None,4930000,4930000,None,None,None,None,2074000,0,None,-2856000,None,56914000,None,22406000,CRTO
2020-12-31,USD,44080000,15828000,None,88395000,135962000,26960000,10250000,126486000,16930000,46818000,-37294000,-169505000,None,0,0,None,43675000,43675000,None,1626000,-4315000,None,1626000,None,242000,None,45277000,CRTO
2020-09-30,USD,51156000,20223000,None,14797000,6939000,24680000,16308000,4177000,3541000,5293000,-13181000,-8339000,None,10554000,10554000,None,3193000,3193000,None,117000,3193000,None,-10437000,None,29636000,None,5227000,CRTO
2020-06-30,USD,33377000,13050000,None,-47621000,-42766000,27907000,29471000,-27318000,-10055000,6150000,-39770000,138858000,None,14860000,14860000,None,None,None,None,-20000,154310000,None,-14880000,None,132465000,None,5716000,CRTO
2020-03-31,USD,56743000,14397000,None,-82624000,-88990000,27044000,11258000,-99388000,-11343000,16428000,-10848000,-18761000,None,18241000,18241000,None,None,None,None,4000,0,None,-18237000,None,27134000,None,15459000,CRTO
2019-12-31,USD,59359000,41766000,None,79866000,113807000,39729000,13373000,119288000,21597000,41474000,-17537000,-40473000,None,40985000,40985000,None,None,None,None,1053000,0,None,-39932000,None,378000,None,42024000,CRTO
2019-09-30,USD,43289000,13222000,None,-14592000,-15459000,19455000,27239000,-14821000,-9539000,20557000,-24003000,-17973000,None,17603000,17603000,None,None,None,None,725000,0,None,-16878000,None,1313000,None,18778000,CRTO
2019-06-30,USD,52964000,14318000,None,-11980000,-26829000,18282000,28812000,-19325000,10519000,12537000,-33307000,-474000,None,0,0,None,None,None,None,-98000,0,None,-98000,None,19183000,None,10823000,CRTO
2019-03-31,USD,67220000,17868000,None,-56049000,-80026000,19644000,13292000,-86018000,-3556000,21401000,-29041000,-191000,None,0,0,None,None,None,None,11000,0,None,11000,None,37988000,None,19120000,CRTO
2018-12-31,USD,85600000,10871000,None,107433000,114595000,32785000,30064000,113019000,19027000,42134000,-97733000,-79403000,None,80000000,80000000,None,None,None,None,699000,0,None,-79301000,None,-94264000,-2728000,37966000,CRTO
2018-09-30,USD,50256000,23614000,None,-773000,-4702000,27891000,60627000,-12931000,-20287000,17948000,-67801000,-172000,None,0,0,None,None,None,None,212000,0,None,212000,None,-21595000,-3878000,17143000,CRTO
2018-06-30,USD,40341000,18344000,None,-26018000,-15975000,25099000,18880000,-10154000,10937000,14707000,-17693000,126000,None,None,None,None,None,None,None,396000,0,None,396000,None,-3589000,-26363000,13726000,CRTO
2018-03-31,USD,84527000,14216000,None,-75563000,-99250000,26050000,7413000,-91292000,-1514000,21090000,-43490000,16773000,None,None,None,None,None,None,None,166000,0,None,166000,None,69763000,11953000,19809000,CRTO
2017-12-31,USD,79002000,20364000,None,101576000,122089000,31344000,47928000,112127000,20115000,52368000,-25460000,5786000,None,None,None,None,None,None,None,2342000,26000,None,2342000,None,56128000,-3200000,53029000,CRTO
2017-09-30,USD,61727000,10165000,None,-15382000,-3010000,25990000,20999000,991000,1814000,22269000,-27857000,17794000,None,None,None,None,None,None,None,5164000,2220000,None,5164000,None,49798000,-1866000,19774000,CRTO
2017-06-30,USD,60491000,15848000,None,52711000,26851000,24376000,30008000,23358000,5978000,7505000,-24298000,-64052000,None,None,None,None,None,None,None,11517000,1454000,None,11517000,None,4372000,32231000,5970000,CRTO
2017-03-31,USD,44238000,11683000,None,-67892000,-67822000,22316000,23267000,-59569000,22261000,14518000,-28637000,11003000,None,None,None,None,None,None,None,12937000,0,None,12937000,None,33496000,6892000,12442000,CRTO
2016-12-31,USD,71657000,6670000,None,116641000,123241000,17178000,30163000,113442000,23527000,40740000,-253486000,75202000,None,None,None,None,None,None,None,2893000,80224000,None,2893000,None,-136841000,-30214000,39403000,CRTO
2016-09-30,USD,43631000,12278000,None,9592000,5016000,16030000,15792000,2160000,-1361000,14724000,-20284000,2346000,None,None,None,None,None,None,None,1600000,739000,None,1600000,None,29751000,4058000,13539000,CRTO
2016-06-30,USD,19274000,13889000,None,2798000,13095000,16345000,25564000,7126000,1358000,13339000,-27667000,8286000,None,None,None,None,None,None,None,10106000,2295000,None,10106000,None,-8703000,-8596000,12200000,CRTO
