fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,36191000,10688000,None,3630000,119000,637000,85932000,98000,None,22295000,-74464000,44868000,70000000,None,None,None,25406000,25406000,None,15000,None,None,15000,None,None,None,22295000,GTY
2024-09-30,USD,34633000,796000,None,-598000,-3013000,68000,53759000,-1989000,None,15335000,-28362000,-6332000,-5000000,None,None,None,25032000,25032000,None,16000,None,None,16000,None,None,None,15335000,GTY
2024-06-30,USD,29729000,816000,None,321000,1652000,64000,65779000,1636000,None,16711000,-60849000,25272000,-32500000,None,None,None,24937000,24937000,None,15000,None,None,15000,None,None,None,16711000,GTY
2024-03-31,USD,29951000,10439000,None,-2790000,-2754000,622000,85508000,-2248000,None,16723000,-36794000,14488000,40000000,None,None,None,24834000,24834000,None,15000,None,None,15000,None,None,None,16723000,GTY
2023-12-31,USD,30821000,8121000,None,235000,-1980000,513000,55208000,-1321000,-235000,16512000,-57808000,25411000,-65000000,None,None,None,23196000,23196000,None,0,None,None,0,None,None,None,16512000,GTY
2023-09-30,USD,25951000,847000,None,1060000,2885000,79000,119772000,2305000,-1060000,16033000,-153517000,124193000,75000000,None,None,None,22251000,22251000,None,0,0,None,0,None,None,None,16033000,GTY
2023-06-30,USD,26106000,857000,None,-278000,926000,85000,25165000,160000,278000,13524000,-49496000,10110000,0,None,None,None,20955000,20955000,None,0,0,None,0,None,None,None,13524000,GTY
2023-03-31,USD,22420000,8286000,None,-1488000,1552000,334000,48236000,-46000,None,14082000,-49884000,39730000,-70000000,None,None,None,20562000,20562000,None,15000,0,None,15000,None,12266000,None,14082000,GTY
2022-12-31,USD,25215000,7927000,None,541000,725000,372000,73987000,-92000,None,27312000,-78137000,51053000,70000000,None,None,None,19604000,19604000,None,15000,0,None,15000,None,-1869000,None,27312000,GTY
2022-09-30,USD,24462000,949000,None,573000,797000,125000,9090000,696000,-573000,13302000,-13282000,-19796000,0,None,None,None,19605000,19605000,None,14000,0,None,14000,None,-8616000,None,13302000,GTY
2022-06-30,USD,22579000,954000,None,-136000,1352000,118000,47161000,900000,136000,30680000,-39721000,-19815000,0,None,None,None,19604000,19604000,None,14000,0,None,14000,None,-36957000,None,30680000,GTY
2022-03-31,USD,20830000,7010000,None,-3100000,-125000,341000,7037000,-720000,3100000,18749000,-7916000,19316000,-60000000,None,None,None,19451000,19451000,None,16000,0,None,16000,None,32230000,None,18749000,GTY
2021-12-31,USD,28130000,6726000,None,5168000,-463000,373000,67647000,-760000,5425000,18032000,-50069000,39356000,17500000,None,None,None,18022000,18022000,None,21000,0,None,21000,None,39005000,None,18032000,GTY
2021-09-30,USD,18684000,860000,None,-3170000,969000,160000,63398000,1091000,None,14011000,-57569000,27113000,25000000,None,None,None,17762000,17762000,None,23000,0,None,23000,None,19171000,None,14011000,GTY
