fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,679000000,168000000,None,124000000,None,91000000,165000000,None,None,287000000,-178000000,-466000000,-248000000,6000000,6000000,None,92000000,None,None,None,490000000,None,0,None,None,None,287000000,SIRI
2024-09-30,USD,240000000,284000000,None,-37000000,None,113000000,216000000,None,None,-2958000000,-235000000,-69000000,-102000000,0,0,None,-154000000,None,None,None,None,None,0,None,None,None,-2456000000,SIRI
2024-06-30,USD,514000000,106000000,None,-70000000,14000000,115000000,173000000,43000000,None,316000000,-194000000,-291000000,320000000,0,0,None,103000000,None,None,None,None,None,0,None,None,None,317000000,SIRI
2024-03-31,USD,308000000,195000000,None,-148000000,-39000000,116000000,174000000,-82000000,None,265000000,-363000000,-90000000,30000000,0,0,None,102000000,None,None,None,None,None,0,None,None,None,265000000,SIRI
2023-12-31,USD,571000000,110000000,None,-79000000,75000000,114000000,130000000,64000000,None,228000000,-132000000,-276000000,-135000000,0,0,None,102000000,None,None,None,0,None,0,None,None,None,352000000,SIRI
2023-09-30,USD,478000000,268000000,None,12000000,12000000,96000000,187000000,14000000,None,291000000,-189000000,-287000000,-88000000,75000000,75000000,None,93000000,None,None,None,0,None,-71000000,None,None,None,234000000,SIRI
2023-06-30,USD,451000000,187000000,None,23000000,73000000,103000000,128000000,89000000,None,310000000,-130000000,-323000000,13000000,137000000,137000000,None,94000000,None,None,None,0,None,-137000000,None,None,None,310000000,SIRI
2023-03-31,USD,350000000,195000000,None,-51000000,-21000000,99000000,205000000,-53000000,None,233000000,-235000000,-119000000,130000000,62000000,62000000,None,94000000,None,None,None,0,None,-62000000,None,None,None,233000000,SIRI
2022-12-31,USD,676000000,152000000,None,-72000000,-9000000,93000000,147000000,12000000,None,365000000,-133000000,-526000000,-341000000,48000000,48000000,None,86000000,None,None,None,0,None,-48000000,None,None,None,365000000,SIRI
2022-09-30,USD,412000000,265000000,None,-61000000,-4000000,95000000,83000000,13000000,None,247000000,-82000000,-416000000,-89000000,184000000,184000000,None,83000000,None,None,None,0,None,-180000000,None,None,None,247000000,SIRI
2022-06-30,USD,533000000,146000000,None,5000000,29000000,96000000,99000000,22000000,None,292000000,-191000000,-292000000,-471000000,209000000,209000000,None,97000000,None,None,None,0,None,-209000000,None,None,None,292000000,SIRI
2022-03-31,USD,355000000,204000000,None,-125000000,13000000,96000000,97000000,-57000000,None,309000000,-142000000,-328000000,981000000,206000000,206000000,None,1073000000,None,None,None,0,None,-206000000,None,-115000000,None,309000000,SIRI
