fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,273324000,15252000,None,100422000,92816000,20754000,50993000,76390000,None,94158000,-59196000,-2016000,None,52148000,52148000,None,None,None,None,None,None,None,37378000,None,None,None,94158000,TTD
2024-06-30,USD,81259000,17556000,None,206949000,342863000,20882000,24581000,287468000,None,85029000,-16015000,25919000,None,0,0,None,None,None,None,None,None,None,57482000,None,None,None,85029000,TTD
2024-03-31,USD,185472000,15716000,None,-220196000,-241478000,21742000,9182000,-238147000,None,31660000,-21119000,-141282000,None,125280000,125280000,None,None,None,None,None,None,None,-114476000,None,None,None,31660000,TTD
2023-12-31,USD,91120000,19387000,None,349802000,438807000,20529000,27329000,423362000,None,97323000,-57051000,-210704000,None,219913000,219913000,None,None,None,None,None,None,None,-187585000,None,None,None,97323000,TTD
2023-09-30,USD,191540000,13966000,None,74666000,102993000,20530000,7720000,95282000,None,39352000,11335000,-96942000,0,90190000,90190000,None,None,None,None,None,None,None,-72599000,None,None,None,39352000,TTD
2023-06-30,USD,128089000,15528000,None,251696000,291711000,20066000,9348000,293533000,None,32939000,-33264000,-21696000,0,44960000,44960000,None,None,None,None,None,None,None,-6237000,None,73129000,None,32939000,TTD
2023-03-31,USD,187573000,15342000,None,-200701000,-252684000,19293000,10623000,-258165000,None,9326000,-28613000,-296764000,0,291534000,291534000,None,None,None,None,None,None,None,-281169000,None,-137804000,None,9326000,TTD
2022-12-31,USD,173480000,15936000,None,255877000,308910000,16844000,50658000,316652000,None,71187000,-138617000,987000,0,0,0,None,None,None,None,None,None,None,12328000,None,35850000,None,71187000,TTD
2022-09-30,USD,137296000,14691000,None,61095000,73545000,12957000,25460000,87440000,None,15869000,-72182000,-3141000,0,0,0,None,None,None,None,None,None,None,10917000,None,61973000,None,15869000,TTD
2022-06-30,USD,91766000,14200000,None,124772000,141863000,12274000,5752000,147138000,None,-19073000,-26472000,23166000,0,0,0,None,None,None,None,None,None,None,32934000,None,88460000,None,-19073000,TTD
