fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,-19663909,0,None,973719,-1350095,416821,0,-663683,None,-15838189,34644324,29145402,None,None,None,None,None,None,None,13081606,None,-82601,12999005,None,None,None,-19381679,INO
2024-09-30,USD,-27443338,0,None,-1978761,-679170,419307,0,89074,None,-26820540,14077766,660648,None,None,None,None,None,None,None,667066,None,None,667066,None,None,None,-25165478,INO
2024-06-30,USD,-28209350,0,None,798193,1051962,491546,452254,-777417,None,-33189342,9966314,33033611,None,None,None,None,None,None,None,17084801,None,None,33273740,None,None,None,-32237098,INO
2024-03-31,USD,-28759956,533487,None,-3160238,-1751162,424473,35578,145854,None,-35573704,45382635,-11364115,None,None,None,None,None,None,None,5200000,None,None,5225133,None,None,None,-30469871,INO
2023-12-31,USD,-26275785,0,None,4652801,525596,569687,0,261033,1159744,-25003637,19943279,1838283,None,None,None,None,None,None,None,1838283,None,None,1838283,None,None,None,-25017352,INO
2023-09-30,USD,-29110632,533488,None,-6686063,-1126882,641313,0,-2972031,-2926884,-33929864,-5493833,698633,None,None,None,None,None,None,None,708283,0,None,708283,None,None,None,-33929864,INO
2023-06-30,USD,-32314656,0,None,-3217920,-1771863,404024,23915,81120,1767140,-35534533,53906536,2882887,None,None,None,None,None,None,None,2915179,0,None,0,None,24474767,None,-35534533,INO
2023-03-31,USD,-36664478,533487,None,-40737879,-46059179,1152042,296983,-6703110,None,-40649317,18999893,-424704,None,None,None,None,None,None,None,0,0,None,0,None,-18089289,None,-40649317,INO
2022-12-31,USD,-36340032,0,None,4572406,-12169894,1348494,165109,1657530,None,-54463139,54000808,6667997,None,None,None,None,None,None,None,6667997,0,None,6667975,None,24328773,None,-54445074,INO
2022-09-30,USD,-67465314,533488,None,-39096201,196599,120000,86832,-1290848,None,-37783896,44556714,3811544,None,None,None,None,None,None,None,3765942,0,None,3859442,None,-19097056,None,-37783896,INO
2022-06-30,USD,-50527973,0,None,76914263,28043423,131000,717212,3880738,None,-108497311,-10304019,42939144,None,None,None,None,None,None,None,43156834,0,None,43262544,None,-17892848,None,-108497311,INO
2022-03-31,USD,-61882102,533487,None,-9884702,-7769181,1375969,0,-541248,None,-79073719,21332353,28422017,None,None,None,None,None,None,None,29364538,0,None,29448350,None,-12127732,None,-79073719,INO
2021-12-31,USD,-37891163,0,None,18704652,-45916654,1071971,643658,906955,41784083,-106947580,-6493994,47594919,None,None,None,None,None,None,None,47336380,0,None,47626178,None,3209762,None,-106947580,INO
2021-09-30,USD,-46490703,533488,None,-1504757,-6062833,127000,168614,-6726182,1942329,-60169041,55958390,-440780,None,None,None,None,None,None,None,0,0,None,255408,None,-60169041,None,-60169041,INO
2021-06-30,USD,-78459231,0,None,4246455,12270587,130000,207910,3592375,-4091737,-82139958,50306456,3441423,None,None,None,None,None,None,None,0,0,None,3521798,None,-82139958,None,-82139958,INO
2021-03-31,USD,-52867428,544315,None,4706867,10334413,797467,210824,-8804853,-24086658,-54402131,-275115336,160903241,None,None,None,None,None,None,None,162105030,0,None,164738026,None,-167079523,None,-54402131,INO
2020-12-31,USD,-51216489,10102,None,-2284516,27978946,852261,962077,10869494,-14274601,-24338380,-3716121,126939273,None,None,None,None,None,None,None,124525545,0,None,126969472,None,-24338380,None,-24338380,INO
2020-09-30,USD,-74158349,1978208,None,-29157500,46256427,137000,382054,4198723,-43694718,19171336,39114937,-1695051,None,None,None,None,None,None,None,0,0,None,256559,None,19171336,None,19171336,INO
2020-06-30,USD,-27151487,46258,None,104166958,4968701,137000,35582,2703530,-3766060,-129172466,-42385622,126522757,None,None,None,None,None,None,None,121718922,0,None,126144902,None,-129172466,None,-128703059,INO
2020-03-31,USD,-25452721,2590196,None,6014505,-53607,946559,140952,-756276,6581764,-33135404,-51808945,213512634,None,None,None,None,None,None,None,208241933,0,None,213415467,None,136250968,None,-32541054,INO
2019-12-31,USD,-13737347,25502,None,12718703,119846,1118219,114442,277278,2934141,-38147382,10434776,9645432,None,None,None,None,None,None,None,5663945,4017644,None,5763945,None,-38147382,None,-37662038,INO
2019-09-30,USD,-27733458,2692083,None,-6163029,-126121,267000,133676,627673,135511,-23536452,8269739,15581012,None,None,None,None,None,None,None,1128749,17767020,None,1128749,None,-23536452,None,-23090693,INO
2019-06-30,USD,-23924984,0,None,-2214749,-2157455,267000,81077,-2951835,-2986038,-29579076,21587617,1294158,None,None,None,None,None,None,None,1388986,0,None,1388986,None,-29579076,None,-29387226,INO
2019-03-31,USD,-32454347,0,None,-7144059,315540,1197470,658731,24057,852179,-29288867,-49337127,78876993,None,None,None,None,None,None,None,907330,75658953,None,907330,None,-2914481,None,-29219262,INO
2018-12-31,USD,-17281018,None,None,5416095,-495328,1245650,343067,-344398,-556308,-32962205,7182557,14394272,None,None,None,None,None,None,None,14304513,0,None,15804513,None,4295811,None,-32962205,INO
2018-09-30,USD,-24670864,None,None,4102430,1443988,267000,127188,1725927,-2945106,-25015672,14418034,14565009,None,None,None,None,None,None,None,12949862,0,None,902000,None,4312179,None,-25015672,INO
2018-06-30,USD,-19023074,None,None,-26695588,-4658191,312000,461302,-4717005,1498536,-6639125,-5984570,2584424,None,None,None,None,None,None,None,1973401,0,None,0,None,-22423220,None,-6639125,INO
2018-03-31,USD,-12575200,None,None,16797967,110979,1301771,1153465,900596,1038957,-32350828,26803887,-506403,None,None,None,None,None,None,None,0,0,None,0,None,13722284,None,-32350828,INO
2017-12-31,USD,-13948407,None,None,2757135,-2017669,474440,878066,-671931,1338818,-21506179,14581271,-124677,None,None,None,None,None,None,None,0,None,None,833073,None,508187,None,-21506179,INO
2017-09-30,USD,-17313533,None,None,5014364,-1403083,404000,3587699,-1550093,838801,-34134570,-54157508,70888796,None,None,None,None,None,None,None,70287726,None,None,70848992,None,-582245,None,-34134570,INO
2017-06-30,USD,-16719541,None,None,-15195237,-1528223,404000,5038880,-2385957,986183,-9479116,-6422691,24099616,None,None,None,None,None,None,None,0,None,None,24139420,None,957384,None,-9479116,INO
2017-03-31,USD,-15227440,None,None,-3435777,-3602986,928597,789257,-5472061,-2631936,-23085907,18167784,826437,None,None,None,None,None,None,None,0,None,None,826437,None,3766781,None,-23085907,INO
2016-12-31,USD,-14902939,None,None,3304075,103646,824268,66235,-885242,-1651976,-26233470,9918336,870313,None,None,None,None,None,None,None,837477,None,None,1029573,None,-4114290,None,-26233470,INO
2016-09-30,USD,-18642182,None,None,3514758,7448267,412000,475339,7089158,2035914,-20759338,9073164,4369407,None,None,None,None,None,None,None,4156849,None,None,4369407,None,-5199611,None,-20759338,INO
2016-06-30,USD,-13269953,None,None,1277988,-427210,347000,2715755,-786809,152198,-18704711,-2381457,2477738,None,None,None,None,149559,149559,None,1300000,None,None,1300000,None,-13173672,None,-18704711,INO
2016-03-31,USD,-15739978,None,None,-201170,4386220,597867,681141,3819700,55882,-8042820,-338154,69484,None,None,None,None,None,None,None,1435,None,None,69484,None,-16008648,None,-8042820,INO
2015-12-31,USD,-6773939,None,None,3696576,-3990584,526859,825923,-3632214,975095,-17952045,-21221573,159409,None,None,None,None,None,None,None,0,None,None,-1887506,None,-27836103,0,-17952045,INO
2015-09-30,USD,15424977,None,None,15813064,6170248,215000,782597,5356428,-402776,5594468,-1981023,1727268,None,None,None,None,149559,149559,None,0,None,None,1876827,None,15171222,0,5594468,INO
2015-06-30,USD,-9021569,None,None,2704190,2119017,219000,646165,2309261,1162339,-6162389,-29291622,82465042,None,None,None,None,None,None,None,81902363,None,None,0,None,44151851,0,-6248250,INO
2015-03-31,USD,-12068370,None,None,-5565409,545720,437479,526859,495377,-685433,-10582871,-2329889,0,None,None,None,None,None,None,None,0,None,None,0,None,-14398259,0,-10581779,INO
2014-12-31,USD,-8074538,None,None,2665643,1467004,428351,172106,1182213,-77963,-7412487,-23217033,1166553,None,None,None,None,None,None,None,0,None,None,-10685990,None,-30125018,0,-7411404,INO
2014-09-30,USD,-8043378,None,None,-936072,-1386542,235000,320691,-1254658,-936402,-7179061,-10321496,498690,None,None,None,None,None,None,None,0,None,None,498690,None,-17866184,0,-7177575,INO
2014-06-30,USD,-8148545,None,None,-724204,368227,238000,705423,158430,1042603,-10717717,-2992277,905099,None,None,None,None,None,None,None,0,None,None,905099,None,-10235723,0,-10711274,INO
2014-03-31,USD,-5557183,None,None,220986,-713012,355330,181760,-583341,413704,-10830868,718600,69891383,None,None,None,None,None,None,None,59209182,None,None,69891383,None,65051111,-1689,-10821460,INO
2013-12-31,USD,874902,None,None,3202126,-7107070,642057,-73672,-7272636,-1880974,-15467803,-4744851,4521862,None,None,None,None,None,None,None,3806210,None,None,-13686370,None,652375,462,-15454330,INO
2013-09-30,USD,-5704396,None,None,1927269,9769289,440000,184479,10033854,454905,-30890853,-184479,28602795,None,None,None,None,None,None,None,9521112,None,None,28602795,None,22715251,1331,-30877410,INO
2013-06-30,USD,-5421738,None,None,187418,-41505,445000,26409,-532350,-421708,-10866596,-4318311,5906,None,None,None,None,None,None,None,0,None,None,5906,None,-9734629,-486,-10852588,INO
2013-03-31,USD,-5130205,None,None,26953,17094,487768,39709,206028,243607,-8858280,10798,19561374,None,None,None,None,None,None,None,19556383,None,None,19561374,None,14440778,-1189,-8844120,INO
2012-12-31,USD,-5522293,None,None,336971,145644,500053,21121,250900,763691,-671304,2478816,4099553,None,None,None,None,None,None,None,4099553,None,None,4099553,None,1057363,1287,-658751,INO
2012-09-30,USD,-6033114,None,None,-110323,39452,466000,16944,150213,23498,-6632489,3443357,1225588,None,None,None,None,None,None,None,1225588,None,None,0,None,-1363485,684,-6622076,INO
2012-06-30,USD,-5313915,None,None,584481,-581565,457000,106588,-450457,786587,-4144468,137645,0,None,None,None,None,None,None,None,0,None,None,0,None,-5176752,-482,-4133179,INO
2012-03-31,USD,-5437463,None,None,-1319925,408031,497432,96333,409696,-1670967,-8264719,-784253,0,None,None,None,None,None,None,None,0,None,None,0,None,-6221221,495,-8254949,INO
2011-12-31,USD,-4534193,None,None,1281325,-81452,502983,47223,38526,-94266,-5488189,-7106837,3688129,None,None,None,None,None,None,None,3685129,None,None,3688129,None,-7952573,328,-5476241,INO
2011-09-30,USD,-5266392,None,None,287722,58628,453000,18005,14828,None,-4556581,-21128,0,None,None,None,None,None,None,None,0,None,None,24309472,None,-5291604,-4084,-4541932,INO
2011-06-30,USD,-4452654,None,None,None,None,469000,36162,None,-101666,-2837271,-2136162,144,None,None,None,None,None,None,None,0,None,None,24309472,None,-6588093,579,-2822159,INO
2011-03-31,USD,-5502478,None,None,None,None,503811,59797,None,-1019851,-2422054,-1635797,24322258,None,None,None,None,None,None,None,24309472,None,None,None,None,17183897,-86,-2412613,INO
2010-12-31,USD,-3347949,None,None,None,None,526216,25167,None,1231445,-6309429,2277267,1791117,None,None,None,None,None,None,None,1765503,None,None,None,None,606629,-113806,-6293524,INO
2010-09-30,USD,-783718,None,None,None,None,529171,23953,None,427568,-1414733,5614305,-398000,None,None,None,None,None,None,None,None,None,None,None,None,4440106,7519,-1410148,INO
2010-06-30,USD,-3304033,None,None,None,None,530513,219738,None,-356528,-7613948,3544000,-11035747,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-7616438,INO
