fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,None,6155000000,None,None,None,None,963000000,1121000000,None,237000000,None,None,-4787000000,None,None,None,None,2183000000,2183000000,None,None,None,None,-1133000000,None,None,None,2043000000,UL
2024-06-30,None,3364000000,None,None,None,None,794000000,617000000,None,-435000000,None,None,-2154000000,None,None,None,None,2154594444,2154594444,None,None,None,None,-375000000,None,None,None,3701000000,UL
2023-12-31,EUR,6060000000,None,None,None,None,637000000,954000000,None,340000000,None,None,-4704000000,None,None,None,None,2118429979,2118429979,None,None,None,None,-754000000,None,None,None,2939000000,UL
2023-09-30,None,3030000000,None,None,None,None,318500000,477000000,None,170000000,None,None,-2352000000,None,None,None,None,1080500000,1080500000,None,None,None,None,-377000000,None,None,None,1469500000,UL
2023-06-30,EUR,3366000000,None,None,None,None,753000000,478000000,None,100000000,None,-200000000,-2489000000,None,None,None,None,2245407040,2245407040,None,None,None,None,-753000000,None,None,None,3548000000,UL
2023-03-31,None,1683000000,None,None,None,None,377000000,274000000,None,None,None,None,-1244500000,None,None,None,None,1101000000,1101000000,None,None,None,None,-376500000,None,None,None,1774000000,UL
2022-12-31,EUR,4233000000,None,None,None,None,667000000,863000000,None,-1398000000,None,1442500000,-7966000000,None,None,None,None,2148900367,2148900367,None,None,None,None,-861000000,None,None,None,4737000000,UL
2022-09-30,EUR,2116500000,None,None,None,None,333500000,431500000,None,-699000000,None,1442500000,-3983000000,None,None,None,None,1076500000,1076500000,None,None,None,None,-430500000,None,None,None,2368500000,UL
2022-06-30,EUR,2771486612,None,None,None,None,824008378,580328941,None,None,None,-216000000,-588157999,None,None,None,None,1088000000,1088000000,None,None,None,None,-634153716,None,None,None,2842926769,UL
2022-03-31,EUR,1524500000,None,None,None,None,421000000,296500000,None,None,None,-216000000,-462000000,None,None,None,None,1088000000,1088000000,None,None,None,None,None,None,None,None,1452500000,UL
2021-12-31,EUR,2464000000,None,None,None,None,332000000,361000000,None,-229000000,None,-1338000000,-1501000000,None,None,None,None,1103000000,1103000000,None,None,None,None,-3018000000,None,None,None,1464000000,UL
2021-09-30,EUR,2464000000,None,None,None,None,332000000,361000000,None,-229000000,None,-1338000000,-1501000000,None,None,None,None,1103000000,1103000000,None,None,None,None,None,None,None,None,1464000000,UL
