fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,210057000,73234000,None,23517000,2899000,29010000,15414000,2899000,27974000,147188000,-22523000,-97010000,0,70297000,70297000,None,20461000,20461000,None,None,None,None,-70297000,None,None,None,147448000,TGNA
2024-06-30,USD,124779000,8379000,None,-287000,2323000,28836000,15972000,2323000,None,82029000,-14594000,-95220000,0,72305000,72305000,None,21016000,21016000,None,None,None,None,-72305000,None,None,None,82144000,TGNA
2024-03-31,USD,100380000,74240000,None,-35483000,-22153000,27970000,4911000,-22153000,None,189262000,86224000,-116876000,0,82394000,82394000,None,19898000,19898000,None,None,None,None,-82394000,None,None,None,189560000,TGNA
2023-12-31,USD,178410000,26308000,None,27351000,15481000,35000000,24243000,15481000,27974000,75996000,-24894000,-345510000,0,325000000,325000000,None,20456000,20456000,None,None,None,None,-325000000,None,None,None,76133000,TGNA
2023-09-30,USD,101354000,73866000,None,10761000,14149000,28380000,14810000,14149000,-30701000,96254000,12812000,-50509000,0,27914000,27914000,None,22589000,22589000,None,None,0,None,-27914000,None,None,None,96183000,TGNA
2023-06-30,USD,137098000,9196000,None,-10460000,-43741000,28283000,11646000,-43741000,2727000,200093000,-11785000,-319119000,0,0,0,None,19129000,19129000,None,None,0,None,0,None,-193806000,None,200105000,TGNA
2023-03-31,USD,170387000,73862000,None,13897000,-20615000,28631000,3995000,-20615000,None,104004000,-4122000,-34767000,0,0,0,None,21360000,21360000,None,None,0,None,0,None,131498000,None,104303000,TGNA
2022-12-31,USD,211446000,26840000,None,-31933000,67351000,36986000,15806000,67351000,None,218814000,-15170000,-21236000,0,0,0,None,21223000,21223000,None,None,0,None,0,None,None,None,218601000,TGNA
2022-09-30,USD,209318000,73932000,None,17926000,-26723000,30172000,12433000,-26723000,None,146157000,-12243000,-21204000,0,0,0,None,21202000,21202000,None,None,0,None,0,None,175871000,None,146065000,TGNA
2022-06-30,USD,195127000,9298000,None,-1213000,-25383000,30533000,17556000,-25383000,None,131940000,-16489000,-21184000,0,0,0,None,21180000,21180000,None,None,0,None,0,None,157454000,None,131569000,TGNA
