fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,1013000000,282000000,None,18000000,-575000000,47000000,62000000,-575000000,None,355000000,29000000,-699000000,0,None,300000000,None,147000000,147000000,None,34000000,0,None,-266000000,None,None,None,343000000,AON
2024-06-30,USD,513000000,161000000,None,16000000,133000000,45000000,53000000,133000000,None,536000000,2676000000,-2997000000,0,None,250000000,None,146000000,146000000,None,2000000,1984000000,None,-248000000,None,None,None,524000000,AON
2024-03-31,USD,309000000,95000000,None,-146000000,826000000,44000000,48000000,826000000,None,1093000000,-4961000000,5261000000,-591000000,None,250000000,None,123000000,123000000,None,25000000,5942000000,None,-225000000,None,None,None,1071000000,AON
2023-12-31,USD,1261000000,343000000,None,585000000,-102000000,137000000,49000000,-102000000,None,507000000,-240000000,-1664000000,247000000,None,750000000,None,123000000,123000000,None,9000000,0,None,-741000000,None,None,None,498000000,AON
2023-09-30,USD,1043000000,89000000,None,163000000,-414000000,42000000,58000000,-414000000,None,467000000,-76000000,-1162000000,-57000000,0,850000000,None,125000000,125000000,None,30000000,0,None,-820000000,None,None,None,456000000,AON
2023-06-30,USD,688000000,141000000,None,-145000000,40000000,39000000,69000000,40000000,None,575000000,-77000000,-443000000,-44000000,0,550000000,None,126000000,126000000,None,8000000,0,None,-542000000,None,None,None,560000000,AON
2023-03-31,USD,443000000,79000000,None,-317000000,664000000,38000000,76000000,664000000,None,1079000000,205000000,404000000,-173000000,0,550000000,None,115000000,115000000,None,25000000,744000000,None,-525000000,None,None,None,1050000000,AON
2022-12-31,USD,1042000000,363000000,None,313000000,-50000000,62000000,70000000,-50000000,None,666000000,-240000000,-1451000000,360000000,0,675000000,None,116000000,116000000,None,9000000,0,None,-617000000,None,None,None,657000000,AON
2022-09-30,USD,1046000000,64000000,None,152000000,-528000000,71000000,58000000,-528000000,None,418000000,-84000000,-302000000,-16000000,0,1200000000,None,118000000,118000000,None,23000000,496000000,None,-1200000000,None,None,None,408000000,AON
2022-06-30,USD,668000000,133000000,None,25000000,130000000,65000000,45000000,130000000,None,514000000,138000000,-537000000,142000000,0,500000000,None,119000000,119000000,None,3000000,-1657000000,None,-500000000,None,None,None,501000000,AON
2022-03-31,USD,463000000,22000000,None,-296000000,544000000,66000000,23000000,544000000,None,1048000000,-263000000,500000000,-551000000,0,828000000,None,110000000,110000000,None,23000000,3128000000,None,-828000000,None,700000000,None,1023000000,AON
2021-12-31,USD,931000000,379000000,None,395000000,-746000000,76000000,35000000,40000000,None,873000000,165000000,-1330000000,520000000,0,2000000000,None,112000000,112000000,None,None,2800000000,None,-2000000000,None,552000000,None,863000000,AON
2021-09-30,USD,-94000000,31000000,None,281000000,2000000,56000000,32000000,-398000000,None,-891000000,-89000000,142000000,151000000,0,1251000000,None,116000000,116000000,None,None,2060000000,None,-1251000000,None,-835000000,None,-900000000,AON
2021-06-30,USD,784000000,126000000,None,2000000,350000000,77000000,41000000,-8000000,None,393000000,-129000000,-55000000,0,0,242000000,None,115000000,115000000,None,None,863000000,None,-242000000,None,434000000,None,379000000,AON
2021-03-31,USD,561000000,36000000,None,-214000000,513000000,81000000,29000000,485000000,None,933000000,102000000,-681000000,0,0,50000000,None,104000000,104000000,None,None,250000000,None,-50000000,None,-46000000,None,913000000,AON
2020-12-31,USD,760000000,363000000,None,311000000,-305000000,84000000,22000000,85000000,None,534000000,136000000,-626000000,0,0,800000000,None,105000000,105000000,None,None,0,None,-800000000,None,-15000000,None,524000000,AON
2020-09-30,USD,804000000,68000000,None,-50000000,-371000000,92000000,30000000,-455000000,None,282000000,177000000,-942000000,0,0,500000000,None,103000000,103000000,None,None,0,None,-500000000,None,324000000,25000000,275000000,AON
2020-06-30,USD,881000000,147000000,None,-25000000,104000000,99000000,30000000,-281000000,None,411000000,-554000000,-286000000,0,0,0,None,102000000,102000000,None,None,2093000000,None,0,None,452000000,26000000,398000000,AON
2020-03-31,USD,338000000,111000000,None,-194000000,780000000,138000000,59000000,543000000,None,791000000,-438000000,82000000,0,0,463000000,None,102000000,102000000,None,None,2060000000,None,-463000000,None,-100000000,-82000000,772000000,AON
2019-12-31,USD,672000000,175000000,None,399000000,165000000,125000000,58000000,204000000,None,382000000,2000000,721000000,0,0,453000000,None,103000000,103000000,None,None,1134000000,None,-453000000,None,382000000,None,374000000,AON
2019-09-30,USD,802000000,115000000,None,143000000,14000000,152000000,61000000,-310000000,None,228000000,-9000000,-736000000,0,352000000,352000000,None,104000000,104000000,None,None,1359000000,None,-352000000,None,272000000,-36000000,222000000,AON
2019-06-30,USD,287000000,236000000,None,-226000000,439000000,143000000,49000000,19000000,None,287000000,-195000000,-92000000,0,1055000000,1055000000,None,107000000,107000000,None,None,2688000000,None,-1055000000,None,327000000,-19000000,277000000,AON
2019-03-31,USD,74000000,27000000,None,-361000000,999000000,137000000,57000000,458000000,None,676000000,-27000000,-140000000,0,100000000,100000000,None,96000000,96000000,None,None,871000000,None,-100000000,None,-56000000,37000000,659000000,AON
2018-12-31,USD,711000000,94000000,None,536000000,-295000000,-442000000,61000000,116000000,None,353000000,-53000000,-444000000,0,0,198000000,None,97000000,97000000,None,None,1794000000,None,-198000000,None,172000000,-42000000,345000000,AON
2018-09-30,USD,562000000,27000000,None,173000000,217000000,140000000,68000000,-360000000,None,153000000,-95000000,-457000000,0,301000000,301000000,None,98000000,98000000,None,None,1408000000,None,-301000000,None,-3000000,-13000000,147000000,AON
2018-06-30,USD,273000000,87000000,None,-194000000,61000000,329000000,66000000,102000000,None,58000000,-167000000,-135000000,0,402000000,402000000,None,98000000,98000000,None,None,1744000000,None,-402000000,None,-110000000,-81000000,48000000,AON
2018-03-31,USD,140000000,58000000,None,-433000000,464000000,149000000,45000000,269000000,None,610000000,346000000,-663000000,0,569000000,569000000,None,89000000,89000000,None,None,808000000,None,-569000000,None,-159000000,18000000,594000000,AON
2017-12-31,USD,381000000,77000000,None,206000000,-168000000,-565000000,58000000,398000000,None,-12000000,265000000,-617000000,0,511000000,511000000,None,90000000,90000000,None,None,3000000,None,-511000000,None,7000000,-22000000,-19000000,AON
2017-09-30,USD,-147000000,51000000,None,-628000000,246000000,141000000,43000000,-169000000,None,192000000,1033000000,-878000000,0,788000000,788000000,None,92000000,92000000,None,None,0,None,-788000000,None,65000000,57000000,185000000,AON
2017-06-30,USD,260000000,86000000,None,123000000,19000000,514000000,48000000,63000000,None,778000000,1476000000,-1512000000,0,974000000,974000000,None,95000000,95000000,None,None,659000000,None,-974000000,None,233000000,9000000,769000000,AON
2017-03-31,USD,240000000,58000000,None,-347000000,292000000,97000000,34000000,-38000000,None,305000000,13000000,-258000000,0,126000000,126000000,None,87000000,87000000,None,None,992000000,None,-126000000,None,20000000,25000000,291000000,AON
