fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,99263000,366011000,302668000,5399000,-44987000,-5664000,4149000,None,None,121218000,8792000,-346240000,8365000,0,0,None,14168000,14168000,None,None,None,None,0,None,None,None,56312000,TRMK
2024-09-30,USD,59500000,410449000,292967000,16268000,21704000,113000,10250000,None,None,113788000,8550000,-84755000,151523000,0,0,None,14209000,14209000,None,None,None,None,0,None,None,None,51330000,TRMK
2024-06-30,USD,16709000,429304000,302294000,-2929000,1029000,113000,7092000,None,None,-122683000,318561000,-119190000,-229095000,0,0,None,14206000,14206000,None,None,None,None,0,None,None,None,73832000,TRMK
2024-03-31,USD,-58543000,347918000,263634000,-127283000,4878000,1486000,7094000,None,None,41535000,-51309000,-259430000,-12530000,0,0,None,14207000,14207000,None,None,None,None,0,None,None,None,41535000,TRMK
2023-12-31,USD,64185000,340824000,245671000,24454000,14253000,2338000,8008000,None,None,36123000,-51646000,212512000,333946000,0,0,None,14165000,14165000,None,None,None,None,0,None,None,None,36123000,TRMK
2023-09-30,USD,106366000,415141000,347907000,1074000,-40168000,113000,10100000,None,None,34029000,-97291000,-90635000,-264380000,0,0,None,14169000,14169000,None,0,None,None,0,None,None,None,34029000,TRMK
2023-06-30,USD,23777000,448049000,339704000,1458000,12090000,203000,10738000,None,None,45037000,-12927000,-475942000,-591800000,0,0,None,14161000,14161000,None,0,None,None,0,None,-465092000,None,45037000,TRMK
2023-03-31,USD,2559000,326914000,216327000,7390000,53233000,2169000,19811000,None,None,50300000,-249310000,809108000,478648000,0,0,None,14158000,14158000,None,0,None,None,0,None,562357000,None,50300000,TRMK
2022-12-31,USD,68050000,214708000,220968000,104695000,-7001000,3867000,7869000,None,None,-34063000,-540495000,176093000,-244737000,0,0,None,14123000,14123000,None,0,None,None,0,None,255150000,None,-34063000,TRMK
2022-09-30,USD,77797000,299878000,320971000,39172000,-9070000,356000,8598000,None,None,42455000,-597037000,807918000,623911000,8005000,8005000,None,14158000,14158000,None,0,None,None,-8005000,None,-262824000,None,42455000,TRMK
2022-06-30,USD,88801000,325414000,344081000,16301000,-43897000,379000,9726000,None,None,34284000,-798342000,-465562000,-100342000,7505000,7505000,None,14212000,14212000,None,0,None,None,-7505000,None,-1175103000,None,34284000,TRMK
2022-03-31,USD,61868000,333234000,381947000,7575000,-39846000,4098000,7819000,None,None,29211000,-344528000,-66605000,-68078000,9094000,9094000,None,14186000,14186000,None,0,None,None,-9094000,None,-349265000,None,29211000,TRMK
2021-12-31,USD,101571000,442289000,502621000,8864000,-70776000,7470000,8771000,None,None,26222000,-224447000,214647000,111331000,27141000,27141000,None,14285000,14285000,None,0,None,None,-27141000,None,91771000,None,26222000,TRMK
