fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,36097000,2777000,None,11893000,34877000,55675000,22863000,18232000,11679000,-32983000,-22860000,-10380000,None,None,None,None,None,None,None,None,None,None,2809000,None,None,None,-32983000,ICUI
2024-06-30,USD,81953000,3678000,None,40867000,13188000,55318000,21877000,7252000,-6931000,-21406000,-21692000,-10384000,None,None,None,None,None,None,None,None,None,None,2924000,None,None,None,-21406000,ICUI
2024-03-31,USD,45791000,8861000,None,-11190000,-17236000,55526000,18869000,-13967000,-14164000,-39471000,-17862000,-26845000,None,None,None,None,None,None,None,None,None,None,150000,None,None,None,-39471000,ICUI
2023-12-31,USD,91269000,145769000,None,17301000,-60674000,57159000,31972000,-5549000,-60583000,78072000,-30650000,-7849000,None,None,None,None,11479999,11479999,None,None,None,None,-9350000,None,None,None,-17147000,ICUI
2023-09-30,USD,35161000,1297000,None,-28613000,-7818000,58371000,24558000,3710000,-9378000,7238000,-24508000,-6396000,0,0,0,None,1286000,1286000,None,None,None,None,1789000,None,None,None,7238000,ICUI
2023-06-30,USD,-1474000,3329000,None,1656000,67076000,57500000,20403000,35232000,26670000,-9934000,-17606000,-5897000,0,0,0,None,1768999,1768999,None,None,None,None,2062000,None,-24977000,None,-9934000,ICUI
2023-03-31,USD,41245000,7364000,None,-48624000,-28117000,55744000,16737000,-82028000,49370000,-9812000,-15183000,-15837000,0,0,0,None,8425000,8425000,None,None,None,None,171000,None,10225000,None,-9812000,ICUI
2022-12-31,USD,-1711000,108994000,None,-8705000,55317000,56813000,24054000,10195000,49255000,50839000,-23998000,-10385000,0,0,0,None,10883000,10883000,None,None,None,None,-10004000,None,None,None,-15536000,ICUI
2022-09-30,USD,2309000,2200000,None,3703000,49589000,58641000,22796000,7866000,51816000,-13208000,-12528000,2530000,0,0,0,None,4811000,4811000,None,None,None,None,4914000,None,-1342000,None,-13208000,ICUI
2022-06-30,USD,-61385000,3564000,None,-11626000,88282000,66559000,26486000,23579000,63854000,-7474000,-5192000,-4030000,0,0,0,None,None,None,None,None,None,None,18000,None,-11533000,-3123000,-7474000,ICUI
2022-03-31,USD,-1342000,8607000,None,266000,25445000,53138000,25993000,-22489000,36170000,-38068000,-1867750000,1648917000,0,0,0,None,None,None,None,None,None,None,2974000,None,-223399000,-3224000,-38068000,ICUI
2021-12-31,USD,82621000,23405000,None,30297000,4722000,23134000,24489000,-9948000,-4305000,20783000,-32941000,-15279000,0,0,0,None,None,None,None,None,None,None,-5929000,None,33342000,-1059000,19925000,ICUI
2021-09-30,USD,78835000,2947000,None,25000,-1708000,22245000,22851000,-1729000,-3142000,31081000,-21086000,1108000,0,0,0,None,None,None,None,None,None,None,1550000,None,45581000,-1409000,31081000,ICUI
2021-06-30,USD,54762000,3128000,None,-1162000,1936000,22164000,17927000,-572000,-160000,28398000,-17779000,301000,0,0,0,None,None,None,None,None,None,None,552000,None,44798000,504000,28398000,ICUI
2021-03-31,USD,51320000,3287000,None,-17554000,-10509000,22155000,15902000,-1506000,-13208000,23731000,-18881000,-3000000,0,0,0,None,None,None,None,None,None,None,4864000,None,28152000,-1287000,23731000,ICUI
2020-12-31,USD,78526000,36769000,None,-14145000,-47729000,21594000,31703000,-39116000,-10337000,119874000,-40903000,4426000,-150000000,0,0,None,None,None,None,None,None,None,-8269000,None,119874000,3055000,26142000,ICUI
2020-09-30,USD,75486000,3774000,None,-19887000,-31918000,21462000,26066000,-33640000,-378000,24986000,-24080000,-148588000,-150000000,0,0,None,None,None,None,None,None,None,1787000,None,44886000,2041000,24986000,ICUI
2020-06-30,USD,29221000,4682000,None,-3964000,19285000,21618000,15200000,-4394000,10891000,18908000,-9684000,5736000,0,0,0,None,None,None,None,None,None,None,6239000,None,38308000,1304000,18908000,ICUI
2020-03-31,USD,39519000,8793000,None,-34598000,-16503000,20957000,27421000,-899000,-19372000,16834000,-23472000,138386000,150000000,0,0,None,None,None,None,None,None,None,560000,None,150887000,-3546000,16834000,ICUI
2019-12-31,USD,48864000,22875000,None,-15934000,-14157000,19891000,26326000,-8800000,-5927000,114140000,-100999000,3331000,None,0,0,None,None,None,None,None,None,None,-15147000,None,-47279000,1525000,20641000,ICUI
2019-09-30,USD,50796000,8090000,None,-7160000,9198000,19187000,26900000,-14377000,14864000,26563000,-23900000,93000,None,0,0,None,None,None,None,None,None,None,306000,None,24082000,-2907000,26563000,ICUI
2019-06-30,USD,23268000,1078000,None,12647000,16164000,18764000,22194000,-2673000,4092000,22833000,-31476000,2901000,None,0,0,None,None,None,None,None,None,None,3009000,None,-4177000,1130000,22833000,ICUI
2019-03-31,USD,-21010000,767000,None,-31739000,58725000,19074000,30620000,49534000,11968000,30998000,-10513000,-17232000,None,0,0,None,None,None,None,None,None,None,925000,None,-48737000,18000,30998000,ICUI
2018-12-31,USD,49933000,21901000,None,18620000,104932000,19666000,20347000,68789000,33971000,134640000,-19083000,-69000,None,0,0,None,None,None,None,None,None,None,-6188000,None,25965000,-4816000,-7355000,ICUI
2018-09-30,USD,51325000,812000,None,-1675000,-9498000,19161000,29020000,-11164000,-77000,219000,-44995000,1025000,None,0,0,None,None,None,None,None,None,None,7144000,None,9719000,2364000,219000,ICUI
2018-06-30,USD,79689000,1178000,None,1790000,-25650000,17604000,22969000,-25563000,-1182000,31054000,-24271000,9250000,None,131000,131000,None,None,None,None,None,None,None,9250000,None,54561000,-10107000,31054000,ICUI
2018-03-31,USD,-20732000,1784000,None,-20718000,35291000,18304000,28443000,44680000,-10942000,4875000,-15021000,-2183000,None,5338000,5338000,None,None,None,None,None,None,None,-2183000,None,-35536000,2400000,4875000,ICUI
2017-12-31,USD,84548000,10671000,None,2676000,-123778000,19057000,24262000,3035000,-33217000,137490000,-29613000,-63070000,None,106000,106000,None,None,None,None,None,None,None,11930000,None,-10542000,-2407000,49705000,ICUI
2017-09-30,USD,98739000,5178000,None,5521000,-70571000,17606000,26216000,-19108000,-81612000,136000,-50959000,10190000,None,212000,212000,None,None,None,None,None,None,None,10190000,None,59691000,1721000,136000,ICUI
