fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,419772000,None,None,174123000,31676000,8087000,3985000,13388000,None,149341000,-320726000,151427000,None,18899000,18899000,None,None,None,None,None,None,None,151438000,None,None,None,143525000,PLTR
2024-06-30,USD,144187000,None,None,28512000,196554000,8056000,2879000,176427000,None,135570000,-148878000,-1975000,None,17699000,17699000,None,None,None,None,None,None,None,-1669000,None,None,None,134126000,PLTR
2024-03-31,USD,129579000,None,None,12624000,98960000,8438000,2664000,121884000,None,106071000,-511245000,75248000,None,9000000,9000000,None,None,None,None,None,None,None,74840000,None,None,None,105530000,PLTR
2023-12-31,USD,301172000,None,None,30847000,-48772000,7972000,4860000,-53593000,24342000,96913000,-569226000,51232000,None,0,0,None,None,None,None,None,None,None,51409000,None,None,None,93391000,PLTR
2023-09-30,USD,133443000,None,None,39737000,41829000,8663000,1565000,46089000,-18965000,73439000,-196264000,50940000,None,0,0,None,None,None,None,0,None,None,50556000,None,None,None,71505000,PLTR
2023-06-30,USD,90192000,None,None,52626000,112851000,8399000,3934000,113035000,-5377000,27872000,-391099000,90684000,None,0,0,None,None,None,None,0,None,None,90349000,None,-210223000,None,28127000,PLTR
2023-03-31,USD,187376000,0,None,-37742000,3206000,8320000,4755000,628000,None,19151000,-1554591000,25983000,None,0,0,None,None,None,None,0,None,None,25924000,None,-1341232000,None,16802000,PLTR
2022-12-31,USD,78763000,53772000,None,-101951000,-52398000,7373000,4918000,-77072000,None,33489000,73081000,14157000,None,0,None,None,None,None,None,0,None,None,0,None,166001000,None,30878000,PLTR
2022-09-30,USD,47066000,0,None,38638000,45878000,5942000,14436000,78852000,None,-123875000,-27344000,23991000,None,0,None,None,None,None,None,0,None,None,24567000,None,43713000,None,-123875000,PLTR
2022-06-30,USD,62431000,3000,None,-17572000,36707000,4895000,5458000,9872000,None,-179329000,5304000,20607000,None,0,None,None,None,None,None,0,None,None,20316000,None,88342000,None,-179329000,PLTR
2022-03-31,USD,35477000,2000,None,7009000,67296000,4312000,15215000,65867000,None,-101379000,-96468000,27241000,None,0,None,None,None,None,None,0,None,None,27225000,None,-33750000,None,-101379000,PLTR
2021-12-31,USD,93427000,49228000,None,-41642000,18072000,3840000,5844000,19825000,-17151000,-156188000,-181873000,32465000,None,0,None,None,None,None,None,0,None,None,0,None,-55981000,None,-156188000,PLTR
2021-09-30,USD,100793000,393000,None,-45802000,-49196000,3058000,5378000,-68471000,-13742000,-102137000,-214634000,99338000,None,0,None,None,None,None,None,0,None,None,97995000,None,-99037000,None,-102137000,PLTR
2021-06-30,USD,22750000,719000,None,-13034000,70497000,4762000,697000,88363000,-26212000,-138580000,-697000,-31410000,None,0,None,None,None,None,None,0,None,None,167828000,None,-135480000,None,-138580000,PLTR
2021-03-31,USD,116881000,1662000,None,65361000,10138000,3237000,708000,-4480000,22735000,-123474000,-708000,206354000,None,0,None,None,None,None,None,0,None,None,208860000,None,322527000,None,-123474000,PLTR
2020-12-31,USD,-18288000,59852000,None,-94715000,12682000,3563000,4761000,-4247000,-59263000,-148343000,-4945000,219109000,None,0,None,None,469789000,469789000,None,-743160000,None,None,219356000,None,195876000,None,-148343000,PLTR
2020-09-30,USD,-51990000,None,None,None,None,2515000,1530000,None,58275000,-853319000,-4280000,350069000,None,0,None,None,None,None,None,399607000,None,None,None,None,-833218000,None,-853319000,PLTR
